"","accession_1","accession_2","taxonID","phylum"
"6230","MAMN4691-20",NA,7711,"Chordata"
"6231","MAMN4692-20",NA,7711,"Chordata"
"6232","MAMN4693-20",NA,7711,"Chordata"
"6233","MAMN4694-20",NA,7711,"Chordata"
"6234","MAMN4695-20",NA,7711,"Chordata"
"6235","MAMN470-18",NA,7711,"Chordata"
"6236","MAMN4710-20",NA,7711,"Chordata"
"6237","MAMN4711-20",NA,7711,"Chordata"
"6238","MAMN472-18",NA,7711,"Chordata"
"6239","MAMN4725-20",NA,7711,"Chordata"
"6240","MAMN473-18",NA,7711,"Chordata"
"6241","MAMN4733-20",NA,7711,"Chordata"
"6242","MAMN4735-20",NA,7711,"Chordata"
"6243","MAMN4739-20",NA,7711,"Chordata"
"6244","MAMN474-18",NA,7711,"Chordata"
"6245","MAMN4741-20",NA,7711,"Chordata"
"6246","MAMN4742-20",NA,7711,"Chordata"
"6247","MAMN4748-20",NA,7711,"Chordata"
"6248","MAMN4749-20",NA,7711,"Chordata"
"6249","MAMN475-18",NA,7711,"Chordata"
"6250","MAMN4753-20",NA,7711,"Chordata"
"6251","MAMN4755-20",NA,7711,"Chordata"
"6252","MAMN4756-20",NA,7711,"Chordata"
"6253","MAMN4758-20",NA,7711,"Chordata"
"6254","MAMN4759-20",NA,7711,"Chordata"
"6255","MAMN476-18",NA,7711,"Chordata"
"6256","MAMN4760-20",NA,7711,"Chordata"
"6257","MAMN4762-20",NA,7711,"Chordata"
"6258","MAMN4763-20",NA,7711,"Chordata"
"6259","MAMN4766-20",NA,7711,"Chordata"
"6260","MAMN4767-20",NA,7711,"Chordata"
"6261","MAMN4769-20",NA,7711,"Chordata"
"6262","MAMN4770-20",NA,7711,"Chordata"
"6263","MAMN4772-20",NA,7711,"Chordata"
"6264","MAMN4773-20",NA,7711,"Chordata"
"6265","MAMN4774-20",NA,7711,"Chordata"
"6266","MAMN4775-20",NA,7711,"Chordata"
"6267","MAMN4776-20",NA,7711,"Chordata"
"6268","MAMN4780-20",NA,7711,"Chordata"
"6269","MAMN4781-20",NA,7711,"Chordata"
"6270","MAMN4782-20",NA,7711,"Chordata"
"6271","MAMN4783-20",NA,7711,"Chordata"
"6272","MAMN4784-20",NA,7711,"Chordata"
"6273","MAMN4787-20",NA,7711,"Chordata"
"6274","MAMN4788-20",NA,7711,"Chordata"
"6275","MAMN4789-20",NA,7711,"Chordata"
"6276","MAMN479-18",NA,7711,"Chordata"
"6277","MAMN4790-20",NA,7711,"Chordata"
"6278","MAMN4791-20",NA,7711,"Chordata"
"6279","MAMN4792-20",NA,7711,"Chordata"
"6280","MAMN4793-20",NA,7711,"Chordata"
"6281","MAMN4794-20",NA,7711,"Chordata"
"6282","MAMN4795-20",NA,7711,"Chordata"
"6283","MAMN4796-20",NA,7711,"Chordata"
"6284","MAMN480-18",NA,7711,"Chordata"
"6285","MAMN4802-20",NA,7711,"Chordata"
"6286","MAMN4806-20",NA,7711,"Chordata"
"6287","MAMN4809-20",NA,7711,"Chordata"
"6288","MAMN481-18",NA,7711,"Chordata"
"6289","MAMN4811-20",NA,7711,"Chordata"
"6290","MAMN4816-20",NA,7711,"Chordata"
"6291","MAMN4822-20",NA,7711,"Chordata"
"6292","MAMN4841-20",NA,7711,"Chordata"
"6293","MAMN485-18",NA,7711,"Chordata"
"6294","MAMN4855-20",NA,7711,"Chordata"
"6295","MAMN486-18",NA,7711,"Chordata"
"6296","MAMN487-18",NA,7711,"Chordata"
"6297","MAMN488-18",NA,7711,"Chordata"
"6298","MAMN489-18",NA,7711,"Chordata"
"6299","MAMN490-18",NA,7711,"Chordata"
"6300","MAMN4903-20",NA,7711,"Chordata"
"6301","MAMN4904-20",NA,7711,"Chordata"
"6302","MAMN4905-20",NA,7711,"Chordata"
"6303","MAMN4906-20",NA,7711,"Chordata"
"6304","MAMN4907-20",NA,7711,"Chordata"
"6305","MAMN4909-20",NA,7711,"Chordata"
"6306","MAMN491-18",NA,7711,"Chordata"
"6307","MAMN4910-20",NA,7711,"Chordata"
"6308","MAMN4911-20",NA,7711,"Chordata"
"6309","MAMN4912-20",NA,7711,"Chordata"
"6310","MAMN4913-20",NA,7711,"Chordata"
"6311","MAMN4915-20",NA,7711,"Chordata"
"6312","MAMN4916-20",NA,7711,"Chordata"
"6313","MAMN4917-20",NA,7711,"Chordata"
"6314","MAMN4918-20",NA,7711,"Chordata"
"6315","MAMN4919-20",NA,7711,"Chordata"
"6316","MAMN492-18",NA,7711,"Chordata"
"6317","MAMN4920-20",NA,7711,"Chordata"
"6318","MAMN4921-20",NA,7711,"Chordata"
"6319","MAMN4922-20",NA,7711,"Chordata"
"6320","MAMN4923-20",NA,7711,"Chordata"
"6321","MAMN4924-20",NA,7711,"Chordata"
"6322","MAMN4925-20",NA,7711,"Chordata"
"6323","MAMN4926-20",NA,7711,"Chordata"
"6324","MAMN4927-20",NA,7711,"Chordata"
"6325","MAMN4928-20",NA,7711,"Chordata"
"6326","MAMN4929-20",NA,7711,"Chordata"
"6327","MAMN493-18",NA,7711,"Chordata"
"6328","MAMN4930-20",NA,7711,"Chordata"
"6329","MAMN4931-20",NA,7711,"Chordata"
"6330","MAMN4932-20",NA,7711,"Chordata"
"6331","MAMN4933-20",NA,7711,"Chordata"
"6332","MAMN4934-20",NA,7711,"Chordata"
"6333","MAMN4941-20",NA,7711,"Chordata"
"6334","MAMN495-18",NA,7711,"Chordata"
"6335","MAMN496-18",NA,7711,"Chordata"
"6336","MAMN4963-20",NA,7711,"Chordata"
"6337","MAMN497-18",NA,7711,"Chordata"
"6338","MAMN4973-20",NA,7711,"Chordata"
"6339","MAMN498-18",NA,7711,"Chordata"
"6340","MAMN4985-20",NA,7711,"Chordata"
"6341","MAMN499-18",NA,7711,"Chordata"
"6342","MAMN4990-20",NA,7711,"Chordata"
"6343","MAMN4996-20",NA,7711,"Chordata"
"6344","MAMN4997-20",NA,7711,"Chordata"
"6345","MAMN4998-20",NA,7711,"Chordata"
"6346","MAMN4999-20",NA,7711,"Chordata"
"6347","MAMN5001-20",NA,7711,"Chordata"
"6348","MAMN5004-20",NA,7711,"Chordata"
"6349","MAMN501-18",NA,7711,"Chordata"
"6350","MAMN5010-20",NA,7711,"Chordata"
"6351","MAMN5011-20",NA,7711,"Chordata"
"6352","MAMN5012-20",NA,7711,"Chordata"
"6353","MAMN5015-20",NA,7711,"Chordata"
"6354","MAMN5016-20",NA,7711,"Chordata"
"6355","MAMN5017-20",NA,7711,"Chordata"
"6356","MAMN5018-20",NA,7711,"Chordata"
"6357","MAMN5019-20",NA,7711,"Chordata"
"6358","MAMN502-18",NA,7711,"Chordata"
"6359","MAMN5020-20",NA,7711,"Chordata"
"6360","MAMN5021-20",NA,7711,"Chordata"
"6361","MAMN5024-20",NA,7711,"Chordata"
"6362","MAMN5028-20",NA,7711,"Chordata"
"6363","MAMN5029-20",NA,7711,"Chordata"
"6364","MAMN5038-20",NA,7711,"Chordata"
"6365","MAMN5039-20",NA,7711,"Chordata"
"6366","MAMN504-18",NA,7711,"Chordata"
"6367","MAMN5041-20",NA,7711,"Chordata"
"6368","MAMN5043-20",NA,7711,"Chordata"
"6369","MAMN5044-20",NA,7711,"Chordata"
"6370","MAMN5045-20",NA,7711,"Chordata"
"6371","MAMN5047-20",NA,7711,"Chordata"
"6372","MAMN5049-20",NA,7711,"Chordata"
"6373","MAMN505-18",NA,7711,"Chordata"
"6374","MAMN5052-20",NA,7711,"Chordata"
"6375","MAMN5054-20",NA,7711,"Chordata"
"6376","MAMN5056-20",NA,7711,"Chordata"
"6377","MAMN5057-20",NA,7711,"Chordata"
"6378","MAMN5058-20",NA,7711,"Chordata"
"6379","MAMN5059-20",NA,7711,"Chordata"
"6380","MAMN506-18",NA,7711,"Chordata"
"6381","MAMN5060-20",NA,7711,"Chordata"
"6382","MAMN5061-20",NA,7711,"Chordata"
"6383","MAMN5067-20",NA,7711,"Chordata"
"6384","MAMN5068-20",NA,7711,"Chordata"
"6385","MAMN5069-20",NA,7711,"Chordata"
"6386","MAMN5077-20",NA,7711,"Chordata"
"6387","MAMN5079-20",NA,7711,"Chordata"
"6388","MAMN508-18",NA,7711,"Chordata"
"6389","MAMN5081-20",NA,7711,"Chordata"
"6390","MAMN5084-20",NA,7711,"Chordata"
"6391","MAMN5087-20",NA,7711,"Chordata"
"6392","MAMN5089-20",NA,7711,"Chordata"
"6393","MAMN509-18",NA,7711,"Chordata"
"6394","MAMN5093-20",NA,7711,"Chordata"
"6395","MAMN5094-20",NA,7711,"Chordata"
"6396","MAMN510-18",NA,7711,"Chordata"
"6397","MAMN5103-20",NA,7711,"Chordata"
"6398","MAMN5104-20",NA,7711,"Chordata"
"6399","MAMN511-18",NA,7711,"Chordata"
"6400","MAMN5110-20",NA,7711,"Chordata"
"6401","MAMN512-18",NA,7711,"Chordata"
"6402","MAMN5120-20",NA,7711,"Chordata"
"6403","MAMN5121-20",NA,7711,"Chordata"
"6404","MAMN5122-20",NA,7711,"Chordata"
"6405","MAMN5123-20",NA,7711,"Chordata"
"6406","MAMN5125-20",NA,7711,"Chordata"
"6407","MAMN513-18",NA,7711,"Chordata"
"6408","MAMN5136-20",NA,7711,"Chordata"
"6409","MAMN5139-20",NA,7711,"Chordata"
"6410","MAMN514-18",NA,7711,"Chordata"
"6411","MAMN5141-20",NA,7711,"Chordata"
"6412","MAMN5147-20",NA,7711,"Chordata"
"6413","MAMN5149-20",NA,7711,"Chordata"
"6414","MAMN515-18",NA,7711,"Chordata"
"6415","MAMN5154-20",NA,7711,"Chordata"
"6416","MAMN5157-20",NA,7711,"Chordata"
"6417","MAMN516-18",NA,7711,"Chordata"
"6418","MAMN5160-20",NA,7711,"Chordata"
"6419","MAMN5168-20",NA,7711,"Chordata"
"6420","MAMN517-18",NA,7711,"Chordata"
"6421","MAMN5176-20",NA,7711,"Chordata"
"6422","MAMN5179-20",NA,7711,"Chordata"
"6423","MAMN5180-20",NA,7711,"Chordata"
"6424","MAMN5181-20",NA,7711,"Chordata"
"6425","MAMN5182-20",NA,7711,"Chordata"
"6426","MAMN5184-20",NA,7711,"Chordata"
"6427","MAMN5191-20",NA,7711,"Chordata"
"6428","MAMN5192-20",NA,7711,"Chordata"
"6429","MAMN5196-20",NA,7711,"Chordata"
"6430","MAMN520-18",NA,7711,"Chordata"
"6431","MAMN5200-20",NA,7711,"Chordata"
"6432","MAMN5201-20",NA,7711,"Chordata"
"6433","MAMN5205-20",NA,7711,"Chordata"
"6434","MAMN5208-20",NA,7711,"Chordata"
"6435","MAMN5209-20",NA,7711,"Chordata"
"6436","MAMN521-18",NA,7711,"Chordata"
"6437","MAMN5210-20",NA,7711,"Chordata"
"6438","MAMN5213-20",NA,7711,"Chordata"
"6439","MAMN5214-20",NA,7711,"Chordata"
"6440","MAMN5218-20",NA,7711,"Chordata"
"6441","MAMN5219-20",NA,7711,"Chordata"
"6442","MAMN522-18",NA,7711,"Chordata"
"6443","MAMN5223-20",NA,7711,"Chordata"
"6444","MAMN5224-20",NA,7711,"Chordata"
"6445","MAMN5226-20",NA,7711,"Chordata"
"6446","MAMN523-18",NA,7711,"Chordata"
"6447","MAMN5230-20",NA,7711,"Chordata"
"6448","MAMN5232-20",NA,7711,"Chordata"
"6449","MAMN5234-20",NA,7711,"Chordata"
"6450","MAMN524-18",NA,7711,"Chordata"
"6451","MAMN5242-20",NA,7711,"Chordata"
"6452","MAMN5245-20",NA,7711,"Chordata"
"6453","MAMN5246-20",NA,7711,"Chordata"
"6454","MAMN5248-20",NA,7711,"Chordata"
"6455","MAMN5249-20",NA,7711,"Chordata"
"6456","MAMN5254-20",NA,7711,"Chordata"
"6457","MAMN5256-20",NA,7711,"Chordata"
"6458","MAMN5257-20",NA,7711,"Chordata"
"6459","MAMN5258-20",NA,7711,"Chordata"
"6460","MAMN526-18",NA,7711,"Chordata"
"6461","MAMN5262-20",NA,7711,"Chordata"
"6462","MAMN5264-20",NA,7711,"Chordata"
"6463","MAMN5265-20",NA,7711,"Chordata"
"6464","MAMN5266-20",NA,7711,"Chordata"
"6465","MAMN527-18",NA,7711,"Chordata"
"6466","MAMN5273-20",NA,7711,"Chordata"
"6467","MAMN5275-20",NA,7711,"Chordata"
"6468","MAMN5278-20",NA,7711,"Chordata"
"6469","MAMN5279-20",NA,7711,"Chordata"
"6470","MAMN5281-20",NA,7711,"Chordata"
"6471","MAMN5282-20",NA,7711,"Chordata"
"6472","MAMN5284-20",NA,7711,"Chordata"
"6473","MAMN5288-20",NA,7711,"Chordata"
"6474","MAMN529-18",NA,7711,"Chordata"
"6475","MAMN5291-20",NA,7711,"Chordata"
"6476","MAMN5292-20",NA,7711,"Chordata"
"6477","MAMN5293-20",NA,7711,"Chordata"
"6478","MAMN5295-20",NA,7711,"Chordata"
"6479","MAMN5297-20",NA,7711,"Chordata"
"6480","MAMN5298-20",NA,7711,"Chordata"
"6481","MAMN530-18",NA,7711,"Chordata"
"6482","MAMN5300-20",NA,7711,"Chordata"
"6483","MAMN5301-20",NA,7711,"Chordata"
"6484","MAMN5306-20",NA,7711,"Chordata"
"6485","MAMN5308-20",NA,7711,"Chordata"
"6486","MAMN531-18",NA,7711,"Chordata"
"6487","MAMN5312-20",NA,7711,"Chordata"
"6488","MAMN5313-20",NA,7711,"Chordata"
"6489","MAMN5314-20",NA,7711,"Chordata"
"6490","MAMN5315-20",NA,7711,"Chordata"
"6491","MAMN5316-20",NA,7711,"Chordata"
"6492","MAMN5317-20",NA,7711,"Chordata"
"6493","MAMN5318-20",NA,7711,"Chordata"
"6494","MAMN532-18",NA,7711,"Chordata"
"6495","MAMN5321-20",NA,7711,"Chordata"
"6496","MAMN5322-20",NA,7711,"Chordata"
"6497","MAMN5323-20",NA,7711,"Chordata"
"6498","MAMN5324-20",NA,7711,"Chordata"
"6499","MAMN5325-20",NA,7711,"Chordata"
"6500","MAMN5326-20",NA,7711,"Chordata"
"6501","MAMN5328-20",NA,7711,"Chordata"
"6502","MAMN533-18",NA,7711,"Chordata"
"6503","MAMN5331-20",NA,7711,"Chordata"
"6504","MAMN5332-20",NA,7711,"Chordata"
"6505","MAMN5333-20",NA,7711,"Chordata"
"6506","MAMN5337-20",NA,7711,"Chordata"
"6507","MAMN5338-20",NA,7711,"Chordata"
"6508","MAMN534-18",NA,7711,"Chordata"
"6509","MAMN536-18",NA,7711,"Chordata"
"6510","MAMN538-18",NA,7711,"Chordata"
"6511","MAMN5389-20",NA,7711,"Chordata"
"6512","MAMN5391-20",NA,7711,"Chordata"
"6513","MAMN5395-20",NA,7711,"Chordata"
"6514","MAMN540-18",NA,7711,"Chordata"
"6515","MAMN5401-20",NA,7711,"Chordata"
"6516","MAMN5402-20",NA,7711,"Chordata"
"6517","MAMN5409-20",NA,7711,"Chordata"
"6518","MAMN5413-20",NA,7711,"Chordata"
"6519","MAMN5414-20",NA,7711,"Chordata"
"6520","MAMN5429-20",NA,7711,"Chordata"
"6521","MAMN543-18",NA,7711,"Chordata"
"6522","MAMN5441-20",NA,7711,"Chordata"
"6523","MAMN5451-20",NA,7711,"Chordata"
"6524","MAMN5469-20",NA,7711,"Chordata"
"6525","MAMN547-18",NA,7711,"Chordata"
"6526","MAMN5472-20",NA,7711,"Chordata"
"6527","MAMN550-18",NA,7711,"Chordata"
"6528","MAMN551-18",NA,7711,"Chordata"
"6529","MAMN5540-20",NA,7711,"Chordata"
"6530","MAMN5541-20",NA,7711,"Chordata"
"6531","MAMN5549-20",NA,7711,"Chordata"
"6532","MAMN555-18",NA,7711,"Chordata"
"6533","MAMN556-18",NA,7711,"Chordata"
"6534","MAMN5569-20",NA,7711,"Chordata"
"6535","MAMN557-18",NA,7711,"Chordata"
"6536","MAMN5573-20",NA,7711,"Chordata"
"6537","MAMN5577-20",NA,7711,"Chordata"
"6538","MAMN558-18",NA,7711,"Chordata"
"6539","MAMN559-18",NA,7711,"Chordata"
"6540","MAMN5593-20",NA,7711,"Chordata"
"6541","MAMN560-18",NA,7711,"Chordata"
"6542","MAMN561-18",NA,7711,"Chordata"
"6543","MAMN5613-20",NA,7711,"Chordata"
"6544","MAMN562-18",NA,7711,"Chordata"
"6545","MAMN5623-20",NA,7711,"Chordata"
"6546","MAMN563-18",NA,7711,"Chordata"
"6547","MAMN564-18",NA,7711,"Chordata"
"6548","MAMN565-18",NA,7711,"Chordata"
"6549","MAMN566-18",NA,7711,"Chordata"
"6550","MAMN567-18",NA,7711,"Chordata"
"6551","MAMN5673-20",NA,7711,"Chordata"
"6552","MAMN5674-20",NA,7711,"Chordata"
"6553","MAMN5677-20",NA,7711,"Chordata"
"6554","MAMN5679-20",NA,7711,"Chordata"
"6555","MAMN568-18",NA,7711,"Chordata"
"6556","MAMN5680-20",NA,7711,"Chordata"
"6557","MAMN5686-20",NA,7711,"Chordata"
"6558","MAMN5693-20",NA,7711,"Chordata"
"6559","MAMN570-18",NA,7711,"Chordata"
"6560","MAMN5705-20",NA,7711,"Chordata"
"6561","MAMN5707-20",NA,7711,"Chordata"
"6562","MAMN5709-20",NA,7711,"Chordata"
"6563","MAMN571-18",NA,7711,"Chordata"
"6564","MAMN5716-20",NA,7711,"Chordata"
"6565","MAMN5717-20",NA,7711,"Chordata"
"6566","MAMN5718-20",NA,7711,"Chordata"
"6567","MAMN572-18",NA,7711,"Chordata"
"6568","MAMN5727-20",NA,7711,"Chordata"
"6569","MAMN5732-20",NA,7711,"Chordata"
"6570","MAMN5737-20",NA,7711,"Chordata"
"6571","MAMN5738-20",NA,7711,"Chordata"
"6572","MAMN5739-20",NA,7711,"Chordata"
"6573","MAMN574-18",NA,7711,"Chordata"
"6574","MAMN5740-20",NA,7711,"Chordata"
"6575","MAMN5741-20",NA,7711,"Chordata"
"6576","MAMN575-18",NA,7711,"Chordata"
"6577","MAMN5750-20",NA,7711,"Chordata"
"6578","MAMN5753-20",NA,7711,"Chordata"
"6579","MAMN576-18",NA,7711,"Chordata"
"6580","MAMN5762-20",NA,7711,"Chordata"
"6581","MAMN577-18",NA,7711,"Chordata"
"6582","MAMN5776-20",NA,7711,"Chordata"
"6583","MAMN578-18",NA,7711,"Chordata"
"6584","MAMN5783-20",NA,7711,"Chordata"
"6585","MAMN5789-20",NA,7711,"Chordata"
"6586","MAMN579-18",NA,7711,"Chordata"
"6587","MAMN580-18",NA,7711,"Chordata"
"6588","MAMN581-18",NA,7711,"Chordata"
"6589","MAMN5814-20",NA,7711,"Chordata"
"6590","MAMN5818-20",NA,7711,"Chordata"
"6591","MAMN582-18",NA,7711,"Chordata"
"6592","MAMN5821-20",NA,7711,"Chordata"
"6593","MAMN5822-20",NA,7711,"Chordata"
"6594","MAMN5824-20",NA,7711,"Chordata"
"6595","MAMN583-18",NA,7711,"Chordata"
"6596","MAMN5830-20",NA,7711,"Chordata"
"6597","MAMN5832-20",NA,7711,"Chordata"
"6598","MAMN5833-20",NA,7711,"Chordata"
"6599","MAMN5834-20",NA,7711,"Chordata"
"6600","MAMN5838-20",NA,7711,"Chordata"
"6601","MAMN5839-20",NA,7711,"Chordata"
"6602","MAMN584-18",NA,7711,"Chordata"
"6603","MAMN5843-20",NA,7711,"Chordata"
"6604","MAMN5846-20",NA,7711,"Chordata"
"6605","MAMN5847-20",NA,7711,"Chordata"
"6606","MAMN5848-20",NA,7711,"Chordata"
"6607","MAMN5849-20",NA,7711,"Chordata"
"6608","MAMN585-18",NA,7711,"Chordata"
"6609","MAMN5850-20",NA,7711,"Chordata"
"6610","MAMN5852-20",NA,7711,"Chordata"
"6611","MAMN5853-20",NA,7711,"Chordata"
"6612","MAMN5856-20",NA,7711,"Chordata"
"6613","MAMN5859-20",NA,7711,"Chordata"
"6614","MAMN586-18",NA,7711,"Chordata"
"6615","MAMN5860-20",NA,7711,"Chordata"
"6616","MAMN5861-20",NA,7711,"Chordata"
"6617","MAMN5862-20",NA,7711,"Chordata"
"6618","MAMN5863-20",NA,7711,"Chordata"
"6619","MAMN5864-20",NA,7711,"Chordata"
"6620","MAMN5865-20",NA,7711,"Chordata"
"6621","MAMN5866-20",NA,7711,"Chordata"
"6622","MAMN5867-20",NA,7711,"Chordata"
"6623","MAMN5868-20",NA,7711,"Chordata"
"6624","MAMN5869-20",NA,7711,"Chordata"
"6625","MAMN587-18",NA,7711,"Chordata"
"6626","MAMN5870-20",NA,7711,"Chordata"
"6627","MAMN5871-20",NA,7711,"Chordata"
"6628","MAMN5872-20",NA,7711,"Chordata"
"6629","MAMN5873-20",NA,7711,"Chordata"
"6630","MAMN5874-20",NA,7711,"Chordata"
"6631","MAMN5875-20",NA,7711,"Chordata"
"6632","MAMN5877-20",NA,7711,"Chordata"
"6633","MAMN5878-20",NA,7711,"Chordata"
"6634","MAMN5879-20",NA,7711,"Chordata"
"6635","MAMN588-18",NA,7711,"Chordata"
"6636","MAMN5880-20",NA,7711,"Chordata"
"6637","MAMN5881-20",NA,7711,"Chordata"
"6638","MAMN5883-20",NA,7711,"Chordata"
"6639","MAMN5884-20",NA,7711,"Chordata"
"6640","MAMN5885-20",NA,7711,"Chordata"
"6641","MAMN5886-20",NA,7711,"Chordata"
"6642","MAMN5887-20",NA,7711,"Chordata"
"6643","MAMN5888-20",NA,7711,"Chordata"
"6644","MAMN5889-20",NA,7711,"Chordata"
"6645","MAMN589-18",NA,7711,"Chordata"
"6646","MAMN5890-20",NA,7711,"Chordata"
"6647","MAMN5891-20",NA,7711,"Chordata"
"6648","MAMN5892-20",NA,7711,"Chordata"
"6649","MAMN5893-20",NA,7711,"Chordata"
"6650","MAMN5894-20",NA,7711,"Chordata"
"6651","MAMN5895-20",NA,7711,"Chordata"
"6652","MAMN5896-20",NA,7711,"Chordata"
"6653","MAMN5897-20",NA,7711,"Chordata"
"6654","MAMN5898-20",NA,7711,"Chordata"
"6655","MAMN5899-20",NA,7711,"Chordata"
"6656","MAMN590-18",NA,7711,"Chordata"
"6657","MAMN5900-20",NA,7711,"Chordata"
"6658","MAMN5901-20",NA,7711,"Chordata"
"6659","MAMN5902-20",NA,7711,"Chordata"
"6660","MAMN5903-20",NA,7711,"Chordata"
"6661","MAMN5904-20",NA,7711,"Chordata"
"6662","MAMN5905-20",NA,7711,"Chordata"
"6663","MAMN5906-20",NA,7711,"Chordata"
"6664","MAMN5907-20",NA,7711,"Chordata"
"6665","MAMN5908-20",NA,7711,"Chordata"
"6666","MAMN5909-20",NA,7711,"Chordata"
"6667","MAMN591-18",NA,7711,"Chordata"
"6668","MAMN5912-20",NA,7711,"Chordata"
"6669","MAMN5913-20",NA,7711,"Chordata"
"6670","MAMN5914-20",NA,7711,"Chordata"
"6671","MAMN5915-20",NA,7711,"Chordata"
"6672","MAMN5916-20",NA,7711,"Chordata"
"6673","MAMN5917-20",NA,7711,"Chordata"
"6674","MAMN5918-20",NA,7711,"Chordata"
"6675","MAMN592-18",NA,7711,"Chordata"
"6676","MAMN5920-20",NA,7711,"Chordata"
"6677","MAMN5921-20",NA,7711,"Chordata"
"6678","MAMN5922-20",NA,7711,"Chordata"
"6679","MAMN5923-20",NA,7711,"Chordata"
"6680","MAMN5924-20",NA,7711,"Chordata"
"6681","MAMN5926-20",NA,7711,"Chordata"
"6682","MAMN5927-20",NA,7711,"Chordata"
"6683","MAMN5928-20",NA,7711,"Chordata"
"6684","MAMN5929-20",NA,7711,"Chordata"
"6685","MAMN593-18",NA,7711,"Chordata"
"6686","MAMN5930-20",NA,7711,"Chordata"
"6687","MAMN5944-20",NA,7711,"Chordata"
"6688","MAMN5948-20",NA,7711,"Chordata"
"6689","MAMN595-18",NA,7711,"Chordata"
"6690","MAMN5962-20",NA,7711,"Chordata"
"6691","MAMN5967-20",NA,7711,"Chordata"
"6692","MAMN597-18",NA,7711,"Chordata"
"6693","MAMN5973-20",NA,7711,"Chordata"
"6694","MAMN5974-20",NA,7711,"Chordata"
"6695","MAMN5977-20",NA,7711,"Chordata"
"6696","MAMN5978-20",NA,7711,"Chordata"
"6697","MAMN598-18",NA,7711,"Chordata"
"6698","MAMN5982-20",NA,7711,"Chordata"
"6699","MAMN5983-20",NA,7711,"Chordata"
"6700","MAMN5984-20",NA,7711,"Chordata"
"6701","MAMN5985-20",NA,7711,"Chordata"
"6702","MAMN5986-20",NA,7711,"Chordata"
"6703","MAMN5987-20",NA,7711,"Chordata"
"6704","MAMN5988-20",NA,7711,"Chordata"
"6705","MAMN5989-20",NA,7711,"Chordata"
"6706","MAMN5990-20",NA,7711,"Chordata"
"6707","MAMN5992-20",NA,7711,"Chordata"
"6708","MAMN5993-20",NA,7711,"Chordata"
"6709","MAMN5994-20",NA,7711,"Chordata"
"6710","MAMN5995-20",NA,7711,"Chordata"
"6711","MAMN5996-20",NA,7711,"Chordata"
"6712","MAMN5997-20",NA,7711,"Chordata"
"6713","MAMN5999-20",NA,7711,"Chordata"
"6714","MAMN600-18",NA,7711,"Chordata"
"6715","MAMN6001-20",NA,7711,"Chordata"
"6716","MAMN6002-20",NA,7711,"Chordata"
"6717","MAMN6004-20",NA,7711,"Chordata"
"6718","MAMN6005-20",NA,7711,"Chordata"
"6719","MAMN6007-20",NA,7711,"Chordata"
"6720","MAMN601-18",NA,7711,"Chordata"
"6721","MAMN6010-20",NA,7711,"Chordata"
"6722","MAMN6012-20",NA,7711,"Chordata"
"6723","MAMN6013-20",NA,7711,"Chordata"
"6724","MAMN6014-20",NA,7711,"Chordata"
"6725","MAMN6017-20",NA,7711,"Chordata"
"6726","MAMN602-18",NA,7711,"Chordata"
"6727","MAMN6020-20",NA,7711,"Chordata"
"6728","MAMN6021-20",NA,7711,"Chordata"
"6729","MAMN6023-20",NA,7711,"Chordata"
"6730","MAMN6024-20",NA,7711,"Chordata"
"6731","MAMN603-18",NA,7711,"Chordata"
"6732","MAMN6030-20",NA,7711,"Chordata"
"6733","MAMN6032-20",NA,7711,"Chordata"
"6734","MAMN6034-20",NA,7711,"Chordata"
"6735","MAMN6035-20",NA,7711,"Chordata"
"6736","MAMN6037-20",NA,7711,"Chordata"
"6737","MAMN6038-20",NA,7711,"Chordata"
"6738","MAMN604-18",NA,7711,"Chordata"
"6739","MAMN6040-20",NA,7711,"Chordata"
"6740","MAMN6041-20",NA,7711,"Chordata"
"6741","MAMN6042-20",NA,7711,"Chordata"
"6742","MAMN6043-20",NA,7711,"Chordata"
"6743","MAMN6047-20",NA,7711,"Chordata"
"6744","MAMN6048-20",NA,7711,"Chordata"
"6745","MAMN605-18",NA,7711,"Chordata"
"6746","MAMN6050-20",NA,7711,"Chordata"
"6747","MAMN6053-20",NA,7711,"Chordata"
"6748","MAMN6054-20",NA,7711,"Chordata"
"6749","MAMN6055-20",NA,7711,"Chordata"
"6750","MAMN6056-20",NA,7711,"Chordata"
"6751","MAMN6058-20",NA,7711,"Chordata"
"6752","MAMN6059-20",NA,7711,"Chordata"
"6753","MAMN606-18",NA,7711,"Chordata"
"6754","MAMN6060-20",NA,7711,"Chordata"
"6755","MAMN6064-20",NA,7711,"Chordata"
"6756","MAMN6067-20",NA,7711,"Chordata"
"6757","MAMN6070-20",NA,7711,"Chordata"
"6758","MAMN6071-20",NA,7711,"Chordata"
"6759","MAMN6073-20",NA,7711,"Chordata"
"6760","MAMN6075-20",NA,7711,"Chordata"
"6761","MAMN6076-20",NA,7711,"Chordata"
"6762","MAMN6077-20",NA,7711,"Chordata"
"6763","MAMN6078-20",NA,7711,"Chordata"
"6764","MAMN6079-20",NA,7711,"Chordata"
"6765","MAMN608-18",NA,7711,"Chordata"
"6766","MAMN6080-20",NA,7711,"Chordata"
"6767","MAMN6082-20",NA,7711,"Chordata"
"6768","MAMN6083-20",NA,7711,"Chordata"
"6769","MAMN6084-20",NA,7711,"Chordata"
"6770","MAMN6086-20",NA,7711,"Chordata"
