found_taxa,rank,phylum,class,order,family,genus,worms_aphiaid,bold_id,gbif_key,ott_id,taxa_query,status,unacceptreason,is_synonym,flags,valid_authority,worms_sciname,tol_sciname,bold_taxon,gbif_sciname,freshwater_only,terrestrial_only
Styloniscus,genus,Arthropoda,Malacostraca,Isopoda,Styloniscidae,Styloniscus,249361,936207,2201562,3001145,Styloniscus,accepted,NA,FALSE,NA,"Dana, 1853",Styloniscus,Styloniscus,Styloniscus,"Styloniscus Dana, 1853",0,1
Deto marina,species,Arthropoda,Malacostraca,Isopoda,Detonidae,Deto,260164,151858,2207605,22470,Deto marina,accepted,NA,FALSE,NA,"(Chilton, 1885)",Deto marina,Deto marina,Deto marina,"Deto marina (Chilton, 1885)",0,1
Proasellus remyi,species,Arthropoda,Malacostraca,Isopoda,Asellidae,Proasellus,258586,106461,9812566,562690,Proasellus remyi,accepted,NA,FALSE,NA,"(Monod, 1932)",Proasellus remyi,Proasellus remyi,Proasellus remyi,"Proasellus remyi (Monod, 1932)",1,0
Ligia cinerascens,species,Arthropoda,Malacostraca,Isopoda,Ligiidae,Ligia,257539,651921,5175622,2994826,Ligia cinerascens,accepted,NA,FALSE,sibling_higher,"Budde-Lund, 1885",Ligia cinerascens,Ligia cinerascens,Ligia cinerascens,"Ligia cinerascens Budde-Lund, 1885",0,1
Armadilloniscus ellipticus,species,Arthropoda,Malacostraca,Isopoda,Detonidae,Armadilloniscus,257486,151847,2207562,22461,Armadilloniscus ellipticus,accepted,NA,FALSE,NA,"(Harger, 1878)",Armadilloniscus ellipticus,Armadilloniscus ellipticus,Armadilloniscus ellipticus,"Armadilloniscus ellipticus (Harger, 1878)",0,1
Tylos neozelanicus,species,Arthropoda,Malacostraca,Isopoda,Tylidae,Tylos,257599,151861,2205110,22465,Tylos neozelanicus,accepted,NA,FALSE,NA,"Chilton, 1901",Tylos neozelanicus,Tylos neozelanicus,Tylos neozelanicus,"Tylos neozelanicus Chilton, 1901",0,1
Haloniscus searlei,species,Arthropoda,Malacostraca,Isopoda,Philosciidae,Haloniscus,260492,151863,2211865,22459,Haloniscus searlei,accepted,NA,FALSE,NA,"Chilton, 1920",Haloniscus searlei,Haloniscus searlei,Haloniscus searlei,"Haloniscus searlei Chilton, 1920",0,1
Haloniscus longiantennatus,species,Arthropoda,Malacostraca,Isopoda,Philosciidae,Haloniscus,260491,151876,2211867,870305,Haloniscus longiantennatus,accepted,NA,FALSE,NA,"Taiti & Humphreys, 2001",Haloniscus longiantennatus,Haloniscus longiantennatus,Haloniscus longiantennatus,"Haloniscus longiantennatus Taiti & Humphreys, 2001",1,1
Oniscus asellus,species,Arthropoda,Malacostraca,Isopoda,Oniscidae,Oniscus,257580,251434,5176315,731375,Oniscus asellus,accepted,NA,FALSE,NA,"Linnaeus, 1758",Oniscus asellus,Oniscus asellus,Oniscus asellus,"Oniscus asellus Linnaeus, 1758",0,1
Mora,genus,Chordata,Actinopteri,Gadiformes,Gadidae,Asellus,125769,5450,2206245,335972,Asellus,unaccepted,NA,FALSE,NA,"Risso, 1827",Mora,Asellus,Asellus,"Asellus Geoffroy, 1762",0,0
Mora,genus,Chordata,Actinopteri,Gadiformes,Gadidae,Asellus,125769,5450,2206245,335972,Asellus,unaccepted,NA,FALSE,NA,"Risso, 1827",Mora,Asellus,Asellus,"Asellus Geoffroy, 1762",0,0
Asellus,genus,Arthropoda,Malacostraca,Isopoda,Asellidae,Asellus,148666,5450,2206245,335972,Asellus,accepted,NA,FALSE,NA,"Geoffroy, 1762",Asellus,Asellus,Asellus,"Asellus Geoffroy, 1762",1,0
Asellus,genus,Arthropoda,Malacostraca,Isopoda,Asellidae,Asellus,148666,5450,2206245,335972,Asellus,accepted,NA,FALSE,NA,"Geoffroy, 1762",Asellus,Asellus,Asellus,"Asellus Geoffroy, 1762",1,0
Proasellus anophtalmus,species,Arthropoda,Malacostraca,Isopoda,Asellidae,Proasellus,258495,936184,2206020,3000355,Proasellus anophtalmus,accepted,NA,FALSE,NA,"(Karaman, 1934)",Proasellus anophtalmus,Proasellus anophtalmus,Proasellus anophtalmus,"Proasellus anophtalmus (Karaman, 1934)",1,0
Proasellus ruffoi,species,Arthropoda,Malacostraca,Isopoda,Asellidae,Proasellus,258588,936190,2206011,3000381,Proasellus ruffoi,accepted,NA,FALSE,NA,"Argano & Campanero, 2004",Proasellus ruffoi,Proasellus ruffoi,Proasellus ruffoi,"Proasellus ruffoi Argano & Campanero, 2004",1,0
Protelsonia hungarica,species,Arthropoda,Malacostraca,Isopoda,Stenasellidae,Protelsonia,262617,936193,2205483,3000713,Protelsonia hungarica,accepted,NA,FALSE,NA,"Méhely, 1924",Protelsonia hungarica,Protelsonia hungarica,Protelsonia hungarica,"Protelsonia hungarica Méhely, 1924",1,0
Burmoniscus kathmandius,species,Arthropoda,Malacostraca,Isopoda,Philosciidae,Burmoniscus,259472,936101,2209718,2991789,Burmoniscus kathmandius,accepted,NA,FALSE,NA,"(Schmalfuss, 1983)",Burmoniscus kathmandius,Burmoniscus kathmandius,Burmoniscus kathmandius,"Burmoniscus kathmandius (Schmalfuss, 1983)",0,1
Alpioniscus trogirensis,species,Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Alpioniscus,258811,936094,2208154,562532,Alpioniscus trogirensis,accepted,NA,FALSE,sibling_higher,"Buturović, 1955",Alpioniscus trogirensis,Alpioniscus trogirensis,Alpioniscus trogirensis,"Alpioniscus trogirensis Buturović, 1955",0,1
Eluma caelata,species,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Eluma,260242,935742,5176082,134292,Eluma caelata,accepted,NA,FALSE,NA,"(Miers, 1878)",Eluma caelata,Eluma caelata,Eluma caelata,"Eluma caelata (Miers, 1878)",0,1
Ligia dentipes,species,Arthropoda,Malacostraca,Isopoda,Ligiidae,Ligia,257542,936146,5175624,2994848,Ligia dentipes,accepted,NA,FALSE,sibling_higher,"Budde-Lund, 1885",Ligia dentipes,Ligia dentipes,Ligia dentipes,"Ligia dentipes Budde-Lund, 1885",0,1
Porcellio,genus,Arthropoda,Malacostraca,Isopoda,Porcellionidae,Porcellio,249205,5436,2204240,84743,Porcellio,accepted,NA,FALSE,NA,"Latreille, 1804",Porcellio,Porcellio,Porcellio,"Porcellio Latreille, 1804",0,1
Paramphisopus palustris,species,Arthropoda,Malacostraca,Isopoda,Amphisopidae,Paramphisopus,261869,8731,2207548,563205,Paramphisopus palustris,accepted,NA,FALSE,NA,"(Glauert, 1924)",Paramphisopus palustris,Paramphisopus palustris,Paramphisopus palustris,"Paramphisopus palustris (Glauert, 1924)",1,0
Eophreatoicus,genus,Arthropoda,Malacostraca,Isopoda,Amphisopidae,Eophreatoicus,248727,211267,2207556,253895,Eophreatoicus,accepted,NA,FALSE,NA,"Nicholls, 1926",Eophreatoicus,Eophreatoicus,Eophreatoicus,"Eophreatoicus Nicholls, 1926",1,0
Eophreatoicus kershawi,species,Arthropoda,Malacostraca,Isopoda,Amphisopidae,Eophreatoicus,260263,211295,2207557,253893,Eophreatoicus kershawi,accepted,NA,FALSE,NA,"Nicholls, 1926",Eophreatoicus kershawi,Eophreatoicus kershawi,Eophreatoicus kershawi,"Eophreatoicus kershawi Nicholls, 1926",1,0
Eremisopus,genus,Arthropoda,Malacostraca,Isopoda,Amphisopidae,Eremisopus,248731,211296,2207554,548423,Eremisopus,accepted,NA,FALSE,NA,"Wilson & Keable, 2002",Eremisopus,Eremisopus,Eremisopus,"Eremisopus Wilson & Keable, 2002",1,0
Engaeus sericatus,species,Arthropoda,Malacostraca,Decapoda,Parastacidae,Engaeus,885609,302453,4648550,12272,Engaeus sericatus,accepted,NA,FALSE,NA,"E Clark, 1936",Engaeus sericatus,Engaeus sericatus,Engaeus sericatus,"Engaeus sericatus Clark, 1936",1,0
Cherax quinquecarinatus,species,Arthropoda,Malacostraca,Decapoda,Parastacidae,Cherax,885574,31523,4648610,548595,Cherax quinquecarinatus,accepted,NA,FALSE,NA,"(Gray in Eyre, 1845)",Cherax quinquecarinatus,Cherax quinquecarinatus,Cherax quinquecarinatus,"Cherax quinquecarinatus (Gray, 1845)",1,0
Virilastacus,genus,Arthropoda,Malacostraca,Decapoda,Parastacidae,Virilastacus,885073,154393,4648629,58165,Virilastacus,accepted,NA,FALSE,NA,"Hobbs, 1991",Virilastacus,Virilastacus,Virilastacus,"Virilastacus Hobbs, 1991",1,0
Cherax cainii,species,Arthropoda,Malacostraca,Decapoda,Parastacidae,Cherax,885543,655839,4648595,555309,Cherax cainii,accepted,NA,FALSE,NA,"Austin in Austin & Ryan, 2002",Cherax cainii,Cherax cainii,Cherax cainii,"Cherax cainii Austin & Ryan, 2002",1,0
Cherax quadricarinatus,species,Arthropoda,Malacostraca,Decapoda,Parastacidae,Cherax,885573,24288,4648609,46784,Cherax quadricarinatus,accepted,NA,FALSE,NA,"(von Martens, 1868)",Cherax quadricarinatus,Cherax quadricarinatus,Cherax quadricarinatus,"Cherax quadricarinatus (von Martens, 1868)",1,0
Eucypris virens,species,Arthropoda,Ostracoda,Podocopida,Cyprididae,Eucypris,1027738,31016,1029200,637246,Eucypris virens,accepted,NA,FALSE,NA,"(Jurine, 1820)",Eucypris virens,Eucypris virens,Eucypris virens,"Eucypris virens (Jurine, 1820)",1,NA
Microcyclops varicans varicans,species,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Microcyclops,731376,935171,2116917,2947508,Microcyclops varicans,alternate representation,NA,FALSE,sibling_higher,"(Sars G.O., 1863)",Microcyclops varicans varicans,Microcyclops varicans,Microcyclops varicans,"Microcyclops varicans (G.O.Sars, 1863)",1,0
Lourinia armata armata,species,Arthropoda,Copepoda,Harpacticoida,Louriniidae,Lourinia,850566,935032,2111622,2954221,Lourinia armata,alternate representation,NA,FALSE,NA,"(Claus, 1866)",Lourinia armata armata,Lourinia armata,Lourinia armata,"Lourinia armata (Claus, 1866)",0,0
Kikuchicamptus coreensis,species,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Canthocamptus,1590945,935187,5717729,2953268,Canthocamptus coreensis,superseded combination,"Novikov & Sharafutdinova (2022) removed the species from Canthocamptus to Kikuchicamptus Novikov & Sharafutdinova, 2022",FALSE,sibling_higher,"(Chang, 2002)",Kikuchicamptus coreensis,Canthocamptus coreensis,Canthocamptus coreensis,"Canthocamptus coreensis Chang, 2002",1,1
Gelyelloida,order,Arthropoda,Copepoda,Gelyelloida,NA,NA,345938,516553,9445058,5320704,Gelyelloida,accepted,NA,FALSE,NA,"Huys, 1988",Gelyelloida,Gelyelloida,Gelyelloida,Gelyelloida,1,NA
Thermocyclops decipiens,species,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Thermocyclops,356111,935253,4325888,267976,Thermocyclops decipiens,accepted,NA,FALSE,NA,"(Kiefer, 1929)",Thermocyclops decipiens,Thermocyclops decipiens,Thermocyclops decipiens,"Thermocyclops decipiens (Kiefer, 1929)",1,0
Eodiaptomus japonicus,species,Arthropoda,Copepoda,Calanoida,Diaptomidae,Eodiaptomus,358476,799631,4332547,4675892,Eodiaptomus japonicus,accepted,NA,FALSE,NA,"(Burckhardt, 1913)",Eodiaptomus japonicus,Eodiaptomus japonicus,Eodiaptomus japonicus,"Eodiaptomus japonicus (Burckhardt, 1913)",1,0
Neutrodiaptomus formosus,species,Arthropoda,Copepoda,Calanoida,Diaptomidae,Neutrodiaptomus,359577,935138,4332539,2955773,Neutrodiaptomus formosus,accepted,NA,FALSE,NA,"(Kikuchi K., 1928)",Neutrodiaptomus formosus,Neutrodiaptomus formosus,Neutrodiaptomus formosus,"Neutrodiaptomus formosus (Kikuchi K., 1928)",1,0
Sinodiaptomus valkanovi,species,Arthropoda,Copepoda,Calanoida,Diaptomidae,Sinodiaptomus,360601,265867,4332026,326233,Sinodiaptomus valkanovi,accepted,NA,FALSE,NA,"Kiefer, 1938",Sinodiaptomus valkanovi,Sinodiaptomus valkanovi,Sinodiaptomus valkanovi,"Sinodiaptomus valkanovi Kiefer, 1938",1,0
Heterocope appendiculata,species,Arthropoda,Copepoda,Calanoida,Temoridae,Heterocope,352338,746814,2114332,900651,Heterocope appendiculata,accepted,NA,FALSE,NA,"Sars G.O., 1863",Heterocope appendiculata,Heterocope appendiculata,Heterocope appendiculata,"Heterocope appendiculata Sars G.O., 1863",1,0
Scalpellum stearnsi,species,Arthropoda,Thecostraca,Scalpellomorpha,Scalpellidae,Scalpellum,733447,935149,NA,990033,Scalpellum stearnsii,unaccepted,misspelling,FALSE,NA,"Pilsbry, 1890",Scalpellum stearnsi,Scalpellum stearnsii,Scalpellum stearnsii,NA,0,0
Acartia (Euacartia) southwelli,species,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,346045,799617,4333265,2956343,Acartia southwelli,alternate representation,NA,FALSE,sibling_higher,"Sewell, 1914",Acartia (Euacartia) southwelli,Acartia southwelli,Acartia southwelli,"Acartia southwelli Sewell, 1914",0,0
Heliodiaptomus cinctus,species,Arthropoda,Copepoda,Calanoida,Diaptomidae,Heliodiaptomus,356668,799614,4332328,2955793,Heliodiaptomus cinctus,accepted,NA,FALSE,NA,"(Gurney, 1907)",Heliodiaptomus cinctus,Heliodiaptomus cinctus,Heliodiaptomus cinctus,"Heliodiaptomus cinctus (Gurney, 1907)",1,0
Diacyclops incolotaenia,species,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Diacyclops,358191,935179,4325778,535424,Diacyclops incolotaenia,accepted,NA,FALSE,NA,"(Mazepova, 1950)",Diacyclops incolotaenia,Diacyclops incolotaenia,Diacyclops incolotaenia,"Diacyclops incolotaenia (Mazepova, 1950)",1,0
Diacyclops elegans,species,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Diacyclops,358185,935180,4325719,2947208,Diacyclops elegans,accepted,NA,FALSE,NA,"(Mazepova, 1962)",Diacyclops elegans,Diacyclops elegans,Diacyclops elegans,"Diacyclops elegans (Mazepova, 1962)",1,0
Acanthocyclops profundus profundus,species,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,1417455,935176,4327118,2947207,Acanthocyclops profundus,unaccepted,NA,FALSE,NA,"Mazepova, 1950",Acanthocyclops profundus profundus,Acanthocyclops profundus,Acanthocyclops profundus,Acanthocyclops profundus,1,0
Acanthocyclops signifer,species,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,348445,935182,4327158,2947176,Acanthocyclops signifer,accepted,NA,FALSE,NA,"Mazepova, 1952",Acanthocyclops signifer,Acanthocyclops signifer,Acanthocyclops signifer,"Acanthocyclops signifer Mazepova, 1952",1,0
Balanodytes mitis,species,Arthropoda,Thecostraca,Lithoglyptida,Lithoglyptidae,Armatoglyptes,881817,935210,6104691,749396,Armatoglyptes mitis,unaccepted,NA,FALSE,NA,"(Tomlinson, 1969)",Balanodytes mitis,Armatoglyptes mitis,Armatoglyptes mitis,"Armatoglyptes mitis (Tomlinson, 1969)",0,0
Notomegabalanus concinnus,species,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Megabalanus,828984,935212,6467671,2958701,Megabalanus concinnus,unaccepted,generic re-assignment,FALSE,sibling_higher,"(Darwin, 1854)",Notomegabalanus concinnus,Megabalanus concinnus,Megabalanus concinnus,"Megabalanus concinnus (Darwin, 1854)",0,0
Peniculus fistula fistula,species,Arthropoda,Copepoda,Siphonostomatoida,Pennellidae,Peniculus,745880,NA,5166572,2944859,Peniculus fistula,alternate representation,NA,FALSE,hidden,"Nordmann, 1832",Peniculus fistula fistula,Peniculus fistula,NA,"Peniculus fistula von Nordmann, 1832",0,0
Acartia (Odontacartia) ohtsukai,species,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,346058,648937,4333230,716610,Acartia ohtsukai,alternate representation,NA,FALSE,sibling_higher,"Ueda & Bucklin, 2006",Acartia (Odontacartia) ohtsukai,Acartia ohtsukai,Acartia ohtsukai,"Acartia ohtsukai Ueda & Bucklin, 2006",0,0
Thermocyclops taihokuensis,species,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Thermocyclops,356609,NA,4325923,2947090,Thermocyclops taihokuensis,accepted,NA,FALSE,NA,"Harada, 1931",Thermocyclops taihokuensis,Thermocyclops taihokuensis,NA,"Thermocyclops taihokuensis Harada, 1931",1,0
Nordodiaptomus alaskaensis,species,Arthropoda,Copepoda,Calanoida,Diaptomidae,Nordodiaptomus,359652,799635,2114454,2955923,Nordodiaptomus alaskaensis,accepted,NA,FALSE,NA,"Wilson M.S., 1951",Nordodiaptomus alaskaensis,Nordodiaptomus alaskaensis,Nordodiaptomus alaskaensis,"Nordodiaptomus alaskaensis Wilson M.S., 1951",1,0
Heliodiaptomus kikuchii,species,Arthropoda,Copepoda,Calanoida,Diaptomidae,Heliodiaptomus,356785,935136,4332333,4676085,Heliodiaptomus kikuchii,accepted,NA,FALSE,NA,"Kiefer, 1932",Heliodiaptomus kikuchii,Heliodiaptomus kikuchii,Heliodiaptomus kikuchii,"Heliodiaptomus kikuchii Kiefer, 1932",1,0
Acartia (Odontacartia) spinicauda,species,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,346060,935254,2114442,122344,Acartia spinicauda,alternate representation,NA,FALSE,sibling_higher,"Giesbrecht, 1889",Acartia (Odontacartia) spinicauda,Acartia spinicauda,Acartia spinicauda,"Acartia spinicauda Giesbrecht, 1889",0,0
Lovenula raynerae,species,Arthropoda,Copepoda,Calanoida,Diaptomidae,Lovenula,845870,935112,7610600,6189576,Lovenula raynerae,accepted,NA,FALSE,NA,"Suárez-Morales, Wasserman & Dalu, 2015",Lovenula raynerae,Lovenula raynerae,Lovenula raynerae,"Lovenula raynerae Suárez-Morales, Wasserman & Dalu, 2015",1,0
Pleuromamma abdominalis abdominalis,species,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,596242,152211,2114829,951693,Pleuromamma abdominalis,alternate representation,NA,FALSE,NA,"(Lubbock, 1856)",Pleuromamma abdominalis abdominalis,Pleuromamma abdominalis,Pleuromamma abdominalis,"Pleuromamma abdominalis (Lubbock, 1856)",0,0
Mazepovacandona orbiculata,species,Arthropoda,Ostracoda,Podocopida,Candonidae,Candona,1542493,936290,10805114,7122831,Candona orbiculata,unaccepted,NA,FALSE,sibling_higher,"(Mazepova, 1990)",Mazepovacandona orbiculata,Candona orbiculata,Candona orbiculata,"Candona orbiculata Mazepova, 1990",0,0
Neodiaptomus schmackeri,species,Arthropoda,Copepoda,Calanoida,Diaptomidae,Neodiaptomus,353737,656292,4332188,757822,Neodiaptomus schmackeri,accepted,NA,FALSE,NA,"(Poppe & Richard, 1892)",Neodiaptomus schmackeri,Neodiaptomus schmackeri,Neodiaptomus schmackeri,"Neodiaptomus schmackeri (Poppe & Richard, 1892)",1,0
Acartia (Acartiura) clausi,species,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,149755,799584,11401669,1057154,Acartia clausii,alternate representation,Spelling variation,FALSE,sibling_higher,"Giesbrecht, 1889",Acartia (Acartiura) clausi,Acartia clausii,Acartia clausii,"Acartia clausii Giesbrecht, 1889",0,0
Anomalocera patersonii,species,Arthropoda,Copepoda,Calanoida,Pontellidae,Anomalocera,364368,607191,5720224,198611,Anomalocera patersoni,unaccepted,NA,FALSE,NA,"Templeton, 1837",Anomalocera patersonii,Anomalocera patersoni,Anomalocera patersoni,"Anomalocera patersoni Templeton, 1837",0,0
Metadiaptomus asiaticus,species,Arthropoda,Copepoda,Calanoida,Diaptomidae,Metadiaptomus,359372,935168,4332304,4675933,Metadiaptomus asiaticus,accepted,NA,FALSE,NA,"(Uljanin, 1875)",Metadiaptomus asiaticus,Metadiaptomus asiaticus,Metadiaptomus asiaticus,"Metadiaptomus asiaticus (Uljanin, 1875)",1,0
Troglocaris planinensis,species,Arthropoda,Malacostraca,Decapoda,Atyidae,Troglocaris,1261965,105157,4417559,755817,Troglocaris planinensis,accepted,NA,FALSE,NA,"Birstein, 1948",Troglocaris planinensis,Troglocaris planinensis,Troglocaris planinensis,"Troglocaris planinensis Birstein, 1948",1,0
Cletocamptus deitersi,species,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Cletocamptus,350211,12433,2112642,41175,Cletocamptus deitersi,taxon inquirendum,NA,FALSE,NA,"(Richard, 1897)",Cletocamptus deitersi,Cletocamptus deitersi,Cletocamptus deitersi,"Cletocamptus deitersi (Richard, 1897)",0,0
Cletocamptoides helobius,species,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Cletocamptus,1556615,32666,2112648,41178,Cletocamptus helobius,unaccepted,Removed from Cletocamptus to Cletocamptoides by Gómez & Yáñez-Rivera (2022),FALSE,NA,"(Fleeger, 1980)",Cletocamptoides helobius,Cletocamptus helobius,Cletocamptus helobius,"Cletocamptus helobius Fleeger, 1980",0,0
Calanus australis australis,species,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,716449,31236,5720019,234328,Calanus australis,alternate representation,NA,FALSE,NA,"Brodsky, 1959",Calanus australis australis,Calanus australis,Calanus australis,Calanus australis,0,0
Tortanus (Atortus) erabuensis,species,Arthropoda,Copepoda,Calanoida,Tortanidae,Tortanus,720420,28709,4333898,851334,Tortanus erabuensis,alternate representation,NA,FALSE,sibling_higher,"Ohtsuka, Fukuura & Go, 1987",Tortanus (Atortus) erabuensis,Tortanus erabuensis,Tortanus erabuensis,"Tortanus erabuensis Ohtsuka, Fukuura & Go, 1987",0,0
Tortanus (Atortus) ryukyuensis,species,Arthropoda,Copepoda,Calanoida,Tortanidae,Tortanus,720428,28708,4333900,851335,Tortanus ryukyuensis,alternate representation,NA,FALSE,sibling_higher,"Ohtsuka & Kimoto, 1989",Tortanus (Atortus) ryukyuensis,Tortanus ryukyuensis,Tortanus ryukyuensis,"Tortanus ryukyuensis Ohtsuka & Kimoto, 1989",0,0
Clausocalanus arcuicornis arcuicornis,species,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,1461626,32103,2114928,757627,Clausocalanus arcuicornis,alternate representation,NA,FALSE,NA,"(Dana, 1849)",Clausocalanus arcuicornis arcuicornis,Clausocalanus arcuicornis,Clausocalanus arcuicornis,"Clausocalanus arcuicornis (Dana, 1849)",0,0
Smilium spinosa,species,Arthropoda,Thecostraca,Calanticomorpha,Calanticidae,Calantica,733404,28486,5815324,437066,Calantica spinosa,unaccepted,generic reassignment,FALSE,NA,"(Quoy & Gaimard, 1834)",Smilium spinosa,Calantica spinosa,Calantica spinosa,"Calantica spinosa (Quoy & Gaimard, 1834)",0,0
Pleuromamma gracilis gracilis,species,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,1436445,315369,2114831,1076910,Pleuromamma gracilis,alternate representation,NA,FALSE,NA,"Claus, 1863",Pleuromamma gracilis gracilis,Pleuromamma gracilis,Pleuromamma gracilis,"Pleuromamma gracilis Claus, 1863",0,0
Acartia (Acartiura) jilletti,species,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,346036,648936,4333252,2956291,Acartia jilletti,alternate representation,NA,FALSE,sibling_higher,"Bradford, 1976",Acartia (Acartiura) jilletti,Acartia jilletti,Acartia jilletti,"Acartia jilletti Bradford, 1976",0,0
Eudiaptomus gracilis gracilis,species,Arthropoda,Copepoda,Calanoida,Diaptomidae,Eudiaptomus,1482577,593085,5166383,341023,Eudiaptomus gracilis,alternate representation,NA,FALSE,NA,"(Sars G.O., 1863)",Eudiaptomus gracilis gracilis,Eudiaptomus gracilis,Eudiaptomus gracilis,Eudiaptomus gracilis,1,0
Acartia (Acanthacartia) tsuensis,species,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,345955,655752,4333210,2956305,Acartia tsuensis,alternate representation,NA,FALSE,sibling_higher,"Ito Tak, 1956",Acartia (Acanthacartia) tsuensis,Acartia tsuensis,Acartia tsuensis,"Acartia tsuensis Ito Tak, 1956",0,0
Tortanus (Atortus) insularis,species,Arthropoda,Copepoda,Calanoida,Tortanidae,Tortanus,720584,654539,4333917,2955364,Tortanus insularis,alternate representation,NA,FALSE,sibling_higher,"Ohtsuka & Conway, 2003",Tortanus (Atortus) insularis,Tortanus insularis,Tortanus insularis,"Tortanus insularis Ohtsuka & Conway, 2003",0,0
Macrocyclops distinctus,species,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Macrocyclops,356913,652134,2117020,2946892,Macrocyclops distinctus,accepted,NA,FALSE,NA,"(Richard, 1887)",Macrocyclops distinctus,Macrocyclops distinctus,Macrocyclops distinctus,"Macrocyclops distinctus (Richard, 1887)",1,0
Thermocyclops crassus crassus,species,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Thermocyclops,1363400,355445,2117025,916878,Thermocyclops crassus,unaccepted,NA,FALSE,NA,"(Fischer, 1853)",Thermocyclops crassus crassus,Thermocyclops crassus,Thermocyclops crassus,"Thermocyclops crassus (Fischer, 1853)",1,0
Thermocyclops oithonoides,species,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Thermocyclops,149779,654440,4325908,2947030,Thermocyclops oithonoides,accepted,NA,FALSE,NA,"(Sars G.O., 1863)",Thermocyclops oithonoides,Thermocyclops oithonoides,Thermocyclops oithonoides,"Thermocyclops oithonoides (Sars G.O., 1863)",1,0
Neolepas scotiaensis,species,Arthropoda,Thecostraca,Scalpellomorpha,Neolepadidae,Vulcanolepas,1459130,657517,8121190,5810130,Vulcanolepas scotiaensis,unaccepted,"Watanabe et al. (2018) based on molecular evidence and morphology of mandible, change Vulcanolepas scotiaensis to Neolepas scotiaensis",FALSE,NA,"(Buckeridge, Linse & Jackson, 2013)",Neolepas scotiaensis,Vulcanolepas scotiaensis,Vulcanolepas scotiaensis,"Vulcanolepas scotiaensis Buckeridge, Linse & Jackson, 2013",0,0
Argulus indicus,species,Arthropoda,Ichthyostraca,Arguloida,Argulidae,Argulus,357207,649423,4316789,2943056,Argulus indicus,accepted,NA,FALSE,NA,"Weber, 1892",Argulus indicus,Argulus indicus,Argulus indicus,"Argulus indicus Weber, 1892",1,0
Argulus siamensis,species,Arthropoda,Ichthyostraca,Arguloida,Argulidae,Argulus,357260,649425,4316802,108620,Argulus siamensis,accepted,NA,FALSE,NA,"Wilson C.B., 1926",Argulus siamensis,Argulus siamensis,Argulus siamensis,"Argulus siamensis Wilson C.B., 1926",1,0
Stomatolepas elegans,species,Arthropoda,Thecostraca,Balanomorpha,Coronulidae,Stomatolepas,106239,657400,7009072,874467,Stomatolepas praegustator,unaccepted,"synonym according to Foster, 1978",FALSE,NA,"(Costa, 1838)",Stomatolepas elegans,Stomatolepas praegustator,Stomatolepas praegustator,"Stomatolepas praegustator Pilsbry, 1916",0,0
Sagum lativentris,species,Arthropoda,Copepoda,Siphonostomatoida,Lernanthropidae,Lernanthropus,477185,682891,4328570,2945193,Lernanthropus lativentris,unaccepted,generic transfer,FALSE,NA,"(Heller, 1865)",Sagum lativentris,Lernanthropus lativentris,Lernanthropus lativentris,"Lernanthropus lativentris Heller, 1865",0,0
Tetraclita squamosa,species,Arthropoda,Thecostraca,Balanomorpha,Tetraclitidae,Tetraclita,208890,683361,9068799,5791926,Tetraclita milleporosa,unaccepted,NA,FALSE,NA,"(Bruguière, 1789)",Tetraclita squamosa,Tetraclita milleporosa,Tetraclita milleporosa,"Tetraclita milleporosa Pilsbry, 1916",0,0
Acartia (Odontacartia) bispinosa,species,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,346051,683504,4333233,2956322,Acartia bispinosa,alternate representation,NA,FALSE,sibling_higher,"Carl, 1907",Acartia (Odontacartia) bispinosa,Acartia bispinosa,Acartia bispinosa,"Acartia bispinosa Carl, 1907",0,0
