"","ncbi_sp","original_aphiaid","worms_match","status","ncbi_uid","worms_sciname","worms_aphiaid","unacceptreason","rank","valid_authority","class","order","family","genus","freshwater_only","terrestrial_only","found_taxa"
"1601","Phoxinus",154325,"Phoxinus","accepted","1913171","Phoxinus",154325,NA,"genus","Rafinesque, 1820","Teleostei","Cypriniformes","Cyprinidae","Phoxinus","0","0","Phoxinus"
"1602","Rhynchocypris lagowskii",1026870,"Rhynchocypris lagowskii","accepted","219677","Rhynchocypris lagowskii",1026870,NA,"species","(Dybowski, 1869)","Teleostei","Cypriniformes","Cyprinidae","Rhynchocypris","1","0","Rhynchocypris lagowskii"
"1603","Rhynchocypris lagowskii",1026870,"Rhynchocypris lagowskii","accepted","1347769","Rhynchocypris lagowskii",1026870,NA,"species","(Dybowski, 1869)","Teleostei","Cypriniformes","Cyprinidae","Rhynchocypris","1","0","Rhynchocypris lagowskii"
"1604","Pseudorasbora pumila pumila",1627442,"Pseudorasbora pumila pumila","unaccepted","462890","Pseudorasbora pumila",1015864,"senior synonym","subspecies","Miyadi, 1930","Teleostei","Cypriniformes","Cyprinidae","Pseudorasbora","1","0","Pseudorasbora pumila"
"1605","Acheilognathus typus",1021108,"Acheilognathus typus","accepted","80789","Acheilognathus typus",1021108,NA,"species","(Bleeker, 1863)","Teleostei","Cypriniformes","Cyprinidae","Acheilognathus","1","0","Acheilognathus typus"
"1606","Gambusia affinis",159325,"Gambusia affinis","accepted","33528","Gambusia affinis",159325,NA,"species","(Baird & Girard, 1853)","Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","0","0","Gambusia affinis"
"1607","Acheilognathus tabira nakamurae",1592606,"Acheilognathus tabira nakamurae","unaccepted","481691","Acheilognathus tabira",1017240,NA,"subspecies","Jordan & Thompson, 1914","Teleostei","Cypriniformes","Cyprinidae","Acheilognathus","0","0","Acheilognathus tabira"
"1608","Thyrsitoides marleyi",219698,"Thyrsitoides marleyi","accepted","1219347","Thyrsitoides marleyi",219698,NA,"species","Fowler, 1929","Teleostei","Scombriformes","Gempylidae","Thyrsitoides","0","0","Thyrsitoides marleyi"
"1609","Squalus japonicus",271661,"Squalus japonicus","accepted","42864","Squalus japonicus",271661,NA,"species","Ishikawa, 1908","Elasmobranchii","Squaliformes","Squalidae","Squalus","0","0","Squalus japonicus"
"1610","Hemitriakis japanica",281042,"Hemitriakis japanica","accepted","376633","Hemitriakis japanica",281042,NA,"species","(Müller & Henle, 1839)","Elasmobranchii","Carcharhiniformes","Triakidae","Hemitriakis","0","0","Hemitriakis japanica"
"1611","Brachirus harmandi",279963,"Brachirus harmandi","accepted","1913188","Brachirus harmandi",279963,NA,"species","(Sauvage, 1878)","Teleostei","Pleuronectiformes","Soleidae","Brachirus","0","0","Brachirus harmandi"
"1612","Achiroides leucorhynchos",279488,"Achiroides leucorhynchos","accepted","366938","Achiroides leucorhynchos",279488,NA,"species","Bleeker, 1851","Teleostei","Pleuronectiformes","Soleidae","Achiroides","0","0","Achiroides leucorhynchos"
"1613","Cubiceps",126037,"Cubiceps","accepted","1913156","Cubiceps",126037,NA,"genus","Lowe, 1843","Teleostei","Scombriformes","Nomeidae","Cubiceps","0","0","Cubiceps"
"1614","Scomber australasicus",219715,"Scomber australasicus","accepted","29150","Scomber australasicus",219715,NA,"species","Cuvier, 1832","Teleostei","Scombriformes","Scombridae","Scomber","0","0","Scomber australasicus"
"1615","Cryptocentrus pavoninoides",278341,"Cryptocentrus pavoninoides","accepted","586811","Cryptocentrus pavoninoides",278341,NA,"species","(Bleeker, 1849)","Teleostei","Gobiiformes","Gobiidae","Cryptocentrus","0","0","Cryptocentrus pavoninoides"
"1616","Meiacanthus smithi",219308,"Meiacanthus smithi","accepted","152545","Meiacanthus smithi",219308,NA,"species","Klausewitz, 1962","Teleostei","Blenniiformes","Blenniidae","Meiacanthus","0","0","Meiacanthus smithi"
"1617","Davidijordania poecilimon",280494,"Davidijordania poecilimon","accepted","1358731","Davidijordania poecilimon",280494,NA,"species","(Jordan & Fowler, 1902)","Teleostei","Perciformes","Zoarcidae","Davidijordania","0","0","Davidijordania poecilimon"
"1618","Owstonia totomiensis",278556,"Owstonia totomiensis","accepted","1913193","Owstonia totomiensis",278556,NA,"species","Tanaka, 1908","Teleostei","Eupercaria incertae sedis","Cepolidae","Owstonia","0","0","Owstonia totomiensis"
"1619","Bathyclupea argentea",159596,"Bathyclupea argentea","unaccepted","1913151","Neobathyclupea argentea",1526187,NA,"species","(Goode & Bean, 1896)","Teleostei","Acropomatiformes","Bathyclupeidae","Bathyclupea","0","0","Neobathyclupea argentea"
"1620","Bathyclupea argentea",159596,"Bathyclupea argentea","unaccepted","463603","Neobathyclupea argentea",1526187,NA,"species","(Goode & Bean, 1896)","Teleostei","Acropomatiformes","Bathyclupeidae","Bathyclupea","0","0","Neobathyclupea argentea"
"1621","Brama dussumieri",221416,"Brama dussumieri","accepted","1412984","Brama dussumieri",221416,NA,"species","Cuvier, 1831","Teleostei","Scombriformes","Bramidae","Brama","0","0","Brama dussumieri"
"1622","Ereunias grallator",280697,"Ereunias grallator","accepted","1913162","Ereunias grallator",280697,NA,"species","Jordan & Snyder, 1901","Teleostei","Perciformes","Ereuniidae","Ereunias","0","0","Ereunias grallator"
"1623","Ereunias grallator",280697,"Ereunias grallator","accepted","1633498","Ereunias grallator",280697,NA,"species","Jordan & Snyder, 1901","Teleostei","Perciformes","Ereuniidae","Ereunias","0","0","Ereunias grallator"
"1624","Hoplichthys gilberti",278227,"Hoplichthys gilberti","accepted","1913166","Hoplichthys gilberti",278227,NA,"species","Jordan & Richardson, 1908","Teleostei","Perciformes","Hoplichthyidae","Hoplichthys","0","0","Hoplichthys gilberti"
"1625","Hoplichthys gilberti",278227,"Hoplichthys gilberti","accepted","270558","Hoplichthys gilberti",278227,NA,"species","Jordan & Richardson, 1908","Teleostei","Perciformes","Hoplichthyidae","Hoplichthys","0","0","Hoplichthys gilberti"
"1626","Suggrundus meerdervoortii",277605,"Suggrundus meerdervoortii","accepted","1188040","Suggrundus meerdervoortii",277605,NA,"species","(Bleeker, 1860)","Teleostei","Perciformes","Platycephalidae","Suggrundus","0","0","Suggrundus meerdervoortii"
"1627","Scalicus amiscus",1018635,"Scalicus amiscus","accepted","181455","Scalicus amiscus",1018635,NA,"species","(Jordan & Starks, 1904)","Teleostei","Perciformes","Peristediidae","Scalicus","0","0","Scalicus amiscus"
"1628","Lepidotrigla guentheri",274892,"Lepidotrigla guentheri","accepted","1609324","Lepidotrigla guentheri",274892,NA,"species","Hilgendorf, 1879","Teleostei","Perciformes","Triglidae","Lepidotrigla","0","0","Lepidotrigla guentheri"
"1629","Macroramphosus sagifue",1495443,"Macroramphosus sagifue","accepted","1913191","Macroramphosus sagifue",1495443,NA,"species","Jordan & Starks, 1902","Teleostei","Syngnathiformes","Centriscidae","Macroramphosus","0","0","Macroramphosus sagifue"
"1630","Hippichthys cyanospilos",218017,"Hippichthys cyanospilos","accepted","670488","Hippichthys cyanospilos",218017,NA,"species","(Bleeker, 1854)","Teleostei","Syngnathiformes","Syngnathidae","Hippichthys","0","0","Hippichthys cyanospilos"
"1631","Pungitius",125776,"Pungitius","accepted","1913176","Pungitius",125776,NA,"genus","Coste, 1848","Teleostei","Perciformes","Gasterosteidae","Pungitius","0","0","Pungitius"
"1632","Gasterosteus aculeatus",126505,"Gasterosteus aculeatus","accepted","69293","Gasterosteus aculeatus",126505,NA,"species","Linnaeus, 1758","Teleostei","Perciformes","Gasterosteidae","Gasterosteus","0","0","Gasterosteus aculeatus"
"1633","Hoplobrotula armata",277593,"Hoplobrotula armata","accepted","1604580","Hoplobrotula armata",277593,NA,"species","(Temminck & Schlegel, 1846)","Teleostei","Ophidiiformes","Ophidiidae","Hoplobrotula","0","0","Hoplobrotula armata"
"1634","Coelorinchus japonicus",280292,"Coelorinchus japonicus","accepted","390689","Coelorinchus japonicus",280292,NA,"species","(Temminck & Schlegel, 1846)","Teleostei","Gadiformes","Macrouridae","Coelorinchus","0","0","Coelorinchus japonicus"
"1635","Zu cristatus",126529,"Zu cristatus","accepted","143325","Zu cristatus",126529,NA,"species","(Bonelli, 1819)","Teleostei","Lampriformes","Trachipteridae","Zu","0","0","Zu cristatus"
"1636","Benthosema suborbitale",126581,"Benthosema suborbitale","accepted","123335","Benthosema suborbitale",126581,NA,"species","(Gilbert, 1913)","Teleostei","Myctophiformes","Myctophidae","Benthosema","0","0","Benthosema suborbitale"
"1637","Diaphus gigas",272672,"Diaphus gigas","accepted","292501","Diaphus gigas",272672,NA,"species","Gilbert, 1913","Teleostei","Myctophiformes","Myctophidae","Diaphus","0","0","Diaphus gigas"
"1638","Nannobrachium fernae",275861,"Nannobrachium fernae","unaccepted","1519990","Lampanyctus fernae",301517,NA,"species","Wisner, 1971","Teleostei","Myctophiformes","Myctophidae","Nannobrachium","0","0","Lampanyctus fernae"
"1639","Cobitis magnostriata",1007607,"Cobitis magnostriata","accepted","1756093","Cobitis magnostriata",1007607,NA,"species","Nakajima, 2012","Teleostei","Cypriniformes","Cobitidae","Cobitis","1","0","Cobitis magnostriata"
"1640","Rasbora rubrodorsalis",1010572,"Rasbora rubrodorsalis","accepted","451693","Rasbora rubrodorsalis",1010572,NA,"species","Donoso-Büchner & Schmidt, 1997","Teleostei","Cypriniformes","Cyprinidae","Rasbora","1","0","Rasbora rubrodorsalis"
"1641","Kottelatia brittani",1012815,"Kottelatia brittani","accepted","1913197","Kottelatia brittani",1012815,NA,"species","(Axelrod, 1976)","Teleostei","Cypriniformes","Cyprinidae","Kottelatia","1","0","Kottelatia brittani"
"1642","Parachela oxygastroides",1026711,"Parachela oxygastroides","accepted","857645","Parachela oxygastroides",1026711,NA,"species","(Bleeker, 1852)","Teleostei","Cypriniformes","Cyprinidae","Parachela","1","0","Parachela oxygastroides"
"1643","Danio roseus",1010148,"Danio roseus","accepted","451681","Danio roseus",1010148,NA,"species","Fang & Kottelat, 2000","Teleostei","Cypriniformes","Cyprinidae","Danio","1","0","Danio roseus"
"1644","Danio nigrofasciatus",1017715,"Danio nigrofasciatus","accepted","144739","Danio nigrofasciatus",1017715,NA,"species","(Day, 1870)","Teleostei","Cypriniformes","Cyprinidae","Danio","1","0","Danio nigrofasciatus"
"1645","Danio albolineatus",1013988,"Danio albolineatus","accepted","27699","Danio albolineatus",1013988,NA,"species","(Blyth, 1860)","Teleostei","Cypriniformes","Cyprinidae","Danio","1","0","Danio albolineatus"
"1646","Danio albolineatus",1013988,"Danio albolineatus","accepted","46783","Danio albolineatus",1013988,NA,"species","(Blyth, 1860)","Teleostei","Cypriniformes","Cyprinidae","Danio","1","0","Danio albolineatus"
"1647","Boraras urophthalmoides",1011344,"Boraras urophthalmoides","accepted","451678","Boraras urophthalmoides",1011344,NA,"species","(Kottelat, 1991)","Teleostei","Cypriniformes","Cyprinidae","Boraras","1","0","Boraras urophthalmoides"
"1648","Boraras",268560,"Boraras","accepted","1913152","Boraras",268560,NA,"genus","Kottelat & Vidthayanon, 1993","Teleostei","Cypriniformes","Cyprinidae","Boraras","1","0","Boraras"
"1649","Barilius barila",1026471,"Barilius barila","accepted","857616","Barilius barila",1026471,NA,"species","(Hamilton, 1822)","Teleostei","Cypriniformes","Cyprinidae","Barilius","1","0","Barilius barila"
"1650","Barilius barila",1026471,"Barilius barila","accepted","198510","Barilius barila",1026471,NA,"species","(Hamilton, 1822)","Teleostei","Cypriniformes","Cyprinidae","Barilius","1","0","Barilius barila"
"1651","Opsarius ornatus",1533456,"Opsarius ornatus","accepted","1913192","Opsarius ornatus",1533456,NA,"species","(Sauvage, 1883)","Teleostei","Cypriniformes","Cyprinidae","Opsarius","1","0","Opsarius ornatus"
"1652","Barilius bakeri",1020926,"Barilius bakeri","unaccepted","857702","Opsarius bakeri",1605364,NA,"species","(Day, 1865)","Teleostei","Cypriniformes","Cyprinidae","Barilius","1","0","Opsarius bakeri"
"1653","Barilius bakeri",1020926,"Barilius bakeri","unaccepted","1913147","Opsarius bakeri",1605364,NA,"species","(Day, 1865)","Teleostei","Cypriniformes","Cyprinidae","Barilius","1","0","Opsarius bakeri"
"1654","Amblypharyngodon mola",1012854,"Amblypharyngodon mola","accepted","857615","Amblypharyngodon mola",1012854,NA,"species","(Hamilton, 1822)","Teleostei","Cypriniformes","Cyprinidae","Amblypharyngodon","1","0","Amblypharyngodon mola"
"1655","Devario devario",1026569,"Devario devario","accepted","46781","Devario devario",1026569,NA,"species","(Hamilton, 1822)","Teleostei","Cypriniformes","Cyprinidae","Devario","1","0","Devario devario"
"1656","Danio",268949,"Danio","accepted","1913157","Danio",268949,NA,"genus","Hamilton, 1822","Teleostei","Cypriniformes","Cyprinidae","Danio","1","0","Danio"
"1657","Danio feegradei",1015030,"Danio feegradei","accepted","437330","Danio feegradei",1015030,NA,"species","Hora, 1937","Teleostei","Cypriniformes","Cyprinidae","Danio","1","0","Danio feegradei"
"1658","Danio rerio",1026595,"Danio rerio","accepted","7955","Danio rerio",1026595,NA,"species","(Hamilton, 1822)","Teleostei","Cypriniformes","Cyprinidae","Danio","1","0","Danio rerio"
"1659","Rasbora kalochroma",1021782,"Rasbora kalochroma","accepted","432399","Rasbora kalochroma",1021782,NA,"species","(Bleeker, 1851)","Teleostei","Cypriniformes","Cyprinidae","Rasbora","1","0","Rasbora kalochroma"
"1660","Rasbora bunguranensis",1524987,"Rasbora bunguranensis","accepted","1913194","Rasbora bunguranensis",1524987,NA,"species","Brittan, 1951","Teleostei","Cypriniformes","Cyprinidae","Rasbora","1","0","Rasbora bunguranensis"
"1661","Boraras brigittae",1524293,"Boraras brigittae","accepted","451675","Boraras brigittae",1524293,NA,"species","(Vogt, 1978)","Teleostei","Cypriniformes","Cyprinidae","Boraras","1","0","Boraras brigittae"
"1662","Devario",268978,"Devario","accepted","1913160","Devario",268978,NA,"genus","Heckel, 1843","Teleostei","Cypriniformes","Cyprinidae","Devario","1","0","Devario"
"1663","Devario",268978,"Devario","accepted","2768199","Devario",268978,NA,"genus","Heckel, 1843","Teleostei","Cypriniformes","Cyprinidae","Devario","1","0","Devario"
"1664","Barilius",268495,"Barilius","accepted","1913150","Barilius",268495,NA,"genus","Hamilton, 1822","Teleostei","Cypriniformes","Cyprinidae","Barilius","1","0","Barilius"
"1665","Barilius",268495,"Barilius","accepted","1913149","Barilius",268495,NA,"genus","Hamilton, 1822","Teleostei","Cypriniformes","Cyprinidae","Barilius","1","0","Barilius"
"1666","Danio aesculapii",1008242,"Danio aesculapii","accepted","1142201","Danio aesculapii",1008242,NA,"species","Kullander & Fang, 2009","Teleostei","Cypriniformes","Cyprinidae","Danio","1","0","Danio aesculapii"
"1667","Trigonostigma hengeli",1014010,"Trigonostigma hengeli","accepted","451695","Trigonostigma hengeli",1014010,NA,"species","(Meinken, 1956)","Teleostei","Cypriniformes","Cyprinidae","Trigonostigma","1","0","Trigonostigma hengeli"
"1668","Devario malabaricus",1020935,"Devario malabaricus","accepted","1913158","Devario malabaricus",1020935,NA,"species","(Jerdon, 1849)","Teleostei","Cypriniformes","Cyprinidae","Devario","1","0","Devario malabaricus"
"1669","Devario malabaricus",1020935,"Devario malabaricus","accepted","46780","Devario malabaricus",1020935,NA,"species","(Jerdon, 1849)","Teleostei","Cypriniformes","Cyprinidae","Devario","1","0","Devario malabaricus"
"1670","Devario regina",1015564,"Devario regina","accepted","1913159","Devario regina",1015564,NA,"species","(Fowler, 1934)","Teleostei","Cypriniformes","Cyprinidae","Devario","1","0","Devario regina"
"1671","Devario regina",1015564,"Devario regina","accepted","432392","Devario regina",1015564,NA,"species","(Fowler, 1934)","Teleostei","Cypriniformes","Cyprinidae","Devario","1","0","Devario regina"
"1672","Leuciscus leuciscus",154599,"Leuciscus leuciscus","accepted","58325","Leuciscus leuciscus",154599,NA,"species","(Linnaeus, 1758)","Teleostei","Cypriniformes","Cyprinidae","Leuciscus","0","0","Leuciscus leuciscus"
"1673","Labeo pierrei",1015064,"Labeo pierrei","accepted","643324","Labeo pierrei",1015064,NA,"species","(Sauvage, 1880)","Teleostei","Cypriniformes","Cyprinidae","Labeo","1","0","Labeo pierrei"
"1674","Garra",269185,"Garra","accepted","1913164","Garra",269185,NA,"genus","Hamilton, 1822","Teleostei","Cypriniformes","Cyprinidae","Garra","0","0","Garra"
"1675","Garra",269185,"Garra","accepted","1642154","Garra",269185,NA,"genus","Hamilton, 1822","Teleostei","Cypriniformes","Cyprinidae","Garra","0","0","Garra"
"1676","Garra",269185,"Garra","accepted","1642153","Garra",269185,NA,"genus","Hamilton, 1822","Teleostei","Cypriniformes","Cyprinidae","Garra","0","0","Garra"
"1677","Garra",269185,"Garra","accepted","1642151","Garra",269185,NA,"genus","Hamilton, 1822","Teleostei","Cypriniformes","Cyprinidae","Garra","0","0","Garra"
"1678","Garra",269185,"Garra","accepted","1642150","Garra",269185,NA,"genus","Hamilton, 1822","Teleostei","Cypriniformes","Cyprinidae","Garra","0","0","Garra"
"1679","Garra",269185,"Garra","accepted","1642149","Garra",269185,NA,"genus","Hamilton, 1822","Teleostei","Cypriniformes","Cyprinidae","Garra","0","0","Garra"
"1680","Garra",269185,"Garra","accepted","1642122","Garra",269185,NA,"genus","Hamilton, 1822","Teleostei","Cypriniformes","Cyprinidae","Garra","0","0","Garra"
"1681","Garra",269185,"Garra","accepted","1609294","Garra",269185,NA,"genus","Hamilton, 1822","Teleostei","Cypriniformes","Cyprinidae","Garra","0","0","Garra"
"1682","Garra",269185,"Garra","accepted","2768183","Garra",269185,NA,"genus","Hamilton, 1822","Teleostei","Cypriniformes","Cyprinidae","Garra","0","0","Garra"
"1683","Osteochilus microcephalus",1021558,"Osteochilus microcephalus","accepted","699564","Osteochilus microcephalus",1021558,NA,"species","(Valenciennes, 1842)","Teleostei","Cypriniformes","Cyprinidae","Osteochilus","1","0","Osteochilus microcephalus"
