"","oid","typ","cid","tna","rnk","tid","mna","mra","mid","oei","eag","lag","rid","lng","lat","gnl","gnn","fml","fmn","odl","odn","cll","cln","phl","phn","cc2","sta","cny","gsc","eag.1","lag.1","cxi","ein","lin","idt","rst","ids","rss","oli","eid","rsf","late_age","early_age","taxon_name","range"
"308",1496590,"occ",91606,"Sanguinolaria townsendensis",3,401480,"Nuttallia townsendensis",3,421289,"Priabonian",38,33.9,"65963;65963",-122.833336,48,"Nuttallia",17988,"Psammobiidae",61938,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Jefferson","outcrop",38,33.9,106,106,106,"Sanguinolaria",NA,"townsendensis",NA,NA,NA,NA,33.9,38,"Sanguinolaria townsendensis",4.1
"309",1496593,"occ",91606,"Tellina pittsburgensis",3,401472,"Tellina pittsburgensis",3,401472,"Priabonian",38,33.9,"65963;65963",-122.833336,48,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Jefferson","outcrop",38,33.9,106,106,106,"Tellina",NA,"pittsburgensis",NA,NA,NA,NA,33.9,38,"Tellina pittsburgensis",4.1
"310",1496595,"occ",91606,"Tellina woodmanensis n. sp.",3,401473,"Tellina woodmanensis",3,401473,"Priabonian",38,33.9,"65963;65963",-122.833336,48,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Jefferson","outcrop",38,33.9,106,106,106,"Tellina",NA,"woodmanensis","n. sp.",NA,NA,NA,33.9,38,"Tellina woodmanensis n. sp.",4.1
"311",1496596,"occ",91606,"Volsella porterensis",3,401416,"Modiolus porterensis",3,401415,"Priabonian",38,33.9,"65963;65963",-122.833336,48,"Modiolus",77219,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Jefferson","outcrop",38,33.9,106,106,106,"Volsella",NA,"porterensis",NA,NA,NA,NA,33.9,38,"Volsella porterensis",4.1
"312",1496597,"occ",91606,"Volsella trinominata cf.",3,401418,"Modiolus trinominata",3,401417,"Priabonian",38,33.9,"65963;65963",-122.833336,48,"Modiolus",77219,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Jefferson","outcrop",38,33.9,106,106,106,"Volsella",NA,"trinominata","cf.",NA,NA,NA,33.9,38,"Volsella trinominata cf.",4.1
"313",1496692,"occ",208143,"Volsella trinominata cf.",3,401418,"Modiolus trinominata",3,401417,"Oligocene",33.9,23.03,"65963;65963",-122.682655,47.972034,"Modiolus",77219,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Jefferson",NA,33.9,23.03,36,36,36,"Volsella",NA,"trinominata","cf.",NA,NA,NA,23.03,33.9,"Volsella trinominata cf.",10.87
"314",1496704,"occ",208142,"Sanguinolaria townsendensis",3,401480,"Nuttallia townsendensis",3,421289,"Oligocene",33.9,23.03,"65963;65963",-122.758224,48.031757,"Nuttallia",17988,"Psammobiidae",61938,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Washington",NA,NA,33.9,23.03,36,36,36,"Sanguinolaria",NA,"townsendensis",NA,NA,NA,NA,23.03,33.9,"Sanguinolaria townsendensis",10.87
"315",1496713,"occ",208144,"Sanguinolaria townsendensis",3,401480,"Nuttallia townsendensis",3,421289,"Oligocene",33.9,23.03,"65963;65963",-122.741554,48.048981,"Nuttallia",17988,"Psammobiidae",61938,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Jefferson",NA,33.9,23.03,36,36,36,"Sanguinolaria",NA,"townsendensis",NA,NA,NA,NA,23.03,33.9,"Sanguinolaria townsendensis",10.87
"316",1496715,"occ",208144,"Tellina woodmansensis n. sp.",3,18314,"Tellina",5,18314,"Oligocene",33.9,23.03,"65963;65963",-122.741554,48.048981,"Tellina",18314,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Jefferson",NA,33.9,23.03,36,36,36,"Tellina",NA,"woodmansensis","n. sp.",NA,NA,NA,23.03,33.9,"Tellina woodmansensis n. sp.",10.87
"317",1496800,"occ",180418,"Balanus sp.",5,22127,"Balanus",5,22127,"Rupelian",33.9,28.1,"65963;65963",-122.693001,48.051998,"Balanus",22127,"Balanidae",82260,"Sessilia",133233,"Hexanauplia",424435,"Arthropoda",18891,"US","Washington","Jefferson","outcrop",33.9,28.1,105,105,105,"Balanus",NA,"sp.",NA,NA,NA,NA,28.1,33.9,"Balanus sp.",5.8
"318",1496964,"occ",205215,"Macoma twinensis",3,90161,"Macoma (Macoma) twinensis",3,363030,"Rupelian",33.9,28.1,"65963;65963",-122.336906,47.54826,"Macoma",17852,"Tellinidae",62468,"Cardiida",244360,"Bivalvia",16005,"Mollusca",7805,"US","Washington","King",NA,33.9,28.1,105,105,105,"Macoma",NA,"twinensis",NA,NA,NA,NA,28.1,33.9,"Macoma twinensis",5.8
"319",1497002,"occ",208164,"Mytilus snohomishensis cf.",3,352511,"Mytilus snohomishensis",3,352511,"Oligocene",33.9,23.03,"65963;65963",-123.998383,48.170074,"Mytilus",16392,"Mytilidae",61248,"Mytilida",16334,"Bivalvia",16005,"Mollusca",7805,"US","Washington","Clallam",NA,33.9,23.03,36,36,36,"Mytilus",NA,"snohomishensis","cf.",NA,NA,NA,23.03,33.9,"Mytilus snohomishensis cf.",10.87
