Species,Genus,Subfamily,Family,Order,Class,Phylum,Kingdom,FAO,Status
Pseudoeukrohnia pseudohamata,Pseudoeukrohnia,NA,Eukrohniidae,Phragmophora,Sagittoidea,NA,NA,"Pacific, Northeast",native
Pseudoeukrohnia slabinskii,Pseudoeukrohnia,NA,Eukrohniidae,Phragmophora,Sagittoidea,NA,NA,"Pacific, Northeast",native
Pseudoliomesus ooides,Pseudoliomesus,NA,Buccinidae,Neogastropoda,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Pseudopallene circularis,Pseudopallene,NA,Callipallenidae,Pantopoda,Pycnogonida,Arthropoda,Animalia,"Pacific, Northeast",native
Pseudopolydora paucibranchiata,Pseudopolydora,NA,Spionidae,Spionida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Pseudopythina rugifera,Pseudopythina,NA,Lasaeidae,Galeommatida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Pseudorca crassidens,Pseudorca,NA,Delphinidae,Cetacea,Mammalia,Chordata,Animalia,"Pacific, Northeast",native
Pseudosagitta scrippsae,Pseudosagitta,NA,Sagittidae,Aphragmophora,Sagittoidea,NA,NA,"Pacific, Northeast",native
Pseudostichopus elegans,Pseudostichopus,NA,Synallactidae,Aspidochirotida,Holothuroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Pseudostichopus mollis,Pseudostichopus,NA,Synallactidae,Aspidochirotida,Holothuroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Pseudostichopus tuberosus,Pseudostichopus,NA,Synallactidae,Aspidochirotida,Holothuroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Pseudosuberites montiniger,Pseudosuberites,NA,Suberitidae,Suberitida,Demospongiae,Porifera,Animalia,"Pacific, Northeast",native
Pseudotanais oculatus,Pseudotanais,NA,Pseudotanaidae,Tanaidacea,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Psilaster pectinatus,Psilaster,NA,Astropectinidae,Paxillosida,Asteroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Psolidium bidiscum,Psolidium,NA,Psolidae,Dendrochirotida,Holothuroidea,Echinodermata,Animalia,"Pacific, Northeast","NA"
Psolus chitinoides,Psolus,NA,Psolidae,Dendrochirotida,Holothuroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Psolus fabricii,Psolus,NA,Psolidae,Dendrochirotida,Holothuroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Psolus japonicus,Psolus,NA,Psolidae,Dendrochirotida,Holothuroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Psolus peronii,Psolus,NA,Psolidae,Dendrochirotida,Holothuroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Psolus phantapus,Psolus,NA,Psolidae,Dendrochirotida,Holothuroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Psolus squamatus,Psolus,NA,Psolidae,Dendrochirotida,Holothuroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Pteraster jordani,Pteraster,NA,Pterasteridae,Spinulosida,Asteroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Pteraster marsippus,Pteraster,NA,Pterasteridae,Spinulosida,Asteroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Pteraster militaris,Pteraster,NA,Pterasteridae,Spinulosida,Asteroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Pteraster obscurus,Pteraster,NA,Pterasteridae,Spinulosida,Asteroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Pteraster tesselatus,Pteraster,NA,Pterasteridae,Spinulosida,Asteroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Pteria sterna,Pteria,NA,Pteriidae,Pterioida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Pterocirrus parvoseta,Pterocirrus,NA,Phyllodocidae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Pteroctopus tetracirrhus,Pteroctopus,NA,Octopodidae,Octopoda,Cephalopoda,Mollusca,Animalia,"Pacific, Northeast",native
Pterodroma pycrofti,Pterodroma,NA,Procellariidae,Ciconiiformes,Aves,Chordata,Animalia,"Pacific, Northeast",native
Pterodroma solandri,Pterodroma,NA,Procellariidae,Ciconiiformes,Aves,Chordata,Animalia,"Pacific, Northeast",native
Pterosiphonia bipinnata,Pterosiphonia,NA,Rhodomelaceae,Ceramiales,Florideophyceae,Rhodophyta,Plantae,"Pacific, Northeast",native
Pterosiphonia dendroidea,Pterosiphonia,NA,Rhodomelaceae,Ceramiales,Florideophyceae,Rhodophyta,Plantae,"Pacific, Northeast",native
Pterosiphonia gracilis,Pterosiphonia,NA,Rhodomelaceae,Ceramiales,Florideophyceae,Rhodophyta,Plantae,"Pacific, Northeast",native
Pterygioteuthis gemmata,Pterygioteuthis,NA,Pyroteuthidae,Teuthida,Cephalopoda,Mollusca,Animalia,"Pacific, Northeast",native
Pterygophora californica,Pterygophora,NA,Alariaceae,Laminariales,Phaeophyceae,Ochrophyta,Chromista,"Pacific, Northeast",native
Ptilosarcus gurneyi,Ptilosarcus,NA,Pennatulidae,Pennatulacea,Anthozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Ptilosarcus undulatus,Ptilosarcus,NA,Pennatulidae,Pennatulacea,Anthozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Ptychodactis patula,Ptychodactis,NA,Ptychodactiidae,Actiniaria,Anthozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Ptychogastria polaris,Ptychogastria,NA,Ptychogastriidae,Trachymedusae,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Ptychogena californica,Ptychogena,NA,Laodiceidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Ptychogena lactea,Ptychogena,NA,Laodiceidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Ptychoramphus aleuticus,Ptychoramphus,NA,Alcidae,Charadriiformes,Aves,Chordata,Animalia,"Pacific, Northeast",native
Puffinus bulleri,Puffinus,NA,Procellariidae,Ciconiiformes,Aves,Chordata,Animalia,"Pacific, Northeast",native
Puffinus carneipes,Puffinus,NA,Procellariidae,Ciconiiformes,Aves,Chordata,Animalia,"Pacific, Northeast",native
Puffinus creatopus,Puffinus,NA,Procellariidae,Ciconiiformes,Aves,Chordata,Animalia,"Pacific, Northeast",native
Puffinus griseus,Puffinus,NA,Procellariidae,Ciconiiformes,Aves,Chordata,Animalia,"Pacific, Northeast",native
Puffinus nativitatis,Puffinus,NA,Procellariidae,Ciconiiformes,Aves,Chordata,Animalia,"Pacific, Northeast",native
Puffinus opisthomelas,Puffinus,NA,Procellariidae,Ciconiiformes,Aves,Chordata,Animalia,"Pacific, Northeast",native
Puffinus pacificus,Puffinus,NA,Procellariidae,Ciconiiformes,Aves,Chordata,Animalia,"Pacific, Northeast",native
Puffinus tenuirostris,Puffinus,NA,Procellariidae,Ciconiiformes,Aves,Chordata,Animalia,"Pacific, Northeast",native
Pugettia gracilis,Pugettia,NA,Epialtidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Pugettia producta,Pugettia,NA,Epialtidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Pugettia richii,Pugettia,NA,Epialtidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Pulsellum salishorum,Pulsellum,NA,Pulsellidae,Gadilida,Scaphopoda,Mollusca,Animalia,"Pacific, Northeast",native
Punctaria expansa,Punctaria,NA,Chordariaceae,Ectocarpales,Phaeophyceae,Ochrophyta,Chromista,"Pacific, Northeast",native
Puncturella cooperi,Puncturella,NA,Fissurellidae,Patellogastropoda,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Puncturella galeata,Puncturella,NA,Fissurellidae,Patellogastropoda,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Puncturella noachina,Puncturella,NA,Fissurellidae,Patellogastropoda,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Pusa hispida,Pusa,NA,Phocidae,Carnivora,Mammalia,Chordata,Animalia,"Pacific, Northeast",native
Pycnoclavella stanleyi,Pycnoclavella,NA,Pycnoclavellidae,Enterogona,Ascidiacea,Chordata,Animalia,"Pacific, Northeast",native
Pycnogonum aleuticum,Pycnogonum,NA,Pycnogonidae,Pantopoda,Pycnogonida,Arthropoda,Animalia,"Pacific, Northeast",native
Pycnogonum rickettsi,Pycnogonum,NA,Pycnogonidae,Pantopoda,Pycnogonida,Arthropoda,Animalia,"Pacific, Northeast",native
Pycnophyes sanjuanensis,Pycnophyes,NA,Pycnophyidae,Homalorhagida,Not assigned,NA,NA,"Pacific, Northeast",native
Pycnopodia helianthoides,Pycnopodia,NA,Asteriidae,Forcipulatida,Asteroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Pycnosomia strongylocentroti,Pycnosomia,NA,Phoxichilidiidae,Pantopoda,Pycnogonida,Arthropoda,Animalia,"Pacific, Northeast",native
Pycnotheca mirabilis,Pycnotheca,NA,Kirchenpaueriidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Pyropelta musaica,Pyropelta,NA,Pyropeltidae,Vetigastropoda,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Pyrosoma atlanticum,Pyrosoma,NA,Pyrosomatidae,Pyrosomatida,Thaliacea,Chordata,Animalia,"Pacific, Northeast",native
Pyroteuthis addolux,Pyroteuthis,NA,Pyroteuthidae,Teuthida,Cephalopoda,Mollusca,Animalia,"Pacific, Northeast",native
Pyroteuthis margaritifera,Pyroteuthis,NA,Pyroteuthidae,Teuthida,Cephalopoda,Mollusca,Animalia,"Pacific, Northeast",native
Pyrulofusus deformis,Pyrulofusus,NA,Buccinidae,Neogastropoda,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Pyrulofusus harpa,Pyrulofusus,NA,Buccinidae,Neogastropoda,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Pyrulofusus melonis,Pyrulofusus,NA,Buccinidae,Neogastropoda,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Pyura haustor,Pyura,NA,Pyuridae,Pleurogona,Ascidiacea,Chordata,Animalia,"Pacific, Northeast",native
Pyura mirabilis,Pyura,NA,Pyuridae,Pleurogona,Ascidiacea,Chordata,Animalia,"Pacific, Northeast",native
Quasicorambe pacifica,Quasicorambe,NA,Corambidae,Nudibranchia,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Questa caudicirra,Questa,NA,Questidae,Not assigned,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Racovitzanus antarcticus,Racovitzanus,NA,Scolecitrichidae,Calanoida,Hexanauplia,NA,NA,"Pacific, Northeast",native
Ralfsia fungiformis,Ralfsia,NA,Ralfsiaceae,Ectocarpales,Phaeophyceae,Ochrophyta,Chromista,"Pacific, Northeast",native
Ramellogammarus vancouverensis,Ramellogammarus,NA,Anisogammaridae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Ramosia vitiazi,Ramosia,NA,Apolemidae,Siphonophorae,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Raphidophallus actuosus,Raphidophallus,NA,Isodiametridae,Acoela,Turbellaria,Platyhelminthes,Animalia,"Pacific, Northeast",native
Rathbunaster californicus,Rathbunaster,NA,Asteriidae,Forcipulatida,Asteroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Rathkea octopunctata,Rathkea,NA,Rathkeidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Regadrella okinoseana,Regadrella,NA,Euplectellidae,Lyssacinosida,Hexactinellida,Porifera,Animalia,"Pacific, Northeast",native
Reginella furcata,Reginella,NA,Cribrilinidae,Cheilostomatida,Gymnolaemata,Ectoprocta,Animalia,"Pacific, Northeast",native
Renilla koellikeri,Renilla,NA,Renillidae,Pennatulacea,Anthozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Retiometra alascana,Retiometra,NA,Antedonidae,Comatulida,Crinoidea,Echinodermata,Animalia,"Pacific, Northeast",native
Retusa montereyensis,Retusa,NA,Retusidae,Cephalaspidea,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Retusa obtusa,Retusa,NA,Retusidae,Cephalaspidea,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Retusa semen,Retusa,NA,Retusidae,Cephalaspidea,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Retusa xystrum,Retusa,NA,Retusidae,Cephalaspidea,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Rhabdocalyptus australis,Rhabdocalyptus,NA,Rossellidae,Lyssacinosida,Hexactinellida,Porifera,Animalia,"Pacific, Northeast",native
Rhabdocalyptus dawsoni,Rhabdocalyptus,NA,Rossellidae,Lyssacinosida,Hexactinellida,Porifera,Animalia,"Pacific, Northeast",native
Rhabdopleura annulata,Rhabdopleura,NA,Rhabdopleuridae,Not assigned,Pterobranchia,Hemichordata,Animalia,"Pacific, Northeast",native
Rhabdus dalli,Rhabdus,NA,Rhabdidae,Dentaliida,Scaphopoda,Mollusca,Animalia,"Pacific, Northeast",native
Rhabdus rectius,Rhabdus,NA,Rhabdidae,Dentaliida,Scaphopoda,Mollusca,Animalia,"Pacific, Northeast",native
Rhachotropis barnardi,Rhachotropis,NA,Eusiridae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Rhachotropis clemens,Rhachotropis,NA,Eusiridae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Rhachotropis conlanae,Rhachotropis,NA,Eusiridae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Rhachotropis oculata,Rhachotropis,NA,Eusiridae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Rhamphidonta retifera,Rhamphidonta,NA,Lasaeidae,Galeommatida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Rhamphostomella costata,Rhamphostomella,NA,Mucronellidae,Cheilostomata,Gymnolaemata,Ectoprocta,Animalia,"Pacific, Northeast",native
Rhepoxynius abronius,Rhepoxynius,NA,Phoxocephalidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Rhepoxynius barnardi,Rhepoxynius,NA,Phoxocephalidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Rhepoxynius bicuspidatus,Rhepoxynius,NA,Phoxocephalidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Rhepoxynius boreovariatus,Rhepoxynius,NA,Phoxocephalidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Rhepoxynius daboius,Rhepoxynius,NA,Phoxocephalidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Rhepoxynius pallidus,Rhepoxynius,NA,Phoxocephalidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Rhepoxynius tridentatus,Rhepoxynius,NA,Phoxocephalidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Rhepoxynius variatus,Rhepoxynius,NA,Phoxocephalidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Rhepoxynius vigitegus,Rhepoxynius,NA,Phoxocephalidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Rhinolithodes wosnessenskii,Rhinolithodes,Lithodinae,Lithodidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Rhipidocotyle elongata,Rhipidocotyle,NA,Bucephalidae,Strigeata,Trematoda,Platyhelminthes,Animalia,"Pacific, Northeast",native
Rhizocaulus verticillatus,Rhizocaulus,NA,Campanulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Rhizogeton nematophorum,Rhizogeton,NA,Hydractiniidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Rhizomolgula globularis,Rhizomolgula,NA,Molgulidae,Pleurogona,Ascidiacea,Chordata,Animalia,"Pacific, Northeast",native
Rhizophysa eysenhardti,Rhizophysa,NA,Rhizophysidae,Siphonophorae,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Rhizorhagium formosum,Rhizorhagium,NA,Bougainvilliidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Rhizorhagium roseum,Rhizorhagium,NA,Bougainvilliidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Rhodine bitorquata,Rhodine,NA,Maldanidae,Not assigned,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Rhodoptilum plumosum,Rhodoptilum,NA,Dasyaceae,Ceramiales,Florideophyceae,Rhodophyta,Plantae,"Pacific, Northeast",native
Rhodymenia californica,Rhodymenia,NA,Rhodymeniaceae,Rhodymeniales,Florideophyceae,Rhodophyta,Plantae,"Pacific, Northeast",native
Rhodymenia pacifica,Rhodymenia,NA,Rhodymeniaceae,Rhodymeniales,Florideophyceae,Rhodophyta,Plantae,"Pacific, Northeast",native
Rhopalonema velatum,Rhopalonema,NA,Rhopalonematidae,Trachymedusae,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Rhopalura ophiocomae,Rhopalura,NA,Rhopaluridae,Not assigned,Orthonectida,Mesozoa,Animalia,"Pacific, Northeast",native
Rhynchospio glutaea,Rhynchospio,NA,Spionidae,Spionida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Rhynchospio glutaeus,Rhynchospio,NA,Spionidae,Spionida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Rhynchothorax philopsammum,Rhynchothorax,NA,Rhynchothoracidae,Pantopoda,Pycnogonida,Arthropoda,Animalia,"Pacific, Northeast",native
Rhynchozoon rostratum,Rhynchozoon,NA,Reteporidae,Cheilostomata,Gymnolaemata,Ectoprocta,Animalia,"Pacific, Northeast",native
Rhynocrangon alata,Rhynocrangon,NA,Crangonidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Rhynohalicella halona,Rhynohalicella,NA,Pardaliscidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Rhysia fletcheri,Rhysia,NA,Rhysiidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Rictaxis punctocaelatus,Rictaxis,NA,Acteonidae,Heterostropha,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Ridgeia piscesae,Ridgeia,NA,Siboglinidae,Sabellida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Rissa brevirostris,Rissa,NA,Laridae,Ciconiiformes,Aves,Chordata,Animalia,"Pacific, Northeast",native
Rissoina newcombei,Rissoina,NA,Rissoidae,Littorinimorpha,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Ritterella aequalisiphonis,Ritterella,NA,Ritterellidae,Enterogona,Ascidiacea,Chordata,Animalia,"Pacific, Northeast",native
Ritterella pulchra,Ritterella,NA,Polyclinidae,Enterogona,Ascidiacea,Chordata,Animalia,"Pacific, Northeast",native
Ritteriella picteti,Ritteriella,NA,Salpidae,Salpida,Thaliacea,Chordata,Animalia,"Pacific, Northeast",native
Rochefortia compressa,Rochefortia,NA,Lasaeidae,Galeommatida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Rochefortia grippi,Rochefortia,NA,Lasaeidae,Galeommatida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Rochefortia tumida,Rochefortia,NA,Lasaeidae,Galeommatida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Rocinela americana,Rocinela,NA,Aegidae,Isopoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Rocinela angustata,Rocinela,NA,Aegidae,Isopoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Rocinela belliceps,Rocinela,NA,Aegidae,Isopoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Rocinela cornuta,Rocinela,NA,Aegidae,Isopoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Rocinela propodialis,Rocinela,NA,Aegidae,Isopoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Romaleon branneri,Romaleon,NA,Cancridae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Rosacea cymbiformis,Rosacea,NA,Prayidae,Siphonophorae,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Rosacea plicata,Rosacea,NA,Prayidae,Siphonophorae,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Rossia pacifica,Rossia,NA,Sepiolidae,Sepiolida,Cephalopoda,Mollusca,Animalia,"Pacific, Northeast",native
Rostanga pulchra,Rostanga,NA,Rostangidae,Nudibranchia,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Ruditapes philippinarum,Ruditapes,NA,Veneridae,Venerida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Runcina macfarlandi,Runcina,NA,Runcinidae,Cephalaspidea,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Rutiderma lomae,Rutiderma,NA,Rutidermatidae,Myodocopida,Ostracoda,Arthropoda,Animalia,"Pacific, Northeast",native
Saccharina groenlandica,Saccharina,NA,Laminariaceae,Laminariales,Phaeophyceae,Ochrophyta,Chromista,"Pacific, Northeast",native
Saccharina latissima,Saccharina,NA,Laminariaceae,Laminariales,Phaeophyceae,Ochrophyta,Chromista,"Pacific, Northeast",native
Saccharina sessilis,Saccharina,NA,Laminariaceae,Laminariales,Phaeophyceae,Ochrophyta,Chromista,"Pacific, Northeast",native
Saccoglossus kowalevskii,Saccoglossus,NA,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,Animalia,"Pacific, Northeast",native
Saccoglossus mereschkowskii,Saccoglossus,NA,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,Animalia,"Pacific, Northeast",native
Saccoglossus pusillus,Saccoglossus,NA,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,Animalia,"Pacific, Northeast",native
Saduria entomon,Saduria,NA,Chaetiliidae,Isopoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Sagartia catalienensis,Sagartia,NA,Sagartiidae,Actiniaria,Anthozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Sagenaster evermanni,Sagenaster,NA,Zoroasteridae,Forcipulatida,Asteroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Sahlingia subintegra,Sahlingia,NA,Erythrotrichiaceae,Erythropeltidales,Compsopogonophyceae,Rhodophyta,Plantae,"Pacific, Northeast",native
Sakuraeolis enosimensis,Sakuraeolis,NA,Facelinidae,Nudibranchia,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Salmacina tribranchiata,Salmacina,NA,Serpulidae,Sabellida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Salmincola californiensis,Salmincola,NA,Lernaeopodidae,Siphonostomatoida,Maxillopoda,Arthropoda,Animalia,"Pacific, Northeast",native
Salpa fusiformis,Salpa,NA,Salpidae,Salpida,Thaliacea,Chordata,Animalia,"Pacific, Northeast",native
Salpa maxima,Salpa,NA,Salpidae,Salpida,Thaliacea,Chordata,Animalia,"Pacific, Northeast",native
Samytha californiensis,Samytha,NA,Ampharetidae,Terebellida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Sandalops melancholicus,Sandalops,NA,Cranchiidae,Teuthida,Cephalopoda,Mollusca,Animalia,"Pacific, Northeast",native
Sarcodiotheca furcata,Sarcodiotheca,NA,Areschougiaceae,Gigartinales,Florideophyceae,Rhodophyta,Plantae,"Pacific, Northeast",native
Sarcodiotheca gaudichaudii,Sarcodiotheca,NA,Areschougiaceae,Gigartinales,Florideophyceae,Rhodophyta,Plantae,"Pacific, Northeast",native
Sargassum muticum,Sargassum,NA,Sargassaceae,Fucales,Phaeophyceae,Ochrophyta,Chromista,"Pacific, Northeast",native
Sarsia apicula,Sarsia,NA,Corynidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Sarsia bella,Sarsia,NA,Corynidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Sarsia lovenii,Sarsia,NA,Corynidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Sarsia princeps,Sarsia,NA,Corynidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Sarsia tubulosa,Sarsia,NA,Corynidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Sasakiopus salebrosus,Sasakiopus,NA,Octopodidae,Octopoda,Cephalopoda,Mollusca,Animalia,"Pacific, Northeast",native
Saxicavella pacifica,Saxicavella,NA,Hiatellidae,Myoida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Saxidomus gigantea,Saxidomus,NA,Veneridae,Venerida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Scabrotrophon macleani,Scabrotrophon,Trophoninae,Muricidae,Neogastropoda,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Scabrotrophon maltzani,Scabrotrophon,Trophoninae,Muricidae,Neogastropoda,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Scabrotrophon moresbyensis,Scabrotrophon,Trophoninae,Muricidae,Neogastropoda,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Scandia corrugata,Scandia,NA,Lafoeidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Scandia mutabilis,Scandia,NA,Lafoeidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Scaphander willetti,Scaphander,NA,Cylichnidae,Cephalaspidea,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Schistocomus hiltoni,Schistocomus,NA,Ampharetidae,Terebellida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Schisturella cocula,Schisturella,NA,Uristidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Schizobranchia insignis,Schizobranchia,NA,Sabellidae,Canalipalpata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Schizoplax brandtii,Schizoplax,NA,Callochitonidae,Chitonida,Polyplacophora,Mollusca,Animalia,"Pacific, Northeast",native
Schizoporella cornuta,Schizoporella,NA,Schizoporellidae,Cheilostomata,Gymnolaemata,Ectoprocta,Animalia,"Pacific, Northeast",native
Schizoporella japonica,Schizoporella,NA,Schizoporellidae,Cheilostomata,Gymnolaemata,Ectoprocta,Animalia,"Pacific, Northeast",native
Schizoporella unicornis,Schizoporella,NA,Schizoporellidae,Cheilostomata,Gymnolaemata,Ectoprocta,Animalia,"Pacific, Northeast",introduced
Schizymenia pacifica,Schizymenia,NA,Schizymeniaceae,Gigartinales,Florideophyceae,Rhodophyta,Plantae,"Pacific, Northeast",native
Scinaia confusa,Scinaia,NA,Galaxauraceae,Nemaliales,Florideophyceae,Rhodophyta,Plantae,"Pacific, Northeast",native
Scintillona bellerophon,Scintillona,NA,Galeommatidae,Galeommatida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Scionella estevanica,Scionella,NA,Terebellidae,Terebellida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Scionella japonica,Scionella,NA,Terebellidae,Terebellida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
