Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifError
142,Chlamydoselachus anguineus,Chlamydoselachus anguineus,37372,37398,12.87,2,NO_ANNOT,,,Exact,0,"Chlamydoselachus anguineus Garman, 1884",Chlamydoselachus anguineus,5Y8T6,1,Catalogue of Life,
143,Hexanchus griseus,Hexanchus griseus,37902,37919,11.39,2,NO_ANNOT,,,Exact,0,"Hexanchus griseus (Bonnaterre, 1788)",Hexanchus griseus,3LGK8,1,Catalogue of Life,
144,Notorynchus cepedianus,Notorynchus cepedianus,38833,38855,12.47,2,NO_ANNOT,,,Exact,0,"Notorynchus cepedianus (Péron, 1807)",Notorynchus cepedianus,47YCK,1,Catalogue of Life,
145,Echinorhinus cookei,Echinorhinus cookei,39570,39589,11.60,2,NO_ANNOT,,,Exact,0,"Echinorhinus cookei Pietschmann, 1928",Echinorhinus cookei,38KP2,1,Catalogue of Life,
146,Squaliformes,Squaliformes,40126,40138,2.50,1,NO_ANNOT,,,Exact,0,Squaliformes,Squaliformes,45B,1,Catalogue of Life,
147,Squalus suckleyi,Squalus suckleyi,40206,40222,11.85,2,NO_ANNOT,,,Exact,0,"Squalus suckleyi (Girard, 1855)",Squalus suckleyi,6ZFP3,1,Catalogue of Life,
148,(Eschmeyer,Eschmeyer,40351,40361,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
149,Squalus acanthias,Squalus acanthias,40891,40908,11.22,2,NO_ANNOT,,,Exact,0,"Squalus acanthias Linnaeus, 1758",Squalus acanthias,6ZDWC,1,Catalogue of Life,
150,Centroscyllium nigrum,Centroscyllium nigrum,40995,41016,12.70,2,NO_ANNOT,,,Exact,0,"Centroscyllium nigrum Garman, 1899",Centroscyllium nigrum,SBFF,1,Catalogue of Life,
151,(Eschmeyer,Eschmeyer,41138,41148,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
152,Isla,Isla,41352,41356,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
153,(Eschmeyer,Eschmeyer,41397,41407,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
154,Etmopterus benchleyi,Etmopterus benchleyi,41664,41684,12.11,2,NO_ANNOT,,,Exact,0,"Etmopterus benchleyi Vásquez, Ebert & Long, 2015",Etmopterus benchleyi,3BM6Y,1,Catalogue of Life,
155,Isla,Isla,41740,41744,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
156,Somniosus pacificus,Somniosus pacificus,42084,42103,11.47,2,NO_ANNOT,,,Exact,0,"Somniosus pacificus Bigelow & Schroeder, 1944",Somniosus pacificus,4Y8YL,1,Catalogue of Life,
157,Somniosus microcephalus,Somniosus microcephalus,42535,42558,11.79,2,NO_ANNOT,,,Exact,0,"Somniosus microcephalus (Bloch & Schneider, 1801)",Somniosus microcephalus,4Y8YJ,1,Catalogue of Life,
158,S. pacificus,S. pacificus,42843,42855,6.83,2,NO_ANNOT,,,NoMatch,,,,,,,
159,"Antonio,",Antonio,42930,42938,3.44,1,NO_ANNOT,,,NoMatch,,,,,,,
160,Somniosus antarcticus,Somniosus antarcticus,43017,43038,11.90,2,NO_ANNOT,,,Exact,0,"Somniosus antarcticus Whitley, 1939",Somniosus antarcticus,4Y8YC,1,Catalogue of Life,
161,Zameus squamulosus,Zameus squamulosus,43236,43254,12.50,2,NO_ANNOT,,,Exact,0,"Zameus squamulosus (Günther, 1877)",Zameus squamulosus,5CVNV,1,Catalogue of Life,
162,*Euprotomicrus bispinatus,Euprotomicrus bispinatus,43809,43834,13.88,2,NO_ANNOT,,,Exact,0,"Euprotomicrus bispinatus (Quoy & Gaimard, 1824)",Euprotomicrus bispinatus,3CYDJ,1,Catalogue of Life,
163,Squaliolus,Squaliolus,44318,44328,6.09,1,NO_ANNOT,,,Exact,0,Squaliolus,Squaliolus,7LQ4,1,Catalogue of Life,
164,Isistius brasiliensis,Isistius brasiliensis,44352,44373,12.64,2,NO_ANNOT,,,Exact,0,"Isistius brasiliensis (Quoy & Gaimard, 1824)",Isistius brasiliensis,3Q78H,1,Catalogue of Life,
165,Squatiniformes,Squatiniformes,44886,44900,2.82,1,NO_ANNOT,,,Exact,0,Squatiniformes,Squatiniformes,45D,1,Catalogue of Life,
166,Squatina californica,Squatina californica,44968,44988,11.81,2,NO_ANNOT,,,Exact,0,"Squatina californica Ayres, 1859",Squatina californica,6ZFFB,1,Catalogue of Life,
167,(Eschmeyer,Eschmeyer,45435,45445,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
168,Squatina armata,Squatina armata,45494,45509,11.23,2,NO_ANNOT,,,Exact,0,"Squatina armata (Philippi, 1887)",Squatina armata,6ZFF5,1,Catalogue of Life,
169,Torpedo californica,Torpedo californica,45646,45665,9.82,2,NO_ANNOT,,,Exact,0,"Torpedo californica Ayres, 1855",Torpedo californica,57GCK,1,Catalogue of Life,
170,Torpediniformes,Torpediniformes,45686,45701,2.78,1,NO_ANNOT,,,Exact,0,Torpediniformes,Torpediniformes,48K,1,Catalogue of Life,
171,Tetronarce californica,Tetronarce californica,45779,45801,10.96,2,NO_ANNOT,,,Exact,0,"Tetronarce californica (Ayres, 1855)",Tetronarce californica,7C4FW,1,Catalogue of Life,
172,Isla,Isla,46214,46218,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
173,Torpedo californica,Torpedo californica,46566,46585,9.82,2,NO_ANNOT,,,Exact,0,"Torpedo californica Ayres, 1855",Torpedo californica,57GCK,1,Catalogue of Life,
174,Diplobatis ommata,Diplobatis ommata,46680,46697,13.24,2,NO_ANNOT,,,Exact,0,"Diplobatis ommata (Jordan & Gilbert, 1890)",Diplobatis ommata,36JHK,1,Catalogue of Life,
175,Narcine entemedor,Narcine entemedor,47371,47388,7.57,2,NO_ANNOT,,,Exact,0,"Narcine entemedor Jordan & Starks, 1895",Narcine entemedor,6S4NN,1,Catalogue of Life,
176,Pristiformes,Pristiformes,47897,47909,2.50,1,NO_ANNOT,,,Exact,0,Pristiformes,Pristiformes,urn:lsid:marinespecies.org:taxname:10214,9,WoRMS,
177,Pristis pristis,Pristis pristis,47972,47987,11.79,2,NO_ANNOT,,,Exact,0,"Pristis pristis (Linnaeus, 1758)",Pristis pristis,4MK2X,1,Catalogue of Life,
178,Pristis zephyreus,Pristis zephyreus,48428,48445,12.32,2,NO_ANNOT,,,Exact,0,"Pristis zephyreus Jordan & Starks, 1895",Pristis zephyreus,4MK35,1,Catalogue of Life,
179,Rajiformes,Rajiformes,48481,48491,2.14,1,NO_ANNOT,,,Exact,0,Rajiformes,Rajiformes,3XR,1,Catalogue of Life,
180,Pseudobatos glaucostigmus,Pseudobatos glaucostigmus,48560,48585,10.84,2,NO_ANNOT,,,Exact,0,"Pseudobatos glaucostigmus (Jordan & Gilbert, 1883)",Pseudobatos glaucostigmus,4NPQD,1,Catalogue of Life,
181,Pseudobatos productus,Pseudobatos productus,49147,49168,11.60,2,NO_ANNOT,,,Exact,0,"Pseudobatos productus (Ayres, 1854)",Pseudobatos productus,4NPQL,1,Catalogue of Life,
182,Pseudobatos prahli,Pseudobatos prahli,49287,49305,8.82,2,NO_ANNOT,,,Exact,0,"Pseudobatos prahli (Acero P. & Franke, 1995)",Pseudobatos prahli,4NPQK,1,Catalogue of Life,
183,Rica,Rica,49533,49537,1.99,1,NO_ANNOT,,,NoMatch,,,,,,,
184,Pseudobatos productus,Pseudobatos productus,49696,49717,11.60,2,NO_ANNOT,,,Exact,0,"Pseudobatos productus (Ayres, 1854)",Pseudobatos productus,4NPQL,1,Catalogue of Life,
185,Eschmeyer,Eschmeyer,49813,49822,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
186,Rhinobatos.,Rhinobatos,50134,50145,3.75,1,NO_ANNOT,,,Exact,0,Rhinobatos,Rhinobatos,78N6,1,Catalogue of Life,
187,Pseudobatos leucorhynchus,Pseudobatos leucorhynchus,50147,50172,10.83,2,NO_ANNOT,,,Exact,0,"Pseudobatos leucorhynchus (Günther, 1867)",Pseudobatos leucorhynchus,4NPQG,1,Catalogue of Life,
188,Espinosa,Espinosa,50505,50513,4.61,1,NO_ANNOT,,,Exact,0,Espinosa Lag.,Espinosa,5T9MC,1,Catalogue of Life,
189,Zapteryx exasperata,Zapteryx exasperata,50737,50756,12.94,2,NO_ANNOT,,,Exact,0,"Zapteryx exasperata (Jordan & Gilbert, 1880)",Zapteryx exasperata,5CX6S,1,Catalogue of Life,
190,Eschmeyer,Eschmeyer,51301,51310,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
191,Zapteryx,Zapteryx,51431,51439,4.93,1,NO_ANNOT,,,Exact,0,Zapteryx,Zapteryx,648VT,1,Catalogue of Life,
192,Rajidae,Rajidae,51585,51592,3.87,1,NO_ANNOT,,,Exact,0,Rajidae,Rajidae,FJ6,1,Catalogue of Life,
193,*Bathyraja,Bathyraja,51615,51625,3.98,1,NO_ANNOT,,,Exact,0,Bathyraja,Bathyraja,38QS,1,Catalogue of Life,
194,Bathyraja,Bathyraja,51693,51702,3.98,1,NO_ANNOT,,,Exact,0,Bathyraja,Bathyraja,38QS,1,Catalogue of Life,
195,Bathyraja abyssicola,Bathyraja abyssicola,51835,51855,11.12,2,NO_ANNOT,,,Exact,0,"Bathyraja abyssicola (Gilbert, 1896)",Bathyraja abyssicola,5WDZS,1,Catalogue of Life,
196,Isla,Isla,52765,52769,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
197,Bathyraja aleutica,Bathyraja aleutica,53115,53133,11.25,2,NO_ANNOT,,,Exact,0,"Bathyraja aleutica (Gilbert, 1896)",Bathyraja aleutica,68DZR,1,Catalogue of Life,
198,Bathyraja interrupta,Bathyraja interrupta,53509,53529,10.05,2,NO_ANNOT,,,Exact,0,"Bathyraja interrupta (Gill & Townsend, 1897)",Bathyraja interrupta,5WDZ9,1,Catalogue of Life,
199,Bathyraja kincaidii,Bathyraja kincaidii,53839,53858,10.67,2,NO_ANNOT,,,Exact,0,"Bathyraja kincaidii (Garman, 1908)",Bathyraja kincaidii,68DZ8,1,Catalogue of Life,
200,Bathyraja lindbergi,Bathyraja lindbergi,54109,54128,9.79,2,NO_ANNOT,,,Exact,0,"Bathyraja lindbergi Ishiyama & Ishihara, 1977",Bathyraja lindbergi,68DZC,1,Catalogue of Life,
201,Bathyraja matsubarai,Bathyraja matsubarai,54770,54790,9.68,2,NO_ANNOT,,,Exact,0,"Bathyraja matsubarai (Ishiyama, 1952)",Bathyraja matsubarai,KXV5,1,Catalogue of Life,
202,Bathyraja maculata,Bathyraja maculata,54838,54856,11.72,2,NO_ANNOT,,,Exact,0,"Bathyraja maculata Ishiyama & Ishihara, 1977",Bathyraja maculata,KXV2,1,Catalogue of Life,
203,Bathyraja mariposa,Bathyraja mariposa,55234,55252,7.80,2,NO_ANNOT,,,Exact,0,"Bathyraja mariposa Stevenson, Orr, Hoff & McEachran, 2004",Bathyraja mariposa,KXV4,1,Catalogue of Life,
204,Bathyraja matsubarai,Bathyraja matsubarai,55559,55579,9.68,2,NO_ANNOT,,,Exact,0,"Bathyraja matsubarai (Ishiyama, 1952)",Bathyraja matsubarai,KXV5,1,Catalogue of Life,
205,Bathyraja microtrachys,Bathyraja microtrachys,56247,56269,9.89,2,NO_ANNOT,,,Exact,0,"Bathyraja microtrachys (Osburn & Nichols, 1916)",Bathyraja microtrachys,KXV7,1,Catalogue of Life,
206,Bathyraja minispinosa,Bathyraja minispinosa,56657,56678,11.88,2,NO_ANNOT,,,Exact,0,"Bathyraja minispinosa Ishiyama & Ishihara, 1977",Bathyraja minispinosa,KXV8,1,Catalogue of Life,
207,(Peden,Peden,56973,56979,1.81,1,NO_ANNOT,,,NoMatch,,,,,,,
208,Bathyraja panthera,Bathyraja panthera,57284,57302,10.75,2,NO_ANNOT,,,Exact,0,"Bathyraja panthera Orr, Stevenson, Hoff, Spies & McEachran, 2011",Bathyraja panthera,KXVF,1,Catalogue of Life,
209,Bathyraja parmifera,Bathyraja parmifera,57553,57572,10.91,2,NO_ANNOT,,,Exact,0,"Bathyraja parmifera (Bean, 1881)",Bathyraja parmifera,KXVK,1,Catalogue of Life,
210,Bathyraja simoterus,Bathyraja simoterus,58394,58413,10.95,2,NO_ANNOT,,,Exact,0,"Bathyraja simoterus (Ishiyama, 1967)",Bathyraja simoterus,KXVT,1,Catalogue of Life,
211,Bathyraja spinosissima,Bathyraja spinosissima,58470,58492,11.02,2,NO_ANNOT,,,Exact,0,"Bathyraja spinosissima (Beebe & Tee-Van, 1941)",Bathyraja spinosissima,KXVY,1,Catalogue of Life,
212,Espinosa,Espinosa,58783,58791,4.61,1,NO_ANNOT,,,Exact,0,Espinosa Lag.,Espinosa,5T9MC,1,Catalogue of Life,
213,Isla,Isla,58858,58862,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
214,Rica,Rica,58880,58884,1.99,1,NO_ANNOT,,,NoMatch,,,,,,,
215,Bathyraja taranetzi,Bathyraja taranetzi,59034,59053,9.87,2,NO_ANNOT,,,Exact,0,"Bathyraja taranetzi (Dolganov, 1983)",Bathyraja taranetzi,KXVZ,1,Catalogue of Life,
216,Rhinoraja taranetzi,Rhinoraja taranetzi,59366,59385,9.87,2,NO_ANNOT,,,Exact,0,"Rhinoraja taranetzi Dolganov, 1983",Rhinoraja taranetzi,4S9SB,1,Catalogue of Life,
217,Rhinoraja longi,Rhinoraja longi,59418,59433,8.97,2,NO_ANNOT,,,Exact,0,"Rhinoraja longi Raschi & McEachran, 1991",Rhinoraja longi,4S9S3,1,Catalogue of Life,
218,Bathyraja trachura,Bathyraja trachura,59493,59511,10.19,2,NO_ANNOT,,,Exact,0,"Bathyraja trachura (Gilbert, 1892)",Bathyraja trachura,KXW4,1,Catalogue of Life,
219,Isla,Isla,59875,59879,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
220,Espinosa,Espinosa,59936,59944,4.61,1,NO_ANNOT,,,Exact,0,Espinosa Lag.,Espinosa,5T9MC,1,Catalogue of Life,
221,Bathyraja violacea,Bathyraja violacea,60126,60144,10.50,2,NO_ANNOT,,,Exact,0,"Bathyraja violacea (Suvorov, 1935)",Bathyraja violacea,KXW7,1,Catalogue of Life,
222,Amblyraja hyperborea,Amblyraja hyperborea,60777,60797,9.53,2,NO_ANNOT,,,Exact,0,"Amblyraja hyperborea (Collett, 1879)",Amblyraja hyperborea,65ZNG,1,Catalogue of Life,
223,Amblyraja badia,Amblyraja badia,61755,61770,8.97,2,NO_ANNOT,,,Exact,0,"Amblyraja badia (Garman, 1899)",Amblyraja badia,65ZND,1,Catalogue of Life,
224,Beringraja binoculata,Beringraja binoculata,61804,61825,12.17,2,NO_ANNOT,,,Exact,0,"Beringraja binoculata (Girard, 1855)",Beringraja binoculata,LKZV,1,Catalogue of Life,
225,(Eschmeyer,Eschmeyer,61874,61884,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
226,Espinosa,Espinosa,62163,62171,4.61,1,NO_ANNOT,,,Exact,0,Espinosa Lag.,Espinosa,5T9MC,1,Catalogue of Life,
227,Raja binoculata,Raja binoculata,62531,62546,9.13,2,NO_ANNOT,,,Exact,0,"Raja binoculata Girard, 1855",Raja binoculata,793N4,1,Catalogue of Life,
228,Beringraja inornata,Beringraja inornata,62564,62583,11.89,2,NO_ANNOT,,,Exact,0,"Beringraja inornata (Jordan & Gilbert, 1881)",Beringraja inornata,urn:lsid:marinespecies.org:taxname:1461134,9,WoRMS,
229,(Eschmeyer,Eschmeyer,62687,62697,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
230,Raja inornata,Raja inornata,63274,63287,8.85,2,NO_ANNOT,,,Exact,0,"Raja inornata Jordan & Gilbert, 1881",Raja inornata,793LN,1,Catalogue of Life,
231,Beringraja rhina,Beringraja rhina,63358,63374,10.14,2,NO_ANNOT,,,Exact,0,"Beringraja rhina (Jordan & Gilbert, 1880)",Beringraja rhina,urn:lsid:marinespecies.org:taxname:1461133,9,WoRMS,
232,Beringraja stellulata,Beringraja stellulata,63404,63425,12.17,2,NO_ANNOT,,,Exact,0,"Beringraja stellulata (Jordan & Gilbert, 1880)",Beringraja stellulata,urn:lsid:marinespecies.org:taxname:1461135,9,WoRMS,
233,"Beringraja,",Beringraja,63465,63476,4.15,1,NO_ANNOT,,,Exact,0,Beringraja,Beringraja,39PK,1,Catalogue of Life,
234,Beringraja binoculata,Beringraja binoculata,63609,63630,12.17,2,NO_ANNOT,,,Exact,0,"Beringraja binoculata (Girard, 1855)",Beringraja binoculata,LKZV,1,Catalogue of Life,
235,Beringraja pulchra,Beringraja pulchra,63650,63668,9.60,2,NO_ANNOT,,,Exact,0,"Beringraja pulchra (Liu, 1932)",Beringraja pulchra,LKZW,1,Catalogue of Life,
236,B. binoculata,B. binoculata,63732,63745,7.68,2,NO_ANNOT,,,NoMatch,,,,,,,
237,B. pulchra,B. pulchra,63750,63760,5.12,2,NO_ANNOT,,,NoMatch,,,,,,,
238,Beringraja rhina,Beringraja rhina,64012,64028,10.14,2,NO_ANNOT,,,Exact,0,"Beringraja rhina (Jordan & Gilbert, 1880)",Beringraja rhina,urn:lsid:marinespecies.org:taxname:1461133,9,WoRMS,
239,(Eschmeyer,Eschmeyer,64279,64289,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
240,Raja␤␤rhina,Raja rhina,64436,64447,7.10,2,NO_ANNOT,,,Exact,0,"Raja rhina Jordan & Gilbert, 1880",Raja rhina,6WRBW,1,Catalogue of Life,
241,Beringraja,Beringraja,64488,64498,4.15,1,NO_ANNOT,,,Exact,0,Beringraja,Beringraja,39PK,1,Catalogue of Life,
242,Beringraja inornata,Beringraja inornata,64552,64571,11.89,2,NO_ANNOT,,,Exact,0,"Beringraja inornata (Jordan & Gilbert, 1881)",Beringraja inornata,urn:lsid:marinespecies.org:taxname:1461134,9,WoRMS,
243,Beringraja stellulata,Beringraja stellulata,64599,64620,12.17,2,NO_ANNOT,,,Exact,0,"Beringraja stellulata (Jordan & Gilbert, 1880)",Beringraja stellulata,urn:lsid:marinespecies.org:taxname:1461135,9,WoRMS,
244,Isla,Isla,64816,64820,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
245,Espinosa,Espinosa,64909,64917,4.61,1,NO_ANNOT,,,Exact,0,Espinosa Lag.,Espinosa,5T9MC,1,Catalogue of Life,
246,Bathyraja parmifera,Bathyraja parmifera,65119,65138,10.91,2,NO_ANNOT,,,Exact,0,"Bathyraja parmifera (Bean, 1881)",Bathyraja parmifera,KXVK,1,Catalogue of Life,
247,Raja stellulata,Raja stellulata,65341,65356,9.13,2,NO_ANNOT,,,Exact,0,"Raja stellulata Jordan & Gilbert, 1880",Raja stellulata,6WRCF,1,Catalogue of Life,
248,Beringraja inornata,Beringraja inornata,65505,65524,11.89,2,NO_ANNOT,,,Exact,0,"Beringraja inornata (Jordan & Gilbert, 1881)",Beringraja inornata,urn:lsid:marinespecies.org:taxname:1461134,9,WoRMS,
249,Rostroraja equatorialis,Rostroraja equatorialis,65552,65575,11.77,2,NO_ANNOT,,,Exact,0,"Rostroraja equatorialis (Jordan & Bollman, 1890)",Rostroraja equatorialis,11035859,11,GBIF Backbone Taxonomy,
250,Raja equatorialis,Raja equatorialis,65876,65893,8.73,2,NO_ANNOT,,,Exact,0,"Raja equatorialis Jordan & Bollman, 1890",Raja equatorialis,6WRLB,1,Catalogue of Life,
251,Rostroraja velezi,Rostroraja velezi,65919,65936,8.62,2,NO_ANNOT,,,Exact,0,"Rostroraja velezi (Chirichigno F., 1973)",Rostroraja velezi,10938398,11,GBIF Backbone Taxonomy,
252,Myliobatiformes,Myliobatiformes,66377,66392,2.78,1,NO_ANNOT,,,Exact,0,Myliobatiformes,Myliobatiformes,3LQ,1,Catalogue of Life,
253,Platyrhinoidis triseriata,Platyrhinoidis triseriata,66460,66485,12.84,2,NO_ANNOT,,,Exact,0,"Platyrhinoidis triseriata (Jordan & Gilbert, 1880)",Platyrhinoidis triseriata,4JXW8,1,Catalogue of Life,
254,Urobatis concentricus,Urobatis concentricus,67123,67144,13.12,2,NO_ANNOT,,,Exact,0,"Urobatis concentricus Osburn & Nichols, 1916",Urobatis concentricus,7DRVZ,1,Catalogue of Life,
255,Isla,Isla,67345,67349,2.08,1,NO_ANNOT,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,
256,Urolophus concentricus,Urolophus concentricus,67735,67757,12.30,2,NO_ANNOT,,,Exact,0,"Urolophus concentricus (Osburn & Nichols, 1916)",Urolophus concentricus,7DW7Q,1,Catalogue of Life,
257,Urobatis halleri,Urobatis halleri,67785,67801,12.64,2,NO_ANNOT,,,Exact,0,"Urobatis halleri (Cooper, 1863)",Urobatis halleri,7DS7Z,1,Catalogue of Life,
258,(Eschmeyer,Eschmeyer,67867,67877,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
259,Urolophus halleri,Urolophus halleri,68228,68245,11.82,2,NO_ANNOT,,,Exact,0,"Urolophus halleri Cooper, 1863",Urolophus halleri,7DW7Z,1,Catalogue of Life,
260,Urobatis maculatus,Urobatis maculatus,68261,68279,13.36,2,NO_ANNOT,,,Exact,0,"Urobatis maculatus Garman, 1913",Urobatis maculatus,7DS7Y,1,Catalogue of Life,
261,Urolophus maculatus,Urolophus maculatus,68766,68785,12.54,2,NO_ANNOT,,,Exact,0,"Urolophus maculatus (Garman, 1913)",Urolophus maculatus,7DW89,1,Catalogue of Life,
262,Urotrygon aspidura,Urotrygon aspidura,68803,68821,10.12,2,NO_ANNOT,,,Exact,0,"Urotrygon aspidura (Jordan & Gilbert, 1882)",Urotrygon aspidura,7DZF7,1,Catalogue of Life,
263,"Paita,",Paita,69071,69077,4.03,1,NO_ANNOT,,,Exact,0,"Paita Fauvel, 1904",Paita,urn:lsid:irmng.org:taxname:1346202,181,IRMNG,
264,Urotrygon chilensis,Urotrygon chilensis,69408,69427,11.43,2,NO_ANNOT,,,Exact,0,"Urotrygon chilensis (Günther, 1872)",Urotrygon chilensis,7DZF3,1,Catalogue of Life,
265,Urotrygon munda,Urotrygon munda,70132,70147,5.69,2,NO_ANNOT,,,Exact,0,"Urotrygon munda Gill, 1863",Urotrygon munda,7DZD8,1,Catalogue of Life,
266,"Eugenia,",Eugenia,70297,70305,3.62,1,NO_ANNOT,,,Exact,0,Eugenia L.,Eugenia,4FLN,1,Catalogue of Life,
267,Urotrygon rogersi,Urotrygon rogersi,70546,70563,8.97,2,NO_ANNOT,,,Exact,0,"Urotrygon rogersi (Jordan & Starks, 1895)",Urotrygon rogersi,7DZDC,1,Catalogue of Life,
268,Hypanus dipterurus,Hypanus dipterurus,71077,71095,12.43,2,NO_ANNOT,,,Exact,0,"Hypanus dipterurus (Jordan & Gilbert, 1880)",Hypanus dipterurus,3NMJC,1,Catalogue of Life,
269,Dasyatis dipterura,Dasyatis dipterura,71750,71768,12.00,2,NO_ANNOT,,,Exact,0,"Dasyatis dipterura (Jordan & Gilbert, 1880)",Dasyatis dipterura,6CC4S,1,Catalogue of Life,
270,Hypanus.,Hypanus,71847,71855,5.34,1,NO_ANNOT,,,Exact,0,Hypanus,Hypanus,52BG,1,Catalogue of Life,
271,Hypanus longus,Hypanus longus,71857,71871,10.51,2,NO_ANNOT,,,Exact,0,"Hypanus longus (Garman, 1880)",Hypanus longus,6N2N7,1,Catalogue of Life,
272,Dasyatis longa,Dasyatis longa,72243,72257,10.36,2,NO_ANNOT,,,Exact,0,"Dasyatis longa (Garman, 1880)",Dasyatis longa,347CD,1,Catalogue of Life,
273,Hypanus.,Hypanus,72340,72348,5.34,1,NO_ANNOT,,,Exact,0,Hypanus,Hypanus,52BG,1,Catalogue of Life,
274,Pteroplatytrygon violacea,Pteroplatytrygon violacea,72350,72375,11.56,2,NO_ANNOT,,,Exact,0,"Pteroplatytrygon violacea (Bonaparte, 1832)",Pteroplatytrygon violacea,4Q2NB,1,Catalogue of Life,
275,(Eschmeyer,Eschmeyer,72558,72568,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
276,(Peden,Peden,72689,72695,1.81,1,NO_ANNOT,,,NoMatch,,,,,,,
277,(Eschmeyer,Eschmeyer,72785,72795,3.98,1,NO_ANNOT,,,Exact,0,Eschmeyer,Eschmeyer,62RSJ,1,Catalogue of Life,
278,Gymnura marmorata,Gymnura marmorata,72977,72994,12.97,2,NO_ANNOT,,,Exact,0,"Gymnura marmorata (Cooper, 1864)",Gymnura marmorata,3HVQ3,1,Catalogue of Life,
279,Gymnura crebripunctata,Gymnura crebripunctata,73464,73486,13.38,2,NO_ANNOT,,,Exact,0,"Gymnura crebripunctata (Peters, 1869)",Gymnura crebripunctata,3HVPW,1,Catalogue of Life,
280,Gymnura,Gymnura,73525,73532,5.06,1,NO_ANNOT,,,Exact,0,Gymnura,Gymnura,4RYP,1,Catalogue of Life,
281,Aetobatus,Aetobatus,73686,73695,5.45,1,NO_ANNOT,,,Exact,0,Aetobatus,Aetobatus,PXH,1,Catalogue of Life,
282,Myliobatidae.,Myliobatidae,73705,73718,4.81,1,NO_ANNOT,,,Exact,0,Myliobatidae,Myliobatidae,D2V,1,Catalogue of Life,
283,Aetobatus laticeps,Aetobatus laticeps,73720,73738,11.67,2,NO_ANNOT,,,Exact,0,"Aetobatus laticeps Duméril, 1865",Aetobatus laticeps,65DZ9,1,Catalogue of Life,
284,Aetobatus narinari,Aetobatus narinari,74351,74369,11.17,2,NO_ANNOT,,,Exact,0,"Aetobatus narinari (Euphrasen, 1790)",Aetobatus narinari,65DZC,1,Catalogue of Life,
285,XAetomylaeus asperrimus,Xaetomylaeus asperrimus,74455,74478,6.64,2,NO_ANNOT,,,NoMatch,,,,,,,
286,Aetobatus laticeps,Aetobatus laticeps,74659,74677,11.67,2,NO_ANNOT,,,Exact,0,"Aetobatus laticeps Duméril, 1865",Aetobatus laticeps,65DZ9,1,Catalogue of Life,
287,Aetomylaeus asperrimus,Aetomylaeus asperrimus,74690,74712,12.71,2,NO_ANNOT,,,Exact,0,"Aetomylaeus asperrimus (Gilbert, 1898)",Aetomylaeus asperrimus,65DZZ,1,Catalogue of Life,
288,"Rica,",Rica,74733,74738,1.99,1,NO_ANNOT,,,NoMatch,,,,,,,
289,Myliobatis californica,Myliobatis californica,74793,74815,13.83,2,NO_ANNOT,,,Exact,0,"Myliobatis californica Gill, 1865",Myliobatis californica,453CB,1,Catalogue of Life,
