"","species","ednafish","mifishlist","npfish","hakaiseinefish"
"9231","Hemitriakis japanica",0,1,0,0
"9232","Hemitriakis leucoperiptera",0,1,0,0
"9233","Hemitripterus americanus",0,1,0,0
"9234","Hemitripterus bolini",0,1,1,0
"9235","Hemitripterus villosus",0,1,1,0
"9236","Hemitrygon akajei",0,1,0,0
"9237","Hemitrygon bennettii",0,1,0,0
"9238","Hemitrygon fluviorum",0,1,0,0
"9239","Hemitrygon izuensis",0,1,0,0
"9240","Hemitrygon laevigata",0,1,0,0
"9241","Henicorhynchus lineatus",0,1,0,0
"9242","Henicorhynchus lobatus",0,1,0,0
"9243","Henicorhynchus ornatipinnis",0,1,0,0
"9244","Henicorhynchus siamensis",0,1,0,0
"9245","Heniochus acuminatus",0,1,0,0
"9246","Heniochus chrysostomus",0,1,0,0
"9247","Heniochus diphreutes",0,1,0,0
"9248","Heniochus intermedius",0,1,0,0
"9249","Heniochus monoceros",0,1,0,0
"9250","Heniochus pleurotaenia",0,1,0,0
"9251","Heniochus singularius",0,1,0,0
"9252","Heniochus varius",0,1,0,0
"9253","Henochilus wheatlandii",0,1,0,0
"9254","Henonemus punctatus",0,1,0,0
"9255","Hephaestus carbo",0,1,0,0
"9256","Hephaestus epirrhinos",0,1,0,0
"9257","Hephaestus fuliginosus",0,1,0,0
"9258","Hephaestus habbemai",0,1,0,0
"9259","Hephaestus jenkinsi",0,1,0,0
"9260","Hephaestus roemeri",0,1,0,0
"9261","Hephaestus transmontanus",0,1,0,0
"9262","Hephaestus tulliensis",0,1,0,0
"9263","Hepsetus cuvieri",0,1,0,0
"9264","Hepsetus kingsleyae",0,1,0,0
"9265","Hepsetus lineatus",0,1,0,0
"9266","Hepsetus microlepis",0,1,0,0
"9267","Hepsetus occidentalis",0,1,0,0
"9268","Hepsetus odoe",0,1,0,0
"9269","Heptapterus bleekeri",0,1,0,0
"9270","Heptapterus carnatus",0,1,0,0
"9271","Heptapterus exilis",0,1,0,0
"9272","Heptapterus multiradiatus",0,1,0,0
"9273","Heptapterus mustelinus",0,1,0,0
"9274","Heptapterus panamensis",0,1,0,0
"9275","Heptapterus sympterygium",0,1,0,0
"9276","Heptapterus tapanahoniensis",0,1,0,0
"9277","Heptranchias perlo",0,1,0,0
"9278","Heraldia nocturna",0,1,0,0
"9279","Herichthys bartoni",0,1,0,0
"9280","Herichthys carpintis",0,1,0,0
"9281","Herichthys cyanoguttatus",0,1,0,0
"9282","Herichthys deppii",0,1,0,0
"9283","Herichthys labridens",0,1,0,0
"9284","Herichthys minckleyi",0,1,0,0
"9285","Herichthys pame",0,1,0,0
"9286","Herichthys pantostictus",0,1,0,0
"9287","Herichthys steindachneri",0,1,0,0
"9288","Herichthys tamasopoensis",0,1,0,0
"9289","Herichthys tepehua",0,1,0,0
"9290","Herklotsichthys blackburni",0,1,0,0
"9291","Herklotsichthys dispilonotus",0,1,0,0
"9292","Herklotsichthys gotoi",0,1,0,0
"9293","Herklotsichthys lippa",0,1,0,0
"9294","Herklotsichthys lossei",0,1,0,0
"9295","Herklotsichthys punctatus",0,1,0,0
"9296","Herklotsichthys quadrimaculatus",0,1,0,0
"9297","Herklotsichthys spilurus",0,1,0,0
"9298","Hermosilla azurea",0,1,0,0
"9299","Heroina isonycterina",0,1,0,0
"9300","Heros efasciatus",0,1,0,0
"9301","Heros severus",0,1,0,0
"9302","Herwigia kreffti",0,1,0,0
"9303","Herzensteinia microcephalus",0,1,0,0
"9304","Hesperoleucus symmetricus",0,1,0,0
"9305","Heterandria formosa",0,1,0,0
"9306","Heterobranchus bidorsalis",0,1,0,0
"9307","Heterobranchus boulengeri",0,1,0,0
"9308","Heterobranchus isopterus",0,1,0,0
"9309","Heterobranchus longifilis",0,1,0,0
"9310","Heterocharax macrolepis",0,1,0,0
"9311","Heterocheirodon yatai",0,1,0,0
"9312","Heterochromis multidens",0,1,0,0
"9313","Heteroclinus adelaidae",0,1,0,0
"9314","Heteroclinus eckloniae",0,1,0,0
"9315","Heteroclinus flavescens",0,1,0,0
"9316","Heteroclinus heptaeolus",0,1,0,0
"9317","Heteroclinus johnstoni",0,1,0,0
"9318","Heteroclinus kuiteri",0,1,0,0
"9319","Heteroclinus macrophthalmus",0,1,0,0
"9320","Heteroclinus nasutus",0,1,0,0
"9321","Heteroclinus perspicillatus",0,1,0,0
"9322","Heteroclinus puellarum",0,1,0,0
"9323","Heteroclinus roseus",0,1,0,0
"9324","Heteroclinus tristis",0,1,0,0
"9325","Heteroclinus whiteleggii",0,1,0,0
"9326","Heteroclinus wilsoni",0,1,0,0
"9327","Heteroconger hassi",0,1,0,0
"9328","Heteroconger lentiginosus",0,1,0,0
"9329","Heteroconger longissimus",0,1,0,0
"9330","Heteroconger luteolus",0,1,0,0
"9331","Heterodontus francisci",0,1,1,0
"9332","Heterodontus galeatus",0,1,0,0
"9333","Heterodontus japonicus",0,1,0,0
"9334","Heterodontus mexicanus",0,1,0,0
"9335","Heterodontus portusjacksoni",0,1,0,0
"9336","Heterodontus quoyi",0,1,0,0
"9337","Heterodontus zebra",0,1,0,0
"9338","Heteromycteris japonicus",0,1,0,0
"9339","Heteromycteris matsubarai",0,1,0,0
"9340","Heteromycteris oculus",0,1,0,0
"9341","Heterophallus milleri",0,1,0,0
"9342","Heterophallus rachovii",0,1,0,0
"9343","Heterophotus ophistoma",0,1,0,0
"9344","Heteroplopomus barbatus",0,1,0,0
"9345","Heteropneustes fossilis",0,1,0,0
"9346","Heteropneustes microps",0,1,0,0
"9347","Heteropriacanthus cruentatus",0,1,0,0
"9348","Heteroscarus acroptilus",0,1,0,0
"9349","Heterostichus rostratus",0,1,0,0
"9350","Heterotilapia buettikoferi",0,1,0,0
"9351","Heterotilapia cessiana",0,1,0,0
"9352","Heterotis niloticus",0,1,0,0
"9353","Hexagrammos octogrammus",0,1,1,0
"9354","Hexagrammos octogrammus x Hexagrammos agrammus",0,1,0,0
"9355","Hexagrammos octogrammus x Hexagrammos otakii",0,1,0,0
"9356","Hexagrammos superciliosus",0,1,0,0
"9357","Hexanchus griseus",0,1,1,0
"9358","Hexanchus nakamurai",0,1,0,0
"9359","Hexanematichthys sagor",0,1,0,0
"9360","Hexatrygon bickelli",0,1,0,0
"9361","Hexatrygon taiwanensis",0,1,0,0
"9362","Hilsa kelee",0,1,0,0
"9363","Himantolophus albinares",0,1,0,0
"9364","Himantolophus appelii",0,1,0,0
"9365","Himantolophus groenlandicus",0,1,0,0
"9366","Himantolophus litoceras",0,1,0,0
"9367","Himantolophus sagamius",0,1,0,0
"9368","Himantolophus stewarti",0,1,0,0
"9369","Himantura astra",0,1,0,0
"9370","Himantura chaophraya",0,1,0,0
"9371","Himantura dalyensis",0,1,0,0
"9372","Himantura fava",0,1,0,0
"9373","Himantura leoparda",0,1,0,0
"9374","Himantura lobistoma",0,1,0,0
"9375","Himantura microphthalma",0,1,0,0
"9376","Himantura oxyrhyncha",0,1,0,0
"9377","Himantura pacifica",0,1,0,0
"9378","Himantura schmardae",0,1,0,0
"9379","Himantura signifer",0,1,0,0
"9380","Himantura toshi",0,1,0,0
"9381","Himantura tutul",0,1,0,0
"9382","Himantura uarnak",0,1,0,0
"9383","Himantura uarnak 1 GJPN",0,1,0,0
"9384","Himantura uarnak 2 GJPN",0,1,0,0
"9385","Himantura uarnak 3 GJPN",0,1,0,0
"9386","Himantura uarnak 4 GJPN",0,1,0,0
"9387","Himantura undulata",0,1,0,0
"9388","Hime damasi",0,1,0,0
"9389","Hime formosanus",0,1,0,0
"9390","Hime japonica",0,1,0,0
"9391","Hime pyrhistion",0,1,0,0
"9392","Hiodon alosoides",0,1,0,0
"9393","Hiodon tergisus",0,1,0,0
"9394","Hippichthys cyanospilos",0,1,0,0
"9395","Hippichthys heptagonus",0,1,0,0
"9396","Hippichthys penicillus",0,1,0,0
"9397","Hippichthys spicifer",0,1,0,0
"9398","Hippocampus abdominalis",0,1,0,0
"9399","Hippocampus algiricus",0,1,0,0
"9400","Hippocampus angustus",0,1,0,0
"9401","Hippocampus barbouri",0,1,0,0
"9402","Hippocampus bargibanti",0,1,0,0
"9403","Hippocampus biocellatus",0,1,0,0
"9404","Hippocampus breviceps",0,1,0,0
"9405","Hippocampus camelopardalis",0,1,0,0
"9406","Hippocampus capensis",0,1,0,0
"9407","Hippocampus casscsio",0,1,0,0
"9408","Hippocampus comes",0,1,0,0
"9409","Hippocampus coronatus",0,1,0,0
"9410","Hippocampus denise",0,1,0,0
"9411","Hippocampus erectus",0,1,1,0
"9412","Hippocampus fisheri",0,1,0,0
"9413","Hippocampus fuscus",0,1,0,0
"9414","Hippocampus guttulatus",0,1,0,0
"9415","Hippocampus haema",0,1,0,0
"9416","Hippocampus hendriki",0,1,0,0
"9417","Hippocampus hilonis",0,1,0,0
"9418","Hippocampus hippocampus",0,1,0,0
"9419","Hippocampus histrix",0,1,0,0
"9420","Hippocampus ingens",0,1,0,0
"9421","Hippocampus japapigu",0,1,0,0
"9422","Hippocampus japonicus",0,1,0,0
"9423","Hippocampus jayakari",0,1,0,0
"9424","Hippocampus kelloggi",0,1,0,0
"9425","Hippocampus kuda",0,1,0,0
"9426","Hippocampus mohnikei",0,1,0,0
"9427","Hippocampus nalu",0,1,0,0
"9428","Hippocampus patagonicus",0,1,0,0
"9429","Hippocampus pontohi",0,1,0,0
"9430","Hippocampus queenslandicus",0,1,0,0
"9431","Hippocampus ramulosus",0,1,0,0
"9432","Hippocampus reidi",0,1,0,0
"9433","Hippocampus sindonis",0,1,0,0
"9434","Hippocampus sp",0,1,0,0
"9435","Hippocampus spinosissimus",0,1,0,0
"9436","Hippocampus subelongatus",0,1,0,0
"9437","Hippocampus trimaculatus",0,1,0,0
"9438","Hippocampus whitei",0,1,0,0
"9439","Hippocampus zosterae",0,1,0,0
"9440","Hippoglossina bollmani",0,1,0,0
"9441","Hippoglossina oblonga",0,1,0,0
"9442","Hippoglossina stomata",0,1,0,0
"9443","Hippoglossina tetrophthalma",0,1,0,0
"9444","Hippoglossoides dubius",0,1,0,0
"9445","Hippoglossoides elassodon",0,1,1,0
"9446","Hippoglossoides robustus",0,1,1,0
"9447","Hippoglossus stenolepis",0,1,1,0
"9448","Hippopotamyrus ansorgii",0,1,0,0
"9449","Hippopotamyrus castor",0,1,0,0
"9450","Hippopotamyrus longilateralis",0,1,0,0
"9451","Hippopotamyrus paugyi",0,1,0,0
"9452","Hippopotamyrus pictus",0,1,0,0
"9453","Hippopotamyrus szaboi",0,1,0,0
"9454","Hippopotamyrus weeksii",0,1,0,0
"9455","Hippopotamyrus wilverthi",0,1,0,0
"9456","Hipposcarus harid",0,1,0,0
"9457","Hipposcarus longiceps",0,1,0,0
"9458","Hirundichthys affinis",0,1,0,0
"9459","Hirundichthys albimaculatus",0,1,0,0
"9460","Hirundichthys coromandelensis",0,1,0,0
"9461","Hirundichthys marginatus",0,1,0,0
"9462","Hirundichthys oxycephalus",0,1,0,0
"9463","Hirundichthys rondeletii",0,1,0,0
"9464","Hirundichthys rufipinnis",0,1,0,0
"9465","Hirundichthys speculiger",0,1,0,0
"9466","Hirundichthys volador",0,1,0,0
"9467","Hisonotus acuen",0,1,0,0
"9468","Hisonotus aky",0,1,0,0
"9469","Hisonotus armatus",0,1,0,0
"9470","Hisonotus bocaiuva",0,1,0,0
"9471","Hisonotus carreiro",0,1,0,0
"9472","Hisonotus charrua",0,1,0,0
"9473","Hisonotus chromodontus",0,1,0,0
"9474","Hisonotus depressicauda",0,1,0,0
"9475","Hisonotus francirochai",0,1,0,0
"9476","Hisonotus insperatus",0,1,0,0
"9477","Hisonotus iota",0,1,0,0
"9478","Hisonotus laevior",0,1,0,0
"9479","Hisonotus leucofrenatus",0,1,0,0
"9480","Hisonotus leucophrys",0,1,0,0
"9481","Hisonotus maculipinnis",0,1,0,0
"9482","Hisonotus megaloplax",0,1,0,0
"9483","Hisonotus montanus",0,1,0,0
"9484","Hisonotus nigricauda",0,1,0,0
"9485","Hisonotus notatus",0,1,0,0
"9486","Hisonotus notopagos",0,1,0,0
"9487","Hisonotus oliveirai",0,1,0,0
"9488","Hisonotus paresi",0,1,0,0
"9489","Hisonotus paulinus",0,1,0,0
"9490","Hisonotus piracanjuba",0,1,0,0
"9491","Hisonotus prata",0,1,0,0
"9492","Hisonotus ringueleti",0,1,0,0
"9493","Hisonotus taimensis",0,1,0,0
"9494","Hisonotus thayeri",0,1,0,0
"9495","Histiobranchus bathybius",0,1,1,0
"9496","Histiobranchus bruuni",0,1,0,0
"9497","Histiodraco velifer",0,1,0,0
"9498","Histiogamphelus briggsii",0,1,0,0
"9499","Histiogamphelus cristatus",0,1,0,0
"9500","Histiophryne bougainvilli",0,1,0,0
"9501","Histiophryne cryptacanthus",0,1,0,0
"9502","Histiophryne maggiewalker",0,1,0,0
"9503","Histiophryne psychedelica",0,1,0,0
"9504","Histiopterus typus",0,1,0,0
"9505","Histrio histrio",0,1,0,0
"9506","Holacanthus africanus",0,1,0,0
"9507","Holacanthus bermudensis",0,1,0,0
"9508","Holacanthus ciliaris",0,1,0,0
"9509","Holacanthus clarionensis",0,1,0,0
"9510","Holacanthus limbaughi",0,1,0,0
"9511","Holacanthus passer",0,1,0,0
"9512","Holacanthus tricolor",0,1,0,0
"9513","Holanthias chrysostictus",0,1,0,0
"9514","Holcomycteronus brucei",0,1,0,0
"9515","Hollandichthys multifasciatus",0,1,0,0
"9516","Holocentrus adscensionis",0,1,0,0
"9517","Holocentrus rufus",0,1,0,0
"9518","Hologymnosus annulatus",0,1,0,0
"9519","Hologymnosus doliatus",0,1,0,0
"9520","Hologymnosus rhodonotus",0,1,0,0
"9521","Holohalaelurus punctatus",0,1,0,0
"9522","Holohalaelurus regani",0,1,0,0
"9523","Holtbyrnia anomala",0,1,0,0
"9524","Holtbyrnia innesi",0,1,1,0
"9525","Holtbyrnia laticauda",0,1,0,0
"9526","Holtbyrnia latifrons",0,1,1,0
"9527","Holtbyrnia macrops",0,1,0,0
"9528","Homaloptera confuzona",0,1,0,0
"9529","Homaloptera montana",0,1,0,0
"9530","Homaloptera ocellata",0,1,0,0
"9531","Homaloptera ogilviei",0,1,0,0
"9532","Homaloptera parclitella",0,1,0,0
"9533","Homalopteroides smithi",0,1,0,0
"9534","Homatula acuticephala",0,1,0,0
"9535","Homatula anguillioides",0,1,0,0
"9536","Homatula berezowskii",0,1,0,0
"9537","Homatula change",0,1,0,0
"9538","Homatula coccinocola",0,1,0,0
"9539","Homatula disparizona",0,1,0,0
"9540","Homatula guanhensis",0,1,0,0
"9541","Homatula laxiclathra",0,1,0,0
"9542","Homatula longidorsalis",0,1,0,0
"9543","Homatula potanini",0,1,0,0
"9544","Homatula pycnolepis",0,1,0,0
"9545","Homatula variegata",0,1,0,0
"9546","Homatula wujiangensis",0,1,0,0
"9547","Homatula wuliangensis",0,1,0,0
"9548","Homodiaetus anisitsi",0,1,0,0
"9549","Homostolus acer",0,1,0,0
"9550","Hongeo koreana",0,1,0,0
"9551","Hongshuia microstomatus",0,1,0,0
"9552","Hongshuia paoli",0,1,0,0
"9553","Hoplarchus psittacus",0,1,0,0
"9554","Hoplerythrinus unitaeniatus",0,1,0,0
"9555","Hopliancistrus tricornis",0,1,0,0
"9556","Hoplias aimara",0,1,0,0
"9557","Hoplias australis",0,1,0,0
"9558","Hoplias brasiliensis",0,1,0,0
"9559","Hoplias curupira",0,1,0,0
"9560","Hoplias intermedius",0,1,0,0
"9561","Hoplias lacerdae",0,1,0,0
"9562","Hoplias malabaricus",0,1,0,0
"9563","Hoplias mbigua",0,1,0,0
"9564","Hoplias microlepis",0,1,0,0
"9565","Hoplias misionera",0,1,0,0
"9566","Hoplichthys acanthopleurus",0,1,0,0
"9567","Hoplichthys citrinus",0,1,0,0
"9568","Hoplichthys fasciatus",0,1,0,0
"9569","Hoplichthys filamentosus",0,1,0,0
"9570","Hoplichthys gilberti",0,1,0,0
"9571","Hoplichthys langsdorfii",0,1,0,0
"9572","Hoplichthys regani",0,1,0,0
"9573","Hoplobrotula armata",0,1,0,0
"9574","Hoplobrotula gnathopus",0,1,0,0
"9575","Hoplocharax goethei",0,1,0,0
"9576","Hoplolatilus chlupatyi",0,1,0,0
"9577","Hoplolatilus cuniculus",0,1,0,0
"9578","Hoplolatilus fronticinctus",0,1,0,0
"9579","Hoplolatilus marcosi",0,1,0,0
"9580","Hoplolatilus purpureus",0,1,0,0
"9581","Hoplolatilus starcki",0,1,0,0
"9582","Hoplomyzon sexpapilostoma",0,1,0,0
"9583","Hoplopagrus guentherii",0,1,0,0
"9584","Hoplosebastes armatus",0,1,0,0
"9585","Hoplosternum littorale",0,1,0,0
"9586","Hoplosternum punctatum",0,1,0,0
"9587","Hoplostethus atlanticus",0,1,0,0
"9588","Hoplostethus cadenati",0,1,0,0
"9589","Hoplostethus crassispinus",0,1,0,0
"9590","Hoplostethus gigas",0,1,0,0
"9591","Hoplostethus japonicus",0,1,0,0
"9592","Hoplostethus latus",0,1,0,0
"9593","Hoplostethus mediterraneus",0,1,0,0
"9594","Hoplostethus melanopeza",0,1,0,0
"9595","Hoplostethus melanopus",0,1,0,0
"9596","Hoplostethus mento",0,1,0,0
"9597","Hoplostethus ravurictus",0,1,0,0
"9598","Hoplunnis macrura",0,1,0,0
"9599","Hoplunnis punctata",0,1,0,0
"9600","Hoplunnis tenuis",0,1,0,0
"9601","Horabagrus brachysoma",0,1,0,0
"9602","Horabagrus melanosoma",0,1,0,0
"9603","Horabagrus nigricollaris",0,1,0,0
"9604","Horadandia atukorali",0,1,0,0
"9605","Howella brodiei",0,1,1,0
"9606","Howella parini",0,1,0,0
"9607","Howella sherborni",0,1,1,0
"9608","Howella zina",0,1,0,0
"9609","Hubbsina turneri",0,1,0,0
"9610","Hucho bleekeri",0,1,0,0
"9611","Hucho hucho",0,1,0,0
"9612","Hucho taimen",0,1,0,0
"9613","Huso dauricus",0,1,0,0
"9614","Huso dauricus x Acipenser schrenckii",0,1,0,0
"9615","Huso huso",0,1,0,0
"9616","Hybognathus amarus",0,1,0,0
"9617","Hybognathus argyritis",0,1,0,0
"9618","Hybognathus hankinsoni",0,1,0,0
"9619","Hybognathus hayi",0,1,0,0
"9620","Hybognathus nuchalis",0,1,0,0
"9621","Hybognathus placitus",0,1,0,0
"9622","Hybognathus regius",0,1,0,0
"9623","Hybopsis amblops",0,1,0,0
"9624","Hybopsis amnis",0,1,0,0
"9625","Hybopsis dorsalis",0,1,0,0
"9626","Hybopsis hypsinotus",0,1,0,0
"9627","Hybopsis lineapunctata",0,1,0,0
"9628","Hybopsis rubrifrons",0,1,0,0
"9629","Hybopsis winchelli",0,1,0,0
"9630","Hybopsis zanema",0,1,0,0
"9631","Hydrocynus brevis",0,1,0,0
"9632","Hydrocynus forskahlii",0,1,0,0
"9633","Hydrocynus goliath",0,1,0,0
"9634","Hydrocynus tanzaniae",0,1,0,0
"9635","Hydrocynus vittatus",0,1,0,0
"9636","Hydrocyon sp",0,1,0,0
"9637","Hydrolagus affinis",0,1,0,0
"9638","Hydrolagus africanus",0,1,0,0
"9639","Hydrolagus barbouri",0,1,0,0
"9640","Hydrolagus bemisi",0,1,0,0
"9641","Hydrolagus erithacus",0,1,0,0
"9642","Hydrolagus lemures",0,1,0,0
"9643","Hydrolagus lusitanicus",0,1,0,0
"9644","Hydrolagus macrophthalmus",0,1,0,0
"9645","Hydrolagus melanophasma",0,1,1,0
"9646","Hydrolagus mirabilis",0,1,0,0
"9647","Hydrolagus mitsukurii",0,1,0,0
"9648","Hydrolagus novaezealandiae",0,1,0,0
"9649","Hydrolagus ogilbyi",0,1,0,0
"9650","Hydrolagus pallidus",0,1,0,0
"9651","Hydrolagus purpurescens",0,1,0,0
"9652","Hydrolagus trolli",0,1,0,0
"9653","Hydrolycus armatus",0,1,0,0
"9654","Hydrolycus scomberoides",0,1,0,0
"9655","Hygophum atratum",0,1,0,0
"9656","Hygophum benoiti",0,1,0,0
"9657","Hygophum hanseni",0,1,0,0
"9658","Hygophum hygomii",0,1,0,0
"9659","Hygophum macrochir",0,1,0,0
"9660","Hygophum proximum",0,1,0,0
"9661","Hygophum reinhardtii",0,1,1,0
"9662","Hygophum taaningi",0,1,0,0
"9663","Hylopanchax silvestris",0,1,0,0
"9664","Hylopanchax stictopleuron",0,1,0,0
"9665","Hymenocephalus italicus",0,1,0,0
"9666","Hymenocephalus lethonemus",0,1,0,0
"9667","Hymenocephalus longibarbis",0,1,0,0
"9668","Hymenocephalus longiceps",0,1,0,0
"9669","Hymenocephalus striatissimus",0,1,0,0
"9670","Hymenogadus gracilis",0,1,0,0
"9671","Hypancistrus contradens",0,1,0,0
"9672","Hypancistrus debilittera",0,1,0,0
"9673","Hypancistrus furunculus",0,1,0,0
"9674","Hypancistrus lunaorum",0,1,0,0
"9675","Hypancistrus zebra",0,1,0,0
"9676","Hypanus americanus",0,1,0,0
"9677","Hypanus berthalutzae",0,1,0,0
"9678","Hypanus dipterurus",0,1,1,0
"9679","Hypanus guttatus",0,1,0,0
"9680","Hypanus longus",0,1,0,0
"9681","Hypanus rudis",0,1,0,0
"9682","Hypanus sabinus",0,1,0,0
"9683","Hypentelium etowanum",0,1,0,0
"9684","Hypentelium nigricans",0,1,0,0
"9685","Hypentelium roanokense",0,1,0,0
"9686","Hyperlophus vittatus",0,1,0,0
"9687","Hyperoglyphe antarctica",0,1,0,0
"9688","Hyperoglyphe bythites",0,1,0,0
"9689","Hyperoglyphe japonica",0,1,0,0
"9690","Hyperoglyphe moselii",0,1,0,0
"9691","Hyperoglyphe perciformis",0,1,0,0
"9692","Hyperoglyphe pringlei",0,1,0,0
"9693","Hyperopisus bebe",0,1,0,0
"9694","Hyperoplus immaculatus",0,1,0,0
"9695","Hyperoplus lanceolatus",0,1,0,0
"9696","Hyperprosopon anale",0,1,1,0
"9697","Hyperprosopon argenteum",0,1,1,0
"9698","Hyperprosopon ellipticum",0,1,1,0
"9699","Hyphessobrycon agulha",0,1,0,0
"9700","Hyphessobrycon amandae",0,1,0,0
"9701","Hyphessobrycon anisitsi",0,1,0,0
"9702","Hyphessobrycon balbus",0,1,0,0
"9703","Hyphessobrycon bentosi",0,1,0,0
"9704","Hyphessobrycon bifasciatus",0,1,0,0
"9705","Hyphessobrycon borealis",0,1,0,0
"9706","Hyphessobrycon caru",0,1,0,0
"9707","Hyphessobrycon columbianus",0,1,0,0
"9708","Hyphessobrycon compressus",0,1,0,0
"9709","Hyphessobrycon copelandi",0,1,0,0
"9710","Hyphessobrycon eos",0,1,0,0
"9711","Hyphessobrycon eques",0,1,0,0
"9712","Hyphessobrycon erythrostigma",0,1,0,0
"9713","Hyphessobrycon flammeus",0,1,0,0
"9714","Hyphessobrycon frickei",0,1,0,0
"9715","Hyphessobrycon geryi",0,1,0,0
"9716","Hyphessobrycon guarani",0,1,0,0
"9717","Hyphessobrycon herbertaxelrodi",0,1,0,0
"9718","Hyphessobrycon igneus",0,1,0,0
"9719","Hyphessobrycon isiri",0,1,0,0
"9720","Hyphessobrycon itaparicensis",0,1,0,0
"9721","Hyphessobrycon loretoensis",0,1,0,0
"9722","Hyphessobrycon megalopterus",0,1,0,0
"9723","Hyphessobrycon micropterus",0,1,0,0
"9724","Hyphessobrycon nigricinctus",0,1,0,0
"9725","Hyphessobrycon panamensis",0,1,0,0
"9726","Hyphessobrycon parvellus",0,1,0,0
"9727","Hyphessobrycon peruvianus",0,1,0,0
"9728","Hyphessobrycon piorskii",0,1,0,0
"9729","Hyphessobrycon pulchripinnis",0,1,0,0
"9730","Hyphessobrycon reticulatus",0,1,0,0
"9731","Hyphessobrycon robustulus",0,1,0,0
"9732","Hyphessobrycon rosaceus",0,1,0,0
"9733","Hyphessobrycon roseus",0,1,0,0
"9734","Hyphessobrycon santae",0,1,0,0
"9735","Hyphessobrycon savagei",0,1,0,0
"9736","Hyphessobrycon tortuguerae",0,1,0,0
"9737","Hyphessobrycon uruguayensis",0,1,0,0
"9738","Hypleurochilus aequipinnis",0,1,0,0
"9739","Hypleurochilus bananensis",0,1,0,0
"9740","Hypleurochilus brasil",0,1,0,0
"9741","Hypleurochilus fissicornis",0,1,0,0
"9742","Hypleurochilus geminatus",0,1,0,0
"9743","Hypleurochilus pseudoaequipinnis",0,1,0,0
"9744","Hypleurochilus springeri",0,1,0,0
"9745","Hypnos monopterygius",0,1,0,0
"9746","Hypoatherina barnesi",0,1,0,0
"9747","Hypoatherina celebesensis",0,1,0,0
"9748","Hypoatherina gobio",0,1,0,0
"9749","Hypoatherina golanii",0,1,0,0
"9750","Hypoatherina harringtonensis",0,1,0,0
"9751","Hypoatherina lunata",0,1,0,0
"9752","Hypoatherina temminckii",0,1,0,0
"9753","Hypoatherina tsurugae",0,1,0,0
"9754","Hypoatherina woodwardi",0,1,0,0
"9755","Hypobrycon leptorhynchus",0,1,0,0
"9756","Hypobrycon maromba",0,1,0,0
"9757","Hypoclinemus mentalis",0,1,0,0
"9758","Hypodoras forficulatus",0,1,0,0
"9759","Hypodytes rubripinnis",0,1,0,0
"9760","Hypogaleus hyugaensis",0,1,0,0
"9761","Hypomasticus despaxi",0,1,0,0
"9762","Hypomasticus lineomaculatus",0,1,0,0
"9763","Hypomasticus megalepis",0,1,0,0
"9764","Hypomasticus mormyrops",0,1,0,0
"9765","Hypomasticus pachycheilus",0,1,0,0
"9766","Hypomasticus santanai",0,1,0,0
"9767","Hypomasticus thayeri",0,1,0,0
"9768","Hypomesus chishimaensis",0,1,0,0
"9769","Hypomesus japonicus",0,1,0,0
"9770","Hypomesus nipponensis",0,1,0,0
"9771","Hypomesus olidus",0,1,0,0
"9772","Hypomesus transpacificus",0,1,0,0
"9773","Hypophthalmichthys molitrix",0,1,0,0
"9774","Hypophthalmichthys nobilis",0,1,0,0
"9775","Hypophthalmichthys nobilis x Hypophthalmichthys molitrix",0,1,0,0
"9776","Hypophthalmus edentatus",0,1,0,0
"9777","Hypophthalmus fimbriatus",0,1,0,0
"9778","Hypophthalmus marginatus",0,1,0,0
"9779","Hypophthalmus oremaculatus",0,1,0,0
"9780","Hypoplectrus aberrans",0,1,0,0
"9781","Hypoplectrus chlorurus",0,1,0,0
"9782","Hypoplectrus ecosur",0,1,0,0
"9783","Hypoplectrus floridae",0,1,0,0
"9784","Hypoplectrus gemma",0,1,0,0
"9785","Hypoplectrus gummigutta",0,1,0,0
"9786","Hypoplectrus guttavarius",0,1,0,0
"9787","Hypoplectrus indigo",0,1,0,0
"9788","Hypoplectrus nigricans",0,1,0,0
"9789","Hypoplectrus puella",0,1,0,0
"9790","Hypoplectrus unicolor",0,1,0,0
"9791","Hypopomus artedi",0,1,0,0
"9792","Hypopterus macropterus",0,1,0,0
"9793","Hypoptopoma bilobatum",0,1,0,0
"9794","Hypoptopoma guentheri",0,1,0,0
"9795","Hypoptopoma guianense",0,1,0,0
"9796","Hypoptopoma gulare",0,1,0,0
"9797","Hypoptopoma incognitum",0,1,0,0
"9798","Hypoptopoma inexspectatum",0,1,0,0
"9799","Hypoptopoma spectabile",0,1,0,0
"9800","Hypoptopoma steindachneri",0,1,0,0
"9801","Hypoptopoma sternoptychum",0,1,0,0
"9802","Hypoptopoma thoracatum",0,1,0,0
"9803","Hypoptychus dybowskii",0,1,0,0
"9804","Hypopygus lepturus",0,1,0,0
"9805","Hypopygus neblinae",0,1,0,0
"9806","Hyporhamphus affinis",0,1,0,0
"9807","Hyporhamphus australis",0,1,0,0
"9808","Hyporhamphus brederi",0,1,0,0
"9809","Hyporhamphus capensis",0,1,0,0
"9810","Hyporhamphus dussumieri",0,1,0,0
"9811","Hyporhamphus ihi",0,1,0,0
"9812","Hyporhamphus intermedius",0,1,0,0
"9813","Hyporhamphus limbatus",0,1,0,0
