"","species","ednafish","mifishlist","npfish","hakaiseinefish"
"9814","Hyporhamphus meeki",0,1,0,0
"9815","Hyporhamphus melanochir",0,1,0,0
"9816","Hyporhamphus mexicanus",0,1,0,0
"9817","Hyporhamphus naos",0,1,0,0
"9818","Hyporhamphus quoyi",0,1,0,0
"9819","Hyporhamphus regularis",0,1,0,0
"9820","Hyporhamphus roberti",0,1,0,0
"9821","Hyporhamphus sajori",0,1,0,0
"9822","Hyporhamphus sindensis",0,1,0,0
"9823","Hyporhamphus snyderi",0,1,0,0
"9824","Hyporhamphus unifasciatus",0,1,0,0
"9825","Hyporhamphus xanthopterus",0,1,0,0
"9826","Hyporhamphus yuri",0,1,0,0
"9827","Hyporthodus acanthistius",0,1,0,0
"9828","Hyporthodus ergastularius",0,1,0,0
"9829","Hyporthodus exsul",0,1,0,0
"9830","Hyporthodus flavolimbatus",0,1,0,0
"9831","Hyporthodus haifensis",0,1,0,0
"9832","Hyporthodus mystacinus",0,1,0,0
"9833","Hyporthodus nigritus",0,1,0,0
"9834","Hyporthodus niphobles",0,1,0,0
"9835","Hyporthodus niveatus",0,1,0,0
"9836","Hyporthodus octofasciatus",0,1,0,0
"9837","Hyporthodus quernus",0,1,0,0
"9838","Hyporthodus septemfasciatus",0,1,0,0
"9839","Hyporthodus septemfasciatus x Epinephelus lanceolatus",0,1,0,0
"9840","Hypostomus affinis",0,1,0,0
"9841","Hypostomus agna",0,1,0,0
"9842","Hypostomus alatus",0,1,0,0
"9843","Hypostomus albopunctatus",0,1,0,0
"9844","Hypostomus ammophilus",0,1,0,0
"9845","Hypostomus ancistroides",0,1,0,0
"9846","Hypostomus arecuta",0,1,0,0
"9847","Hypostomus asperatus",0,1,0,0
"9848","Hypostomus aspilogaster",0,1,0,0
"9849","Hypostomus auroguttatus",0,1,0,0
"9850","Hypostomus basilisko",0,1,0,0
"9851","Hypostomus borellii",0,1,0,0
"9852","Hypostomus boulengeri",0,1,0,0
"9853","Hypostomus brevis",0,1,0,0
"9854","Hypostomus carinatus",0,1,0,0
"9855","Hypostomus cochliodon",0,1,0,0
"9856","Hypostomus commersoni",0,1,0,0
"9857","Hypostomus coppenamensis",0,1,0,0
"9858","Hypostomus corantijni",0,1,0,0
"9859","Hypostomus crassicauda",0,1,0,0
"9860","Hypostomus derbyi",0,1,0,0
"9861","Hypostomus ericae",0,1,0,0
"9862","Hypostomus faveolus",0,1,0,0
"9863","Hypostomus fonchii",0,1,0,0
"9864","Hypostomus formosae",0,1,0,0
"9865","Hypostomus francisci",0,1,0,0
"9866","Hypostomus goyazensis",0,1,0,0
"9867","Hypostomus gr",0,1,0,0
"9868","Hypostomus gymnorhynchus",0,1,0,0
"9869","Hypostomus hemicochliodon",0,1,0,0
"9870","Hypostomus hemiurus",0,1,0,0
"9871","Hypostomus heraldoi",0,1,0,0
"9872","Hypostomus hermanni",0,1,0,0
"9873","Hypostomus holostictus",0,1,0,0
"9874","Hypostomus hondae",0,1,0,0
"9875","Hypostomus hoplonites",0,1,0,0
"9876","Hypostomus iheringii",0,1,0,0
"9877","Hypostomus interruptus",0,1,0,0
"9878","Hypostomus isbrueckeri",0,1,0,0
"9879","Hypostomus jaguribensis",0,1,0,0
"9880","Hypostomus kopeyaka",0,1,0,0
"9881","Hypostomus laplatae",0,1,0,0
"9882","Hypostomus latifrons",0,1,0,0
"9883","Hypostomus luetkeni",0,1,0,0
"9884","Hypostomus luteomaculatus",0,1,0,0
"9885","Hypostomus luteus",0,1,0,0
"9886","Hypostomus macushi",0,1,0,0
"9887","Hypostomus margaritifer",0,1,0,0
"9888","Hypostomus meleagris",0,1,0,0
"9889","Hypostomus micromaculatus",0,1,0,0
"9890","Hypostomus microstomus",0,1,0,0
"9891","Hypostomus mutucae",0,1,0,0
"9892","Hypostomus myersi",0,1,0,0
"9893","Hypostomus nematopterus",0,1,0,0
"9894","Hypostomus niceforoi",0,1,0,0
"9895","Hypostomus nigromaculatus",0,1,0,0
"9896","Hypostomus oculeus",0,1,0,0
"9897","Hypostomus papariae",0,1,0,0
"9898","Hypostomus paranensis",0,1,0,0
"9899","Hypostomus paucimaculatus",0,1,0,0
"9900","Hypostomus paucipunctatus",0,1,0,0
"9901","Hypostomus paulinus",0,1,0,0
"9902","Hypostomus piratatu",0,1,0,0
"9903","Hypostomus plecostomoides",0,1,0,0
"9904","Hypostomus plecostomus",0,1,0,0
"9905","Hypostomus punctatus",0,1,0,0
"9906","Hypostomus pusarum",0,1,0,0
"9907","Hypostomus pyrineusi",0,1,0,0
"9908","Hypostomus regani",0,1,0,0
"9909","Hypostomus rhantos",0,1,0,0
"9910","Hypostomus robinii",0,1,0,0
"9911","Hypostomus saramaccensis",0,1,0,0
"9912","Hypostomus scabriceps",0,1,0,0
"9913","Hypostomus sculpodon",0,1,0,0
"9914","Hypostomus soniae",0,1,0,0
"9915","Hypostomus sp",0,1,0,0
"9916","Hypostomus spiniger",0,1,0,0
"9917","Hypostomus strigaticeps",0,1,0,0
"9918","Hypostomus taphorni",0,1,0,0
"9919","Hypostomus tapijara",0,1,0,0
"9920","Hypostomus ternetzi",0,1,0,0
"9921","Hypostomus topavae",0,1,0,0
"9922","Hypostomus uruguayensis",0,1,0,0
"9923","Hypostomus variipictus",0,1,0,0
"9924","Hypostomus watwata",0,1,0,0
"9925","Hypostomus weberi",0,1,0,0
"9926","Hypsagonus corniger",0,1,0,0
"9927","Hypsagonus jordani",0,1,0,0
"9928","Hypsagonus quadricornis",0,1,1,0
"9929","Hypselecara coryphaenoides",0,1,0,0
"9930","Hypselecara temporalis",0,1,0,0
"9931","Hypseleotris agilis",0,1,0,0
"9932","Hypseleotris aurea",0,1,0,0
"9933","Hypseleotris barrawayi",0,1,0,0
"9934","Hypseleotris compressa",0,1,0,0
"9935","Hypseleotris cyprinoides",0,1,0,0
"9936","Hypseleotris dayi",0,1,0,0
"9937","Hypseleotris ejuncida",0,1,0,0
"9938","Hypseleotris galii",0,1,0,0
"9939","Hypseleotris guentheri",0,1,0,0
"9940","Hypseleotris kimberleyensis",0,1,0,0
"9941","Hypseleotris klunzingeri",0,1,0,0
"9942","Hypseleotris regalis",0,1,0,0
"9943","Hypseleotris tohizonae",0,1,0,0
"9944","Hypselobarbus canarensis",0,1,0,0
"9945","Hypselobarbus curmuca",0,1,0,0
"9946","Hypselobarbus dobsoni",0,1,0,0
"9947","Hypselobarbus dubius",0,1,0,0
"9948","Hypselobarbus jerdoni",0,1,0,0
"9949","Hypselobarbus kolus",0,1,0,0
"9950","Hypselobarbus kurali",0,1,0,0
"9951","Hypselobarbus lithopidos",0,1,0,0
"9952","Hypselobarbus menoni",0,1,0,0
"9953","Hypselobarbus micropogon",0,1,0,0
"9954","Hypselobarbus mussullah",0,1,0,0
"9955","Hypselobarbus periyarensis",0,1,0,0
"9956","Hypselobarbus pulchellus",0,1,0,0
"9957","Hypselobarbus tamiraparaniei",0,1,0,0
"9958","Hypselobarbus thomassi",0,1,0,0
"9959","Hypselognathus rostratus",0,1,0,0
"9960","Hypsibarbus lagleri",0,1,0,0
"9961","Hypsibarbus malcolmi",0,1,0,0
"9962","Hypsibarbus myitkyinae",0,1,0,0
"9963","Hypsibarbus salweenensis",0,1,0,0
"9964","Hypsibarbus vernayi",0,1,0,0
"9965","Hypsibarbus wetmorei",0,1,0,0
"9966","Hypsoblennius brevipinnis",0,1,0,0
"9967","Hypsoblennius caulopus",0,1,0,0
"9968","Hypsoblennius gentilis",0,1,0,0
"9969","Hypsoblennius gilberti",0,1,0,0
"9970","Hypsoblennius hentz",0,1,0,0
"9971","Hypsoblennius invemar",0,1,0,0
"9972","Hypsoblennius ionthas",0,1,0,0
"9973","Hypsoblennius jenkinsi",0,1,0,0
"9974","Hypsolebias adornatus",0,1,0,0
"9975","Hypsolebias antenori",0,1,0,0
"9976","Hypsolebias carlettoi",0,1,0,0
"9977","Hypsolebias coamazonicus",0,1,0,0
"9978","Hypsolebias faouri",0,1,0,0
"9979","Hypsolebias flagellatus",0,1,0,0
"9980","Hypsolebias flavicaudatus",0,1,0,0
"9981","Hypsolebias fulminantis",0,1,0,0
"9982","Hypsolebias gilbertobrasili",0,1,0,0
"9983","Hypsolebias guanambi",0,1,0,0
"9984","Hypsolebias harmonicus",0,1,0,0
"9985","Hypsolebias hellneri",0,1,0,0
"9986","Hypsolebias igneus",0,1,0,0
"9987","Hypsolebias janaubensis",0,1,0,0
"9988","Hypsolebias longignatus",0,1,0,0
"9989","Hypsolebias magnificus",0,1,0,0
"9990","Hypsolebias martinsi",0,1,0,0
"9991","Hypsolebias mediopapillatus",0,1,0,0
"9992","Hypsolebias nitens",0,1,0,0
"9993","Hypsolebias nudiorbitatus",0,1,0,0
"9994","Hypsolebias ocellatus",0,1,0,0
"9995","Hypsolebias picturatus",0,1,0,0
"9996","Hypsolebias pterophyllus",0,1,0,0
"9997","Hypsolebias radiseriatus",0,1,0,0
"9998","Hypsolebias sertanejo",0,1,0,0
"9999","Hypsolebias splendissimus",0,1,0,0
"10000","Hypsolebias stellatus",0,1,0,0
"10001","Hypsolebias trilineatus",0,1,0,0
"10002","Hypsopanchax jubbi",0,1,0,0
"10003","Hypsopanchax modestus",0,1,0,0
"10004","Hypsopanchax platysternus",0,1,0,0
"10005","Hypsophrys nematopus",0,1,0,0
"10006","Hypsophrys nicaraguensis",0,1,0,0
"10007","Hypsophrys unimaculatus",0,1,0,0
"10008","Hypsopsetta guttulata",0,1,0,0
"10009","Hypsypops rubicundus",0,1,0,0
"10010","Hysterocarpus traskii",0,1,0,0
"10011","Hysteronotus megalostomus",0,1,0,0
"10012","Iago garricki",0,1,0,0
"10013","Iago omanensis",0,1,0,0
"10014","Iberochondrostoma almacai",0,1,0,0
"10015","Iberochondrostoma lemmingii",0,1,0,0
"10016","Iberochondrostoma lusitanicum",0,1,0,0
"10017","Iberochondrostoma olisiponensis",0,1,0,0
"10018","Iberochondrostoma olisiponensis x Iberochondrostoma lusitanicum",0,1,0,0
"10019","Iberochondrostoma oretanum",0,1,0,0
"10020","Icelinus burchami",0,1,1,0
"10021","Icelinus cavifrons",0,1,0,0
"10022","Icelinus filamentosus",0,1,1,0
"10023","Icelinus fimbriatus",0,1,1,0
"10024","Icelinus japonicus",0,1,0,0
"10025","Icelinus limbaughi",0,1,0,0
"10026","Icelinus oculatus",0,1,1,0
"10027","Icelinus pietschi",0,1,0,0
"10028","Icelinus quadriseriatus",0,1,0,0
"10029","Icelinus tenuis",0,1,1,0
"10030","Icelus bicornis",0,1,0,0
"10031","Icelus canaliculatus",0,1,1,0
"10032","Icelus cataphractus",0,1,0,0
"10033","Icelus gilberti",0,1,0,0
"10034","Icelus mandibularis",0,1,0,0
"10035","Icelus mororanis",0,1,0,0
"10036","Icelus sekii",0,1,0,0
"10037","Icelus spatula",0,1,1,0
"10038","Icelus spiniger",0,1,1,0
"10039","Icelus stenosomus",0,1,0,0
"10040","Icelus toyamensis",0,1,0,0
"10041","Ichthyapus ophioneus",0,1,0,0
"10042","Ichthyborus besse",0,1,0,0
"10043","Ichthyborus monodi",0,1,0,0
"10044","Ichthyborus ornatus",0,1,0,0
"10045","Ichthyborus quadrilineatus",0,1,0,0
"10046","Ichthyocampus carce",0,1,0,0
"10047","Ichthyococcus australis",0,1,0,0
"10048","Ichthyococcus elongatus",0,1,1,0
"10049","Ichthyococcus irregularis",0,1,1,0
"10050","Ichthyococcus ovatus",0,1,0,0
"10051","Ichthyoelephas longirostris",0,1,0,0
"10052","Ichthyscopus barbatus",0,1,0,0
"10053","Ichthyscopus lebeck",0,1,0,0
"10054","Ichthyscopus nigripinnis",0,1,0,0
"10055","Ichthyscopus sannio",0,1,0,0
"10056","Iconisemion striatum",0,1,0,0
"10057","Ictalurus balsanus",0,1,0,0
"10058","Ictalurus furcatus",0,1,0,0
"10059","Ictalurus lupus",0,1,0,0
"10060","Ictalurus meridionalis",0,1,0,0
"10061","Ictalurus mexicanus",0,1,0,0
"10062","Ictalurus pricei",0,1,0,0
"10063","Ictalurus pricei x Ictalurus punctatus",0,1,0,0
"10064","Ictalurus punctatus",0,1,0,0
"10065","Ictiobus bubalus",0,1,0,0
"10066","Ictiobus cyprinellus",0,1,0,0
"10067","Ictiobus labiosus",0,1,0,0
"10068","Ictiobus meridionalis",0,1,0,0
"10069","Ictiobus niger",0,1,0,0
"10070","Idiacanthus antrostomus",0,1,1,0
"10071","Idiacanthus atlanticus",0,1,0,0
"10072","Idiacanthus fasciola",0,1,0,0
"10073","Idiastion pacificum",0,1,0,0
"10074","Idiolophorhynchus andriashevi",0,1,0,0
"10075","Idiotropiscis australis",0,1,0,0
"10076","Idiotropiscis lumnitzeri",0,1,0,0
"10077","Iguanodectes geisleri",0,1,0,0
"10078","Iheringichthys labrosus",0,1,0,0
"10079","Ijimaia antillarum",0,1,0,0
"10080","Ijimaia dofleini",0,1,0,0
"10081","Iksookimia koreensis",0,1,0,0
"10082","Iksookimia longicorpa",0,1,0,0
"10083","Iksookimia pacifica",0,1,0,0
"10084","Iksookimia pumila",0,1,0,0
"10085","Iksookimia yongdokensis",0,1,0,0
"10086","Ilisha africana",0,1,0,0
"10087","Ilisha amazonica",0,1,0,0
"10088","Ilisha elongata",0,1,0,0
"10089","Ilisha filigera",0,1,0,0
"10090","Ilisha kampeni",0,1,0,0
"10091","Ilisha macrogaster",0,1,0,0
"10092","Ilisha megaloptera",0,1,0,0
"10093","Ilisha melastoma",0,1,0,0
"10094","Ilisha pristigastroides",0,1,0,0
"10095","Ilisha sirishai",0,1,0,0
"10096","Ilisha striatula",0,1,0,0
"10097","Iluocoetes fimbriatus",0,1,0,0
"10098","Ilyodon cortesae",0,1,0,0
"10099","Ilyodon furcidens",0,1,0,0
"10100","Ilyodon lennoni",0,1,0,0
"10101","Ilyodon whitei",0,1,0,0
"10102","Ilyodon xantusi",0,1,0,0
"10103","Ilyophis brunneus",0,1,0,0
"10104","Ilyophis nigeli",0,1,0,0
"10105","Ilypnus gilberti",0,1,0,0
"10106","Imparfinis borodini",0,1,0,0
"10107","Imparfinis guttatus",0,1,0,0
"10108","Imparfinis hasemani",0,1,0,0
"10109","Imparfinis lineatus",0,1,0,0
"10110","Imparfinis minutus",0,1,0,0
"10111","Imparfinis mirini",0,1,0,0
"10112","Imparfinis pijpersi",0,1,0,0
"10113","Imparfinis schubarti",0,1,0,0
"10114","Imparfinis stictonotus",0,1,0,0
"10115","Imparfinis timana",0,1,0,0
"10116","Imparfinis usmai",0,1,0,0
"10117","Incisilabeo behri",0,1,0,0
"10118","Indonotothenia cyanobrancha",0,1,0,0
"10119","Indoreonectes evezardi",0,1,0,0
"10120","Indoreonectes keralensis",0,1,0,0
"10121","Indoreonectes telanganaensis",0,1,0,0
"10122","Indostomus paradoxus",0,1,0,0
"10123","Inegocia guttata",0,1,0,0
"10124","Inegocia harrisii",0,1,0,0
"10125","Inegocia japonica",0,1,0,0
"10126","Inegocia ochiaii",0,1,0,0
"10127","Iniistius aneitensis",0,1,0,0
"10128","Iniistius auropunctatus",0,1,0,0
"10129","Iniistius bimaculatus",0,1,0,0
"10130","Iniistius celebicus",0,1,0,0
"10131","Iniistius dea",0,1,0,0
"10132","Iniistius evides",0,1,0,0
"10133","Iniistius geisha",0,1,0,0
"10134","Iniistius jacksonensis",0,1,0,0
"10135","Iniistius melanopus",0,1,0,0
"10136","Iniistius pavo",0,1,0,0
"10137","Iniistius pentadactylus",0,1,0,0
"10138","Iniistius trivittatus",0,1,0,0
"10139","Iniistius twistii",0,1,0,0
"10140","Iniistius umbrilatus",0,1,0,0
"10141","Iniistius verrens",0,1,0,0
"10142","Inimicus caledonicus",0,1,0,0
"10143","Inimicus cuvieri",0,1,0,0
"10144","Inimicus didactylus",0,1,0,0
"10145","Inimicus filamentosus",0,1,0,0
"10146","Inimicus japonicus",0,1,0,0
"10147","Inimicus sinensis",0,1,0,0
"10148","Inlecypris auropurpureus",0,1,0,0
"10149","Inpaichthys kerri",0,1,0,0
"10150","Insentiraja subtilispinosa",0,1,0,0
"10151","Insidiator macracanthus",0,1,0,0
"10152","Insperanos nattereri",0,1,0,0
"10153","Interochromis loocki",0,1,0,0
"10154","Iotichthys phlegethontis",0,1,0,0
"10155","Ipnops murrayi",0,1,0,0
"10156","Iracundus signifer",0,1,0,0
"10157","Iranocichla hormuzensis",0,1,0,0
"10158","Iranocichla persa",0,1,0,0
"10159","Iriatherina werneri",0,1,0,0
"10160","Irolita waitii",0,1,0,0
"10161","Isacia conceptionis",0,1,0,0
"10162","Isbrueckerichthys alipionis",0,1,0,0
"10163","Isbrueckerichthys calvus",0,1,0,0
"10164","Isbrueckerichthys duseni",0,1,0,0
"10165","Isbrueckerichthys epakmos",0,1,0,0
"10166","Isbrueckerichthys saxicola",0,1,0,0
"10167","Ischikauia steenackeri",0,1,0,0
"10168","Isichthys henryi",0,1,0,0
"10169","Isistius brasiliensis",0,1,0,0
"10170","Iso flosmaris",0,1,0,0
"10171","Iso hawaiiensis",0,1,0,0
"10172","Iso natalensis",0,1,0,0
"10173","Iso rhothophilus",0,1,0,0
"10174","Isocirrhitus sexfasciatus",0,1,0,0
"10175","Isogomphodon oxyrhynchus",0,1,0,0
"10176","Isopisthus parvipinnis",0,1,0,0
"10177","Isopisthus remifer",0,1,0,0
"10178","Isorineloricaria spinosissima",0,1,0,0
"10179","Isthmoheros tuyrensis",0,1,0,0
"10180","Istiblennius bellus",0,1,0,0
"10181","Istiblennius dussumieri",0,1,0,0
"10182","Istiblennius edentulus",0,1,0,0
"10183","Istiblennius enosimae",0,1,0,0
"10184","Istiblennius lineatus",0,1,0,0
"10185","Istiblennius pox",0,1,0,0
"10186","Istiblennius spilotus",0,1,0,0
"10187","Istigobius campbelli",0,1,0,0
"10188","Istigobius decoratus",0,1,0,0
"10189","Istigobius goldmanni",0,1,0,0
"10190","Istigobius hoshinonis",0,1,0,0
"10191","Istigobius nigroocellatus",0,1,0,0
"10192","Istigobius ornatus",0,1,0,0
"10193","Istigobius rigilius",0,1,0,0
"10194","Istiompax indica",0,1,0,0
"10195","Istiophorus albicans",0,1,0,0
"10196","Istiophorus platypterus",0,1,0,0
"10197","Isurus oxyrinchus",0,1,1,0
"10198","Isurus paucus",0,1,0,0
"10199","Ituglanis amazonicus",0,1,0,0
"10200","Ituglanis boitata",0,1,0,0
"10201","Ituglanis eichhorniarum",0,1,0,0
"10202","Ituglanis goya",0,1,0,0
"10203","Ituglanis herberti",0,1,0,0
"10204","Ituglanis inusitatus",0,1,0,0
"10205","Ituglanis metae",0,1,0,0
"10206","Ituglanis paraguassuensis",0,1,0,0
"10207","Ituglanis parahybae",0,1,0,0
"10208","Ituglanis parkoi",0,1,0,0
"10209","Ituglanis passensis",0,1,0,0
"10210","Itycirrhitus wilhelmi",0,1,0,0
"10211","Ivindomyrus marchei",0,1,0,0
"10212","Ivindomyrus opdenboschi",0,1,0,0
"10213","Ixinandria montebelloi",0,1,0,0
"10214","Ixinandria steinbachi",0,1,0,0
"10215","Japigny kirschbaum",0,1,0,0
"10216","Japonolaeops dentatus",0,1,0,0
"10217","Jaydia carinatus",0,1,0,0
"10218","Jaydia lineata",0,1,0,0
"10219","Jaydia melanopus",0,1,0,0
"10220","Jaydia novaeguineae",0,1,0,0
"10221","Jaydia queketti",0,1,0,0
"10222","Jaydia smithi",0,1,0,0
"10223","Jaydia striata",0,1,0,0
"10224","Jaydia striatodes",0,1,0,0
"10225","Jaydia truncata",0,1,0,0
"10226","Jenkinsia lamprotaenia",0,1,0,0
"10227","Jenynsia alternimaculata",0,1,0,0
"10228","Jenynsia darwini",0,1,0,0
"10229","Jenynsia lineata",0,1,0,0
"10230","Jenynsia maculata",0,1,0,0
"10231","Jenynsia multidentata",0,1,0,0
"10232","Jenynsia onca",0,1,0,0
"10233","Jenynsia sanctaecatarinae",0,1,0,0
"10234","Jenynsia sulfurica",0,1,0,0
"10235","Jenynsia tucumana",0,1,0,0
"10236","Jenynsia unitaenia",0,1,0,0
"10237","Jinshaia abbreviata",0,1,0,0
"10238","Jinshaia sinensis",0,1,0,0
"10239","Johnius amblycephalus",0,1,0,0
"10240","Johnius belangerii",0,1,0,0
"10241","Johnius borneensis",0,1,0,0
"10242","Johnius carouna",0,1,0,0
"10243","Johnius carutta",0,1,0,0
"10244","Johnius coitor",0,1,0,0
"10245","Johnius distinctus",0,1,0,0
"10246","Johnius dussumieri",0,1,0,0
"10247","Johnius elongatus",0,1,0,0
"10248","Johnius fuscolineatus",0,1,0,0
"10249","Johnius grypotus",0,1,0,0
"10250","Johnius heterolepis",0,1,0,0
"10251","Johnius macropterus",0,1,0,0
"10252","Johnius macrorhynus",0,1,0,0
"10253","Johnius majan",0,1,0,0
"10254","Johnius novaeguineae",0,1,0,0
"10255","Johnius plagiostoma",0,1,0,0
"10256","Johnius taiwanensis",0,1,0,0
"10257","Johnius trachycephalus",0,1,0,0
"10258","Johnius trewavasae",0,1,0,0
"10259","Johnius vogleri",0,1,0,0
"10260","Johnius weberi",0,1,0,0
"10261","Johnrandallia nigrirostris",0,1,0,0
"10262","Jordanella floridae",0,1,0,0
"10263","Jordanella pulchra",0,1,0,0
"10264","Joturus pichardi",0,1,0,0
"10265","Julidochromis dickfeldi",0,1,0,0
"10266","Julidochromis marlieri",0,1,0,0
"10267","Julidochromis ornatus",0,1,0,0
"10268","Julidochromis regani",0,1,0,0
"10269","Julidochromis transcriptus",0,1,0,0
"10270","Jupiaba abramoides",0,1,0,0
"10271","Jupiaba acanthogaster",0,1,0,0
"10272","Jupiaba anterior",0,1,0,0
"10273","Jupiaba anteroides",0,1,0,0
"10274","Jupiaba essequibensis",0,1,0,0
"10275","Jupiaba keithi",0,1,0,0
"10276","Jupiaba maroniensis",0,1,0,0
"10277","Jupiaba meunieri",0,1,0,0
"10278","Jupiaba mucronata",0,1,0,0
"10279","Jupiaba polylepis",0,1,0,0
"10280","Jupiaba zonata",0,1,0,0
"10281","Jurengraulis juruensis",0,1,0,0
"10282","Kajikia albida",0,1,0,0
"10283","Kajikia audax",0,1,1,0
"10284","Kali colubrina",0,1,0,0
"10285","Kali falx",0,1,0,0
"10286","Kali indica",0,1,1,0
"10287","Kali kerberti",0,1,1,0
"10288","Kali macrura",0,1,0,0
"10289","Kali normani",0,1,0,0
"10290","Kalyptatherina helodes",0,1,0,0
"10291","Kalyptodoras bahiensis",0,1,0,0
"10292","Kamoharaia megastoma",0,1,0,0
"10293","Kanekonia queenslandica",0,1,0,0
"10294","Karalepis stewarti",0,1,0,0
"10295","Karalla daura",0,1,0,0
"10296","Karalla dussumieri",0,1,0,0
"10297","Kareius bicoloratus",0,1,0,0
"10298","Kareius bicoloratus x Platichthys stellatus",0,1,0,0
"10299","Kareius bicoloratus x Pseudopleuronectes yokohamae",0,1,0,0
"10300","Kasatkia memorabilis",0,1,0,0
"10301","Kasatkia seigeli",0,1,0,0
"10302","Kathetostoma albigutta",0,1,0,0
"10303","Kathetostoma averruncus",0,1,1,0
"10304","Kathetostoma binigrasella",0,1,0,0
"10305","Kathetostoma canaster",0,1,0,0
"10306","Kathetostoma giganteum",0,1,0,0
"10307","Kathetostoma laeve",0,1,0,0
"10308","Kathetostoma nigrofasciatum",0,1,0,0
"10309","Kathetys bamilekorum",0,1,0,0
"10310","Kathetys elberti",0,1,0,0
"10311","Kathetys exiguum",0,1,0,0
"10312","Katsuwonus pelamis",0,1,1,0
"10313","Kaupichthys atronasus",0,1,0,0
"10314","Kaupichthys diodontus",0,1,0,0
"10315","Kaupichthys hyoproroides",0,1,0,0
"10316","Kaupichthys nuchalis",0,1,0,0
"10317","Kaupus costatus",0,1,0,0
"10318","Kelloggella cardinalis",0,1,0,0
"10319","Kentrocapros aculeatus",0,1,0,0
"10320","Kentrocapros flavofasciatus",0,1,0,0
"10321","Kentrocapros rosapinto",0,1,0,0
"10322","Kestratherina brevirostris",0,1,0,0
"10323","Kestratherina esox",0,1,0,0
"10324","Ketengus typus",0,1,0,0
"10325","Kichulchoia brevifasciata",0,1,0,0
"10326","Kichulchoia multifasciata",0,1,0,0
"10327","Kimberleyeleotris hutchinsi",0,1,0,0
"10328","Kiunga ballochi",0,1,0,0
"10329","Kneria sp",0,1,0,0
"10330","Knipowitschia byblisia",0,1,0,0
"10331","Knipowitschia caucasica",0,1,0,0
"10332","Knipowitschia ephesi",0,1,0,0
"10333","Knipowitschia goerneri",0,1,0,0
"10334","Knipowitschia longecaudata",0,1,0,0
"10335","Knipowitschia mermere",0,1,0,0
"10336","Knipowitschia milleri",0,1,0,0
"10337","Knipowitschia montenegrina",0,1,0,0
"10338","Knipowitschia mrakovcici",0,1,0,0
"10339","Knipowitschia panizzae",0,1,0,0
"10340","Knipowitschia radovici",0,1,0,0
"10341","Knipowitschia thessala",0,1,0,0
"10342","Knodus alpha",0,1,0,0
"10343","Knodus beta",0,1,0,0
"10344","Knodus borki",0,1,0,0
"10345","Knodus breviceps",0,1,0,0
"10346","Knodus chapadae",0,1,0,0
"10347","Knodus heteresthes",0,1,0,0
"10348","Knodus hypopterus",0,1,0,0
"10349","Knodus megalops",0,1,0,0
"10350","Knodus meridae",0,1,0,0
"10351","Knodus moenkhausii",0,1,0,0
"10352","Knodus orteguasae",0,1,0,0
"10353","Knodus smithi",0,1,0,0
"10354","Knodus tiquiensis",0,1,0,0
"10355","Knodus victoriae",0,1,0,0
"10356","Kochichthys flavofasciatus",0,1,0,0
"10357","Kolpotocheirodon figueiredoi",0,1,0,0
"10358","Kolpotocheirodon theloura",0,1,0,0
"10359","Konia dikume",0,1,0,0
"10360","Konia eisentrauti",0,1,0,0
"10361","Konosirus punctatus",0,1,0,0
"10362","Kopua japonica",0,1,0,0
"10363","Koreocobitis naktongensis",0,1,0,0
"10364","Koreocobitis rotundicaudata",0,1,0,0
"10365","Kottelatia brittani",0,1,0,0
"10366","Kottelatlimia katik",0,1,0,0
"10367","Kottelatlimia pristes",0,1,0,0
"10368","Koumansetta hectori",0,1,0,0
"10369","Koumansetta hoesei",0,1,0,0
"10370","Koumansetta rainfordi",0,1,0,0
"10371","Kraemeria bryani",0,1,0,0
"10372","Kraemeria cunicularia",0,1,0,0
"10373","Krefftichthys anderssoni",0,1,0,0
"10374","Kribia nana",0,1,0,0
"10375","Krobia guianensis",0,1,0,0
"10376","Krobia itanyi",0,1,0,0
"10377","Kronichthys heylandi",0,1,0,0
"10378","Kronichthys lacerta",0,1,0,0
"10379","Kronichthys subteres",0,1,0,0
"10380","Kronoheros umbrifer",0,1,0,0
"10381","Krusensterniella multispinosa",0,1,0,0
"10382","Krusensterniella notabilis",0,1,0,0
"10383","Kryptoglanis shajii",0,1,0,0
"10384","Kryptolebias brasiliensis",0,1,0,0
"10385","Kryptolebias caudomarginatus",0,1,0,0
"10386","Kryptolebias gracilis",0,1,0,0
"10387","Kryptolebias hermaphroditus",0,1,0,0
"10388","Kryptolebias marmoratus",0,1,0,0
