subject_accession,subject_taxonomy_id,kingdom,phylum,class,order,family,genus,species,sp_num
FJ159134,561181,Eukaryota,Bacillariophyta,Mediophyceae,Cymatosirales,Cymatosiraceae,Papiliocellulus,Papiliocellulus,1
AF514855,197758,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Haslea,Haslea wawrikae,1
AF514854,197757,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Haslea,Haslea salstonica,1
AF514850,197755,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Haslea,Haslea nipkowii,1
AY702144,91991,Eukaryota,unknown phylum,Bolidophyceae,Parmales,Triparmaceae,Bolidomonas,Bolidomonas mediterranea,2
AJ319828,35130,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionella,Asterionella glacialis,1
MH356727,568900,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Seminavis,Seminavis robusta,1
LC377906,654895,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia,1
NC_024079,210441,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionella,Asterionella formosa,1
NC_016731,1436140,Eukaryota,Bacillariophyta,Fragilariophyceae,Licmophorales,Ulnariaceae,Ulnaria,Ulnaria acus,1
ON390793,3003489,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Amicula,Amicula,1
NC_066075,355634,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula arenaria,1
KC509519,210441,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionella,Asterionella formosa,2
NC_012097,41880,Viridiplantae,Chlorophyta,unknown class,unknown order,Pycnococcaceae,Pycnococcus,Pycnococcus provasolii,1
LN735430,1606475,Viridiplantae,Chlorophyta,unknown class,unknown order,Pycnococcaceae,Pycnococcus,Pycnococcus,1
FN563081,41886,Viridiplantae,Chlorophyta,unknown class,unknown order,Pycnococcaceae,Pseudoscourfieldia,Pseudoscourfieldia marina,1
LC087374,254346,Viridiplantae,Chlorophyta,Trebouxiophyceae,unknown order,unknown family,unknown genus,Chlorella,1
AY702145,296585,Viridiplantae,Chlorophyta,unknown class,unknown order,Pycnococcaceae,Pseudoscourfieldia,Pseudoscourfieldia cf marina,1
KJ654313,1510160,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Leptolyngbyaceae,Leptolyngbya,Leptolyngbya,1
MF781045,2030444,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Cyanothecaceae,Cyanothece,Cyanothece svehlovae,1
AP018341,1763363,Bacteria,Cyanobacteriota,unknown class,unknown order,unknown family,unknown genus,cyanobacterium endosymbiont,1
KJ808699,41882,Viridiplantae,Streptophyta,Mesostigmatophyceae,Mesostigmatales,Mesostigmataceae,Mesostigma,Mesostigma viride,1
NC_002186,41882,Viridiplantae,Streptophyta,Mesostigmatophyceae,Mesostigmatales,Mesostigmataceae,Mesostigma,Mesostigma viride,2
KJ611371,706554,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Prochloraceae,unknown genus,Prochlorales cyanobacterium,1
KJ654310,1510152,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Coleofasciculaceae,Geitlerinema,Geitlerinema,1
JQ701194,216589,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Prochlorotrichaceae,Prochlorothrix,Prochlorothrix,1
FN563105,41882,Viridiplantae,Streptophyta,Mesostigmatophyceae,Mesostigmatales,Mesostigmataceae,Mesostigma,Mesostigma viride,3
MK955146,2583301,Bacteria,Cyanobacteriota,unknown class,unknown order,unknown family,unknown genus,Cyanobacteria,1
MN823183,2684465,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,unknown family,unknown genus,Oscillatoriales cyanobacterium,1
MN267150,2602021,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Oculatellaceae,Shackletoniella,Leptolyngbya antarctica,1
MK814632,42002,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Callithamniaceae,Crouania,Crouania attenuata,1
LS992493,268115,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Oculatellaceae,Shackletoniella,Shackletoniella antarctica,1
MH144149,2138318,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Kamptonema,Kamptonema animale,1
KU958133,1977285,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Kamptonema,Kamptonema formosum,1
KU230333,216601,Bacteria,Cyanobacteriota,unknown class,unknown order,unknown family,unknown genus,Antarctic cyanobacterium,1
KM657209,1208610,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,Oscillatoria,1
KC463192,1352619,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcidiopsidales,Chroococcidiopsidaceae,Chroococcidiopsis,Chroococcidiopsis,1
JN979956,1165021,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Leptolyngbyaceae,Leptolyngbya,Leptolyngbya borchgrevinkii,1
GU186896,693228,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,unknown family,Jaaginema,Jaaginema subtilissimum,1
AF278747,154508,Viridiplantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Koliellaceae,Raphidonema,Raphidonema sempervirens,1
AF497782,155715,Viridiplantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Koliellaceae,Raphidonema,Raphidonema nivale,1
Z82775,54301,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Cyanothecaceae,Cyanothece,Cyanothece aeruginosa,1
MG869804,2499666,Bacteria,Cyanobacteriota,unknown class,unknown order,unknown family,unknown genus,coccoid cyanobacterium,1
KX284725,1196377,Eukaryota,Rhodophyta,Florideophyceae,Batrachospermales,Batrachospermaceae,Kumanoa,Kumanoa americana,1
NC_031178,1196377,Eukaryota,Rhodophyta,Florideophyceae,Batrachospermales,Batrachospermaceae,Kumanoa,Kumanoa americana,2
NC_025528,3083,Viridiplantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,Edaphochlorella,Edaphochlorella mirabilis,1
KM263164,1565459,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Stakelama,Stakelama,1
KM462865,3083,Viridiplantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,Edaphochlorella,Edaphochlorella mirabilis,2
LN555048,156210,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,unknown family,unknown genus,cillatoriales cyanobacterium,1
ON527048,2944379,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Komvophoron,Komvophoron groenlandicum,1
MK641509,1196387,Eukaryota,Rhodophyta,Florideophyceae,Batrachospermales,Batrachospermaceae,Kumanoa,Kumanoa mahlacensis,1
JQ867393,1191077,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Phormidium,Phormidium boryanum,1
EF160013,183216,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,unknown family,unknown genus,Chroococcales cyanobacterium,1
EF072307,412049,Bacteria,unknown phylum,unknown class,unknown order,unknown family,unknown genus,Family,1
DQ058889,259951,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Cyanothecaceae,Cyanothece,Cyanothece,1
AF428533,184023,Bacteria,Cyanobacteriota,unknown class,unknown order,unknown family,unknown genus,soil crust cyanobacterium,1
AF076164,78655,Bacteria,Cyanobacteriota,unknown class,unknown order,unknown family,unknown genus,Antarctic,1
DQ026682,332484,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Callithamniaceae,Crouania,Crouania elisiae,1
AJ582391,245179,Eukaryota,Bacillariophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Rhopalodia,Rhopalodia gibba,1
X65100,3083,Viridiplantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,Edaphochlorella,Edaphochlorella mirabilis,3
MK247131,1603431,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Oculatellaceae,Oculatella,Oculatella,1
JX494785,1234773,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcidiopsidales,Chroococcidiopsidaceae,Chroococcidiopsis,Chroococcidiopsis thermalis,1
MN243147,2599945,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Oculatellaceae,Oculatella,Oculatella crustaeformantes,1
NR_172620,2855433,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,unknown family,Altericista,Altericista variichlora,1
MF360795,2014352,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Oculatellaceae,Thermoleptolyngbya,Thermoleptolyngbya,1
MF527191,183215,Bacteria,Cyanobacteriota,Cyanophyceae,Pleurocapsales,unknown family,unknown genus,Pleurocapsales cyanobacterium,1
LC325274,2040611,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Prochlorotrichaceae,Nodosilinea,Nodosilinea,1
KY706202,215699,Eukaryota,Euglenozoa,Euglenida,Eutreptiales,unknown family,Eutreptiella,Eutreptiella pomquetensis,1
MF101411,1550622,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Acrosorium,Acrosorium ciliolatum,1
KT438814,1745952,Viridiplantae,Chlorophyta,Trebouxiophyceae,unknown order,unknown family,unknown genus,Trebouxiophyceae,1
KT438811,1745949,Viridiplantae,Chlorophyta,Trebouxiophyceae,unknown order,unknown family,unknown genus,Trebouxiophyceae,2
KP688591,1706387,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Leptolyngbyaceae,Scytolyngbya,Scytolyngbya timoleontis,1
NC_035260,1550622,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Acrosorium,Acrosorium ciliolatum,2
NC_025529,173497,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Pseudochlorella,Pseudochlorella signiensis,1
KP640613,1672075,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Leptolyngbyaceae,Pinocchia,Pinocchia polymorpha,1
LN714001,171245,Viridiplantae,Chlorophyta,unknown class,unknown order,unknown family,unknown genus,Chlorophyta,1
ON897672,2961730,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Leptolyngbyaceae,Leptodesmis,Leptodesmis,1
KM462866,173497,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Pseudochlorella,Pseudochlorella signiensis,2
MZ127485,2833766,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Sirenicapillariaceae,Sirenicapillaria,Sirenicapillaria rigida,1
AB928020,1491133,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Pseudochlorella,Pseudochlorella,1
MF039954,1118066,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,unknown genus,SAR cluster,1
KP770091,1653215,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,unknown genus,Alteromonadaceae,1
OX044363,332614,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,unknown family,unknown genus,Pseudomonadales,1
OP278934,2315479,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,unknown genus,SAR clade,1
MK603743,2026782,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,unknown genus,Porticoccaceae,1
EU600582,220135,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,unknown genus,Pseudomonadaceae,1
MW413901,216927,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Paraliales,Paraliaceae,Paralia,Paralia sulcata,1
MW729336,451786,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Attheyaceae,Attheya,Attheya longicornis,1
KX138555,307815,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,unknown genus,Thalassiosiraceae,1
MN956530,2850,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,Phaeodactylum tricornutum,1
NC_037989,517775,Eukaryota,Bacillariophyta,Mediophyceae,Triceratiales,Plagiogrammaceae,Psammoneis,Psammoneis japonica,1
MG148339,517775,Eukaryota,Bacillariophyta,Mediophyceae,Triceratiales,Plagiogrammaceae,Psammoneis,Psammoneis japonica,2
NC_067578,197756,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Haslea,Haslea pseudostrearia,1
KT363689,1519565,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Fistulifera,Fistulifera solaris,1
MZ520767,2770866,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Schizostauron,Schizostauron trachyderma,1
NC_056789,880757,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Fistulifera,Fistulifera saprophila,1
NC_026126,1577906,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Berkeleyaceae,Berkeleya,Berkeleya fennica,1
EF446229,115547,Archaea,unknown phylum,unknown class,unknown order,unknown family,unknown genus,archaeon,1
NC_013710,1436140,Eukaryota,Bacillariophyta,Fragilariophyceae,Licmophorales,Ulnariaceae,Ulnaria,Ulnaria acus,2
GU002153,1436140,Eukaryota,Bacillariophyta,Fragilariophyceae,Licmophorales,Ulnariaceae,Ulnaria,Ulnaria acus,3
LN735388,240364,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros neogracilis,1
NC_067954,1003062,Eukaryota,Bacillariophyta,Mediophyceae,Hemiaulales,Hemiaulaceae,Hemiaulus,Hemiaulus sinensis,2
KM108647,1552982,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,unknown genus,Ditylum,1
FJ002220,913975,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Fistulifera,Fistulifera pelliculosa,1
MW845776,163503,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros socialis,1
MW845775,426630,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros costatus,1
MH113811,303400,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia palea,1
NC_014287,400756,Eukaryota,unknown phylum,Dinophyceae,Peridiniales,Kryptoperidiniaceae,Durinskia,Durinskia baltica,1
NC_067951,374047,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Helicotheca,Helicotheca tamesis,2
KU382423,1778489,Bacteria,Pseudomonadota,Alphaproteobacteria,Pelagibacterales,unknown family,unknown genus,Pelagibacterales,1
KP988926,219660,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,unknown family,unknown genus,Rickettsiales,1
KC545742,749697,Bacteria,unknown phylum,unknown class,unknown order,unknown family,unknown genus,candidate division marine group,1
OL629104,1130726,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Defluviimonas,Defluviimonas aestuarii,1
MT278116,1898957,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Gemmobacter,Gemmobacter,1
MK972441,2652247,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Gemmobacter,Gemmobacter serpentinus,1
MK425684,1452508,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Caldimonas,Caldimonas caldifontis,1
MH778538,2306023,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Gemmobacter,Gemmobacter lutimaris,1
MG804768,204728,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rhodobacter,Rhodobacter,1
MG597032,296830,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,unknown family,unknown genus,Rhodospirillales,1
KU573787,156588,Bacteria,Verrucomicrobiota,unknown class,unknown order,unknown family,unknown genus,Verrucomicrobiota,1
KM220014,933059,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Gemmobacter,Gemmobacter aquatilis,1
MW553387,642250,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Gemmobacter,Gemmobacter fontiphilus,1
NR_114265,490185,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Gemmobacter,Gemmobacter aquaticus,1
AB702473,171953,Bacteria,Acidobacteriota,unknown class,unknown order,unknown family,unknown genus,Acidobacteriota,1
GU474881,710732,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,unknown family,unknown genus,Acidobacteriales,1
EU360982,190530,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,unknown family,unknown genus,riglobales,1
EU360981,190530,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,unknown family,unknown genus,riglobales,2
HQ675484,939177,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Acidobacterium,Acidobacterium,1
EU919058,114706,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Acidobacterium,Acidobacterium,2
KR086443,114706,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Acidobacterium,Acidobacterium,3
AF313495,142794,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,unknown family,unknown genus,bacterium NWCu,1
JX530887,194844,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,unknown genus,Acidobacteriaceae,1
GQ163746,742052,Bacteria,unknown phylum,unknown class,unknown order,unknown family,unknown genus,sponge,1
OK235975,2004799,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea,Luteitalea,1
JQ278792,133144,Bacteria,unknown phylum,unknown class,unknown order,unknown family,unknown genus,bacterium gp,1
FQ738856,32644,unknown kingdom,unknown phylum,unknown class,unknown order,unknown family,unknown genus,unidentified,1
EF651405,344338,Bacteria,Bacillota,unknown class,unknown order,unknown family,unknown genus,Firmicutes,1
KC492886,152507,Bacteria,Actinomycetota,Actinomycetes,unknown order,unknown family,unknown genus,Actinomycetes,1
OK235740,2004799,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea,Luteitalea,2
MF997424,2133758,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,Halamphora,Halamphora calidilacuna,1
MW861541,2914906,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,Pleurosigma mgcode,1
JX527239,1233490,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Balneatrichaceae,Balneatrix,Balneatrix,1
DQ906762,219048,Bacteria,unknown phylum,unknown class,unknown order,unknown family,unknown genus,Antarctic sea ice,1
HE963017,1210972,Bacteria,unknown phylum,unknown class,unknown order,unknown family,unknown genus,bacterium symbiont,1
AM402959,404293,Bacteria,unknown phylum,unknown class,unknown order,unknown family,unknown genus,bacterial endosymbiont,1
KP988856,165436,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,unknown genus,Flavobacteriaceae,1
FJ002242,555756,Eukaryota,Bacillariophyta,Mediophyceae,Cymatosirales,Cymatosiraceae,Leyanella,Leyanella arenaria,1
FJ002223,2856,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium,1
AJ536452,3003,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Bacillaria,Bacillaria paxillifer,1
KY498712,89381,Eukaryota,Foraminifera,unknown class,Rotaliida,Rotaliidae,Pararotalia,Pararotalia nipponica,1
FJ002193,420264,Eukaryota,Bacillariophyta,Mediophyceae,Cymatosirales,Cymatosiraceae,Arcocellulus,Arcocellulus mammifer,1
LN735501,464227,Eukaryota,Bacillariophyta,Mediophyceae,Cymatosirales,Cymatosiraceae,Minutocellus,Minutocellus,1
FJ002199,555837,Eukaryota,Bacillariophyta,Mediophyceae,Cymatosirales,Cymatosiraceae,Minutocellus,Minutocellus,2
MG011660,1501331,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Fragilaria,Fragilaria,1
MK335924,1904441,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,unknown genus,Paracoccaceae,1
OM317524,1538529,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Planktomarina,Planktomarina,1
NR_125550,666509,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Planktomarina,Planktomarina temperata,1
JF488102,1010146,Bacteria,Verrucomicrobiota,unknown class,unknown order,unknown family,unknown genus,Verrucomicrobia,1
MF439553,129174,Bacteria,Verrucomicrobiota,unknown class,unknown order,unknown family,unknown genus,verrucomicrobium,1
OP915614,1191521,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobia subdivision 3,Pedosphaera,Pedosphaera,1
JF345303,1084611,Bacteria,Gemmatimonadota,unknown class,unknown order,unknown family,unknown genus,Gemmatimonadetes bacterium,1
EU642147,100234,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,unknown family,unknown genus,Verrucomicrobiales,1
EU642065,100234,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,unknown family,unknown genus,Verrucomicrobiales,2
JX505287,522608,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,Prosthecobacter,1
OP833108,1191521,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobia subdivision 3,Pedosphaera,Pedosphaera,2
