species_verbatim,query,domain,kingdom,phylum,class,subclass,order,family,genus,species,ottid_species,rank
Anabas testudineus,Anabas testudineus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Anabantidae,Anabas,Anabas testudineus,896431,NA
Anableps anableps,Anableps anableps,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Anablepidae,Anableps,Anableps anableps,349121,NA
Anableps dowei,Anableps dowei,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Anablepidae,Anableps,Anableps dowei,3641993,NA
Anableps microlepis,Anableps microlepis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Anablepidae,Anableps,Anableps microlepis,3641994,NA
Anablepsoides amphoreus,Anablepsoides amphoreus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,NA,Anablepsoides,Anablepsoides amphoreus,1075424,NA
Anablepsoides cearensis,Anablepsoides cearensis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,NA,Anablepsoides,Anablepsoides cearensis,3641650,NA
Anablepsoides compressus,Anablepsoides compressus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,NA,Anablepsoides,Anablepsoides compressus,632449,NA
Anablepsoides cryptocallus,Anablepsoides cryptocallus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,NA,Anablepsoides,Anablepsoides cryptocallus,1075420,NA
Anablepsoides deltaphilus,Anablepsoides deltaphilus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,NA,Anablepsoides,Anablepsoides deltaphilus,136055,NA
Anablepsoides gamae,Anablepsoides gamae,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,NA,Anablepsoides,Anablepsoides gamae,6140780,NA
Anablepsoides hartii,Anablepsoides hartii,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,NA,Anablepsoides,Anablepsoides hartii,1075437,NA
Anablepsoides igneus,Anablepsoides igneus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,NA,Anablepsoides,Anablepsoides igneus,3641579,NA
Anablepsoides immaculatus,Anablepsoides immaculatus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,NA,Anablepsoides,Anablepsoides immaculatus,1075443,NA
Anablepsoides iridescens,Anablepsoides iridescens,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,NA,Anablepsoides,Anablepsoides iridescens,1040084,NA
Anablepsoides jucundus,Anablepsoides jucundus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,NA,Anablepsoides,Anablepsoides jucundus,136064,NA
Anablepsoides ophiomimus,Anablepsoides ophiomimus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,NA,Anablepsoides,Anablepsoides ophiomimus,136070,NA
Anablepsoides ornatus,Anablepsoides ornatus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,NA,Anablepsoides,Anablepsoides ornatus,1040081,NA
Anablepsoides rubrolineatus,Anablepsoides rubrolineatus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,NA,Anablepsoides,Anablepsoides rubrolineatus,710125,NA
Anablepsoides speciosus,Anablepsoides speciosus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,NA,Anablepsoides,Anablepsoides speciosus,3641626,NA
Anablepsoides stagnatus,Anablepsoides stagnatus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,NA,Anablepsoides,Anablepsoides stagnatus,684057,NA
Anablepsoides urophthalmus,Anablepsoides urophthalmus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,NA,Anablepsoides,Anablepsoides urophthalmus,945973,NA
Anablepsoides waimacui,Anablepsoides waimacui,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,NA,Anablepsoides,Anablepsoides waimacui,1040093,NA
Anacanthus barbatus,Anacanthus barbatus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Monacanthidae,Anacanthus,Anacanthus barbatus,973168,NA
Anadoras grypus,Anadoras grypus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Siluriformes,Doradidae,Anadoras,Anadoras grypus,102009,NA
Anadoras weddellii,Anadoras weddellii,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Siluriformes,Doradidae,Anadoras,Anadoras weddellii,3622421,NA
Anaecypris hispanica,Anaecypris hispanica,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cyprinidae,Anaecypris,Anaecypris hispanica,311118,NA
Anaecypris punica,Anaecypris punica,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cyprinidae,Anaecypris,Anaecypris punica,607462,NA
Anampses caeruleopunctatus,Anampses caeruleopunctatus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Labridae,Anampses,Anampses caeruleopunctatus,372276,NA
Anampses chrysocephalus,Anampses chrysocephalus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Labridae,Anampses,Anampses chrysocephalus,914686,NA
Anampses cuvier,Anampses cuvier,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Labridae,Anampses,Anampses cuvier,1089802,NA
Anampses elegans,Anampses elegans,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Labridae,Anampses,Anampses elegans,428560,NA
Anampses femininus,Anampses femininus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Labridae,Anampses,Anampses femininus,914681,NA
Anampses geographicus,Anampses geographicus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Labridae,Anampses,Anampses geographicus,398739,NA
Anampses lennardi,Anampses lennardi,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Labridae,Anampses,Anampses lennardi,339884,NA
Anampses lineatus,Anampses lineatus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Labridae,Anampses,Anampses lineatus,1039156,NA
Anampses melanurus,Anampses melanurus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Labridae,Anampses,Anampses melanurus,339887,NA
Anampses meleagrides,Anampses meleagrides,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Labridae,Anampses,Anampses meleagrides,714748,NA
Anampses neoguinaicus,Anampses neoguinaicus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Labridae,Anampses,Anampses neoguinaicus,372273,NA
Anampses twistii,Anampses twistii,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Labridae,Anampses,Anampses twistii,762167,NA
Anarchias seychellensis,Anarchias seychellensis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Anguilliformes,Muraenidae,Anarchias,Anarchias seychellensis,937953,NA
Anarchias similis,Anarchias similis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Anguilliformes,Muraenidae,Anarchias,Anarchias similis,3643738,NA
Anarchopterus criniger,Anarchopterus criniger,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Syngnathidae,Anarchopterus,Anarchopterus criniger,3642342,NA
Anarhichas denticulatus,Anarhichas denticulatus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Anarhichadidae,Anarhichas,Anarhichas denticulatus,924472,NA
Anarhichas lupus,Anarhichas lupus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Anarhichadidae,Anarhichas,Anarhichas lupus,258651,NA
Anarhichas minor,Anarhichas minor,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Anarhichadidae,Anarhichas,Anarhichas minor,292333,NA
Anarhichas orientalis,Anarhichas orientalis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Anarhichadidae,Anarhichas,Anarhichas orientalis,1080100,NA
Anarrhichthys ocellatus,Anarrhichthys ocellatus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Anarhichadidae,Anarrhichthys,Anarrhichthys ocellatus,714035,NA
Ancherythroculter daovantieni,Ancherythroculter daovantieni,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cyprinidae,Ancherythroculter,Ancherythroculter daovantieni,976585,NA
Ancherythroculter kurematsui,Ancherythroculter kurematsui,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cyprinidae,Ancherythroculter,Ancherythroculter kurematsui,3627462,NA
Ancherythroculter lini,Ancherythroculter lini,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cyprinidae,Ancherythroculter,Ancherythroculter lini,3627463,NA
Ancherythroculter nigrocauda,Ancherythroculter nigrocauda,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cyprinidae,Ancherythroculter,Ancherythroculter nigrocauda,850521,NA
Ancherythroculter wangi,Ancherythroculter wangi,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cyprinidae,Ancherythroculter,Ancherythroculter wangi,3627461,NA
Anchichoerops natalensis,Anchichoerops natalensis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Labridae,Anchichoerops,Anchichoerops natalensis,256442,NA
Anchoa cayorum,Anchoa cayorum,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchoa,Anchoa cayorum,243689,NA
Anchoa chamensis,Anchoa chamensis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchoa,Anchoa chamensis,56898,NA
Anchoa choerostoma,Anchoa choerostoma,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchoa,Anchoa choerostoma,482301,NA
Anchoa colonensis,Anchoa colonensis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchoa,Anchoa colonensis,243682,NA
Anchoa compressa,Anchoa compressa,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchoa,Anchoa compressa,302403,NA
Anchoa cubana,Anchoa cubana,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchoa,Anchoa cubana,353402,NA
Anchoa delicatissima,Anchoa delicatissima,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchoa,Anchoa delicatissima,574959,NA
Anchoa filifera,Anchoa filifera,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchoa,Anchoa filifera,353372,NA
Anchoa hepsetus,Anchoa hepsetus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchoa,Anchoa hepsetus,482293,NA
Anchoa ischana,Anchoa ischana,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchoa,Anchoa ischana,3628528,NA
Anchoa lamprotaenia,Anchoa lamprotaenia,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchoa,Anchoa lamprotaenia,353377,NA
Anchoa lucida,Anchoa lucida,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchoa,Anchoa lucida,3628529,NA
Anchoa lyolepis,Anchoa lyolepis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchoa,Anchoa lyolepis,482306,NA
Anchoa mitchilli,Anchoa mitchilli,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchoa,Anchoa mitchilli,681352,NA
Anchoa mundeola,Anchoa mundeola,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchoa,Anchoa mundeola,3628524,NA
Anchoa mundeoloides,Anchoa mundeoloides,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchoa,Anchoa mundeoloides,503628,NA
Anchoa nasus,Anchoa nasus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchoa,Anchoa nasus,1057570,NA
Anchoa panamensis,Anchoa panamensis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchoa,Anchoa panamensis,503620,NA
Anchoa parva,Anchoa parva,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchoa,Anchoa parva,818392,NA
Anchoa scofieldi,Anchoa scofieldi,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchoa,Anchoa scofieldi,818387,NA
Anchoa spinifer,Anchoa spinifer,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchoa,Anchoa spinifer,3628537,NA
Anchoa walkeri,Anchoa walkeri,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchoa,Anchoa walkeri,818402,NA
Anchovia clupeoides,Anchovia clupeoides,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchovia,Anchovia clupeoides,610207,NA
Anchovia macrolepidota,Anchovia macrolepidota,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchovia,Anchovia macrolepidota,818397,NA
Anchovia surinamensis,Anchovia surinamensis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchovia,Anchovia surinamensis,503611,NA
Anchoviella alleni,Anchoviella alleni,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchoviella,Anchoviella alleni,456162,NA
Anchoviella balboae,Anchoviella balboae,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchoviella,Anchoviella balboae,562334,NA
Anchoviella brevirostris,Anchoviella brevirostris,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchoviella,Anchoviella brevirostris,393680,NA
Anchoviella carrikeri,Anchoviella carrikeri,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchoviella,Anchoviella carrikeri,145915,NA
Anchoviella elongata,Anchoviella elongata,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchoviella,Anchoviella elongata,393665,NA
Anchoviella guianensis,Anchoviella guianensis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchoviella,Anchoviella guianensis,393670,NA
Anchoviella jamesi,Anchoviella jamesi,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchoviella,Anchoviella jamesi,3628546,NA
Anchoviella lepidentostole,Anchoviella lepidentostole,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchoviella,Anchoviella lepidentostole,610213,NA
Anchoviella manamensis,Anchoviella manamensis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Engraulidae,Anchoviella,Anchoviella manamensis,3628544,NA
Ancistomus feldbergae,Ancistomus feldbergae,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Siluriformes,Loricariidae,Ancistomus,Ancistomus feldbergae,5846046,NA
Ancistomus snethlageae,Ancistomus snethlageae,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Siluriformes,Loricariidae,Ancistomus,Ancistomus snethlageae,3622622,NA
Ancistrogobius yoshigoui,Ancistrogobius yoshigoui,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Gobiidae,Ancistrogobius,Ancistrogobius yoshigoui,3638222,NA
Ancistrus aguaboensis,Ancistrus aguaboensis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Siluriformes,Loricariidae,Ancistrus,Ancistrus aguaboensis,3622584,NA
Ancistrus bolivianus,Ancistrus bolivianus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Siluriformes,Loricariidae,Ancistrus,Ancistrus bolivianus,3622588,NA
Ancistrus brevipinnis,Ancistrus brevipinnis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Siluriformes,Loricariidae,Ancistrus,Ancistrus brevipinnis,643610,NA
Ancistrus bufonius,Ancistrus bufonius,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Siluriformes,Loricariidae,Ancistrus,Ancistrus bufonius,3622574,NA
Ancistrus chagresi,Ancistrus chagresi,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Siluriformes,Loricariidae,Ancistrus,Ancistrus chagresi,3622564,NA
Ancistrus cirrhosus,Ancistrus cirrhosus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Siluriformes,Loricariidae,Ancistrus,Ancistrus cirrhosus,448077,NA
Ancistrus clementinae,Ancistrus clementinae,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Siluriformes,Loricariidae,Ancistrus,Ancistrus clementinae,3622585,NA
Ancistrus cryptophthalmus,Ancistrus cryptophthalmus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Siluriformes,Loricariidae,Ancistrus,Ancistrus cryptophthalmus,171130,NA
Ancistrus cuiabae,Ancistrus cuiabae,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Siluriformes,Loricariidae,Ancistrus,Ancistrus cuiabae,3622586,NA
Ancistrus dolichopterus,Ancistrus dolichopterus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Siluriformes,Loricariidae,Ancistrus,Ancistrus dolichopterus,439744,NA
Ancistrus hoplogenys,Ancistrus hoplogenys,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Siluriformes,Loricariidae,Ancistrus,Ancistrus hoplogenys,3622609,NA
Ancistrus leucostictus,Ancistrus leucostictus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Siluriformes,Loricariidae,Ancistrus,Ancistrus leucostictus,3622611,NA
Ancistrus macrophthalmus,Ancistrus macrophthalmus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Siluriformes,Loricariidae,Ancistrus,Ancistrus macrophthalmus,3622603,NA
Ancistrus megalostomus,Ancistrus megalostomus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Siluriformes,Loricariidae,Ancistrus,Ancistrus megalostomus,3622612,NA
Ancistrus multispinis,Ancistrus multispinis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Siluriformes,Loricariidae,Ancistrus,Ancistrus multispinis,448085,NA
Ancistrus pirareta,Ancistrus pirareta,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Siluriformes,Loricariidae,Ancistrus,Ancistrus pirareta,439751,NA
Ancistrus ranunculus,Ancistrus ranunculus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Siluriformes,Loricariidae,Ancistrus,Ancistrus ranunculus,439749,NA
Ancistrus spinosus,Ancistrus spinosus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Siluriformes,Loricariidae,Ancistrus,Ancistrus spinosus,3622566,NA
Ancistrus temminckii,Ancistrus temminckii,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Siluriformes,Loricariidae,Ancistrus,Ancistrus temminckii,3622559,NA
Ancistrus trinitatis,Ancistrus trinitatis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Siluriformes,Loricariidae,Ancistrus,Ancistrus trinitatis,3622573,NA
Ancylopsetta dilecta,Ancylopsetta dilecta,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Paralichthyidae,Ancylopsetta,Ancylopsetta dilecta,3640427,NA
Ancylopsetta ommata,Ancylopsetta ommata,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Paralichthyidae,Ancylopsetta,Ancylopsetta ommata,631040,NA
Andamia reyi,Andamia reyi,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Blenniidae,Andamia,Andamia reyi,29868,NA
Andamia tetradactylus,Andamia tetradactylus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Blenniidae,Andamia,Andamia tetradactylus,29874,NA
Andersonia leptura,Andersonia leptura,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Siluriformes,Amphiliidae,Andersonia,Andersonia leptura,3623359,NA
Andinoacara biseriatus,Andinoacara biseriatus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Cichlidae,Andinoacara,Andinoacara biseriatus,266024,NA
Andinoacara coeruleopunctatus,Andinoacara coeruleopunctatus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Cichlidae,Andinoacara,Andinoacara coeruleopunctatus,215146,NA
Andinoacara latifrons,Andinoacara latifrons,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Cichlidae,Andinoacara,Andinoacara latifrons,334264,NA
Andinoacara pulcher,Andinoacara pulcher,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Cichlidae,Andinoacara,Andinoacara pulcher,222797,NA
Andinoacara rivulatus,Andinoacara rivulatus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Cichlidae,Andinoacara,Andinoacara rivulatus,498808,NA
Andinoacara sapayensis,Andinoacara sapayensis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Cichlidae,Andinoacara,Andinoacara sapayensis,334260,NA
Andinoacara stalsbergi,Andinoacara stalsbergi,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Cichlidae,Andinoacara,Andinoacara stalsbergi,334269,NA
Anduzedoras oxyrhynchus,Anduzedoras oxyrhynchus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Siluriformes,Doradidae,Anduzedoras,Anduzedoras oxyrhynchus,267803,NA
Anguilla anguilla x Anguilla rostrata,Anguilla anguilla x Anguilla rostrata,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla x Anguilla rostrata,5810168,NA
Anguilla anguilla,Anguilla anguilla,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,854201,NA
Anguilla australis,Anguilla australis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Anguilliformes,Anguillidae,Anguilla,Anguilla australis,479860,NA
Anguilla bengalensis,Anguilla bengalensis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Anguilliformes,Anguillidae,Anguilla,Anguilla bengalensis,667647,NA
Anguilla bicolor,Anguilla bicolor,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Anguilliformes,Anguillidae,Anguilla,Anguilla bicolor,214544,NA
Anguilla celebesensis,Anguilla celebesensis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Anguilliformes,Anguillidae,Anguilla,Anguilla celebesensis,202978,NA
Anguilla dieffenbachii,Anguilla dieffenbachii,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Anguilliformes,Anguillidae,Anguilla,Anguilla dieffenbachii,214534,NA
Anguilla interioris,Anguilla interioris,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Anguilliformes,Anguillidae,Anguilla,Anguilla interioris,42137,NA
Anguilla japonica,Anguilla japonica,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Anguilliformes,Anguillidae,Anguilla,Anguilla japonica,854198,NA
Anguilla luzonensis,Anguilla luzonensis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Anguilliformes,Anguillidae,Anguilla,Anguilla luzonensis,689350,NA
Anguilla malgumora,Anguilla malgumora,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Anguilliformes,Anguillidae,Anguilla,Anguilla malgumora,667650,NA
