"","rank","found_taxa","ncbi_sp","genus","family","order","class","worms_match","worms_sciname","worms_aphiaid","original_aphiaid","status","unacceptreason","freshwater_only","hybrid"
"139","species","Alosa sapidissima","Alosa sapidissima","Alosa","Alosidae","Clupeiformes","Teleostei","Alosa sapidissima","Alosa sapidissima",158670,158670,"accepted",NA,0,NA
"140","species","Plicofollis platystomus","Plicofollis platystomus","Plicofollis","Ariidae","Siluriformes","Teleostei","Plicofollis platystomus","Plicofollis platystomus",282299,282299,"accepted",NA,0,NA
"141","species","Brevitrygon walga","Brevitrygon walga","Brevitrygon","Dasyatidae","Myliobatiformes","Elasmobranchii","Brevitrygon walga","Brevitrygon walga",1042826,1042826,"accepted",NA,0,NA
"142","species","Leiognathus brevirostris","Leiognathus brevirostris","Leiognathus","Leiognathidae","Acanthuriformes","Teleostei","Leiognathus brevirostris","Leiognathus brevirostris",273618,273618,"accepted",NA,0,NA
"143","species","Sarcocheilichthys kiangsiensis","Sarcocheilichthys kiangsiensis","Sarcocheilichthys","Cyprinidae","Cypriniformes","Teleostei","Sarcocheilichthys kiangsiensis","Sarcocheilichthys kiangsiensis",1011812,1011812,"accepted",NA,1,NA
"144","species","Macropodus opercularis","Macropodus chinensis","Macropodus","Osphronemidae","Anabantiformes","Teleostei","Macropodus chinensis","Macropodus opercularis",1016961,1533985,"unaccepted",NA,0,NA
"145","species","Pseudobagrus tenuis","Pseudobagrus tenuis","Pseudobagrus","Bagridae","Siluriformes","Teleostei","Pseudobagrus tenuis","Pseudobagrus tenuis",1020453,1020453,"accepted",NA,1,NA
"146","species","Cottus czerskii","Cottus czerskii","Cottus","Cottidae","Perciformes","Teleostei","Cottus czerskii","Cottus czerskii",1015693,1015693,"accepted",NA,1,NA
"147",NA,NA,"Geotria australis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",NA,NA,"Mordacia mordax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","species","Anguilla reinhardtii","Anguilla reinhardtii","Anguilla","Anguillidae","Anguilliformes","Teleostei","Anguilla reinhardtii","Anguilla reinhardtii",271711,271711,"accepted",NA,0,NA
"150","species","Anguilla australis","Anguilla australis","Anguilla","Anguillidae","Anguilliformes","Teleostei","Anguilla australis","Anguilla australis",293541,293541,"accepted",NA,0,NA
"151","species","Nematalosa erebi","Nematalosa erebi","Nematalosa","Dorosomatidae","Clupeiformes","Teleostei","Nematalosa erebi","Nematalosa erebi",278454,278454,"accepted",NA,0,NA
"152","species","Percalates colonorum","Percalates colonorum","Percalates","Percichthyidae","Centrarchiformes","Teleostei","Percalates colonorum","Percalates colonorum",320151,320151,"accepted",NA,0,NA
"153","genus","Percalates","Percalates novemaculeata","Percalates","Percichthyidae","Centrarchiformes","Teleostei","Percalates","Percalates",NA,NA,NA,NA,NA,NA
"154","species","Gadopsis bispinosus","Gadopsis bispinosus","Gadopsis","Percichthyidae","Centrarchiformes","Teleostei","Gadopsis bispinosus","Gadopsis bispinosus",1012067,1012067,"accepted",NA,1,NA
"155","species","Gadopsis marmoratus","Gadopsis marmoratus","Gadopsis","Percichthyidae","Centrarchiformes","Teleostei","Gadopsis marmoratus","Gadopsis marmoratus",1021911,1021911,"accepted",NA,1,NA
"156","species","Maccullochella macquariensis","Maccullochella macquariensis","Maccullochella","Percichthyidae","Centrarchiformes","Teleostei","Maccullochella macquariensis","Maccullochella macquariensis",991272,991272,"accepted",NA,1,NA
"157","species","Macquaria australasica","Macquaria australasica","Macquaria","Percichthyidae","Centrarchiformes","Teleostei","Macquaria australasica","Macquaria australasica",991274,991274,"accepted",NA,1,NA
"158","species","Macquaria ambigua","Macquaria ambigua","Macquaria","Percichthyidae","Centrarchiformes","Teleostei","Macquaria ambigua","Macquaria ambigua",1020364,1020364,"accepted",NA,1,NA
"159","species","Nannoperca obscura","Nannoperca obscura","Nannoperca","Percichthyidae","Centrarchiformes","Teleostei","Nannoperca obscura","Nannoperca obscura",281635,281635,"accepted",NA,0,NA
"160","species","Nannoperca australis","Nannoperca australis","Nannoperca","Percichthyidae","Centrarchiformes","Teleostei","Nannoperca australis","Nannoperca australis",1020006,1020006,"accepted",NA,1,NA
"161","species","Bidyanus bidyanus","Bidyanus bidyanus","Bidyanus","Terapontidae","Centrarchiformes","Teleostei","Bidyanus bidyanus","Bidyanus bidyanus",1019959,1019959,"accepted",NA,1,NA
"162","species","Leiopotherapon unicolor","Leiopotherapon unicolor","Leiopotherapon","Terapontidae","Centrarchiformes","Teleostei","Leiopotherapon unicolor","Leiopotherapon unicolor",281283,281283,"accepted",NA,0,NA
"163","species","Pseudaphritis urvillii","Pseudaphritis urvillii","Pseudaphritis","Pseudaphritidae","Perciformes","Teleostei","Pseudaphritis urvillii","Pseudaphritis urvillii",282401,282401,"accepted",NA,0,NA
"164","species","Perca fluviatilis","Perca fluviatilis","Perca","Percidae","Perciformes","Teleostei","Perca fluviatilis","Perca fluviatilis",151353,151353,"accepted",NA,0,NA
"165","species","Oxyeleotris lineolata","Oxyeleotris lineolata","Oxyeleotris","Eleotridae","Gobiiformes","Teleostei","Oxyeleotris lineolata","Oxyeleotris lineolata",991293,991293,"accepted",NA,1,NA
"166","species","Hypseleotris klunzingeri","Hypseleotris klunzingeri","Hypseleotris","Eleotridae","Gobiiformes","Teleostei","Hypseleotris klunzingeri","Hypseleotris klunzingeri",1468455,1468455,"accepted",NA,1,NA
"167","genus","Hypseleotris","Hypseleotris bucephala","Hypseleotris","Eleotridae","Gobiiformes","Teleostei","Hypseleotris","Hypseleotris",205500,NA,"accepted",NA,0,NA
"168","genus","Hypseleotris","Hypseleotris acropinna","Hypseleotris","Eleotridae","Gobiiformes","Teleostei","Hypseleotris","Hypseleotris",205500,NA,"accepted",NA,0,NA
"169","genus","Hypseleotris","Hypseleotris gymnocephala","Hypseleotris","Eleotridae","Gobiiformes","Teleostei","Hypseleotris","Hypseleotris",205500,NA,"accepted",NA,0,NA
"170","species","Mogurnda adspersa","Mogurnda adspersa","Mogurnda","Eleotridae","Gobiiformes","Teleostei","Mogurnda adspersa","Mogurnda adspersa",991280,991280,"accepted",NA,1,NA
"171","species","Philypnodon macrostomus","Philypnodon macrostomus","Philypnodon","Eleotridae","Gobiiformes","Teleostei","Philypnodon macrostomus","Philypnodon macrostomus",390378,390378,"accepted",NA,0,NA
"172","species","Afurcagobius tamarensis","Afurcagobius tamarensis","Afurcagobius","Gobiidae","Gobiiformes","Teleostei","Afurcagobius tamarensis","Afurcagobius tamarensis",279515,279515,"accepted",NA,0,NA
"173","species","Tasmanogobius lasti","Tasmanogobius lasti","Tasmanogobius","Gobiidae","Gobiiformes","Teleostei","Tasmanogobius lasti","Tasmanogobius lasti",282933,282933,"accepted",NA,0,NA
"174","species","Pseudogobius olorum","Pseudogobius olorum","Pseudogobius","Gobiidae","Gobiiformes","Teleostei","Pseudogobius olorum","Pseudogobius olorum",282428,282428,"accepted",NA,0,NA
"175","species","Ambassis agassizii","Ambassis agassizii","Ambassis","Ambassidae","Ovalentaria incertae sedis","Teleostei","Ambassis agassizii","Ambassis agassizii",991181,991181,"accepted",NA,1,NA
"176","species","Atherinosoma microstoma","Atherinosoma microstoma","Atherinosoma","Atherinidae","Atheriniformes","Teleostei","Atherinosoma microstoma","Atherinosoma microstoma",279815,279815,"accepted",NA,0,NA
"177","species","Melanotaenia fluviatilis","Melanotaenia fluviatilis","Melanotaenia","Melanotaeniidae","Atheriniformes","Teleostei","Melanotaenia fluviatilis","Melanotaenia fluviatilis",1423106,1423106,"accepted",NA,1,NA
"178","species","Craterocephalus fluviatilis","Craterocephalus fluviatilis","Craterocephalus","Atherinidae","Atheriniformes","Teleostei","Craterocephalus fluviatilis","Craterocephalus fluviatilis",991206,991206,"accepted",NA,1,NA
"179","species","Craterocephalus amniculus","Craterocephalus amniculus","Craterocephalus","Atherinidae","Atheriniformes","Teleostei","Craterocephalus amniculus","Craterocephalus amniculus",1011381,1011381,"accepted",NA,1,NA
"180","species","Gambusia holbrooki","Gambusia holbrooki","Gambusia","Poeciliidae","Cyprinodontiformes","Teleostei","Gambusia holbrooki","Gambusia holbrooki",276134,276134,"accepted",NA,0,NA
"181","species","Misgurnus anguillicaudatus","Misgurnus anguillicaudatus","Misgurnus","Cobitidae","Cypriniformes","Teleostei","Misgurnus anguillicaudatus","Misgurnus anguillicaudatus",991279,991279,"accepted",NA,0,NA
"182","species","Carassius auratus","Carassius auratus","Carassius","Cyprinidae","Cypriniformes","Teleostei","Carassius auratus","Carassius auratus",154298,154298,"accepted",NA,0,NA
"183","species","Carassius carassius","Carassius carassius","Carassius","Cyprinidae","Cypriniformes","Teleostei","Carassius carassius","Carassius carassius",154297,154297,"accepted",NA,0,NA
"184","species","Cyprinus carpio","Cyprinus carpio","Cyprinus","Cyprinidae","Cypriniformes","Teleostei","Cyprinus carpio","Cyprinus carpio",154582,154582,"accepted",NA,0,NA
"185","species","Rutilus rutilus","Rutilus rutilus","Rutilus","Cyprinidae","Cypriniformes","Teleostei","Rutilus rutilus","Rutilus rutilus",154333,154333,"accepted",NA,0,NA
"186","species","Tinca tinca","Tinca tinca","Tinca","Cyprinidae","Cypriniformes","Teleostei","Tinca tinca","Tinca tinca",154343,154343,"accepted",NA,0,NA
"187","species","Neosilurus hyrtlii","Neosilurus hyrtlii","Neosilurus","Plotosidae","Siluriformes","Teleostei","Neosilurus hyrtlii","Neosilurus hyrtlii",991290,991290,"accepted",NA,1,NA
"188","species","Porochilus rendahli","Porochilus rendahli","Porochilus","Plotosidae","Siluriformes","Teleostei","Porochilus rendahli","Porochilus rendahli",991299,991299,"accepted",NA,1,NA
"189",NA,NA,"Tanus tanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","species","Galaxias brevipinnis","Galaxias brevipinnis","Galaxias","Galaxiidae","Galaxiiformes","Teleostei","Galaxias brevipinnis","Galaxias brevipinnis",280809,280809,"accepted",NA,0,NA
"191","species","Galaxias olidus","Galaxias olidus","Galaxias","Galaxiidae","Galaxiiformes","Teleostei","Galaxias olidus","Galaxias olidus",991212,991212,"accepted",NA,1,NA
"192","species","Galaxias arcanus","Galaxias arcanus","Galaxias","Galaxiidae","Galaxiiformes","Teleostei","Galaxias arcanus","Galaxias arcanus",1493514,1493514,"accepted",NA,1,NA
"193","species","Galaxias fuscus","Galaxias fuscus","Galaxias","Galaxiidae","Galaxiiformes","Teleostei","Galaxias fuscus","Galaxias fuscus",991211,991211,"accepted",NA,1,NA
"194","species","Galaxias oliros","Galaxias oliros","Galaxias","Galaxiidae","Galaxiiformes","Teleostei","Galaxias oliros","Galaxias oliros",1493521,1493521,"accepted",NA,1,NA
"195","species","Galaxias rostratus","Galaxias rostratus","Galaxias","Galaxiidae","Galaxiiformes","Teleostei","Galaxias rostratus","Galaxias rostratus",1018435,1018435,"accepted",NA,1,NA
"196","species","Galaxias truttaceus","Galaxias truttaceus","Galaxias","Galaxiidae","Galaxiiformes","Teleostei","Galaxias truttaceus","Galaxias truttaceus",280814,280814,"accepted",NA,0,NA
"197","species","Galaxias maculatus","Galaxias maculatus","Galaxias","Galaxiidae","Galaxiiformes","Teleostei","Galaxias maculatus","Galaxias maculatus",280811,280811,"accepted",NA,0,NA
"198","species","Galaxias tantangara","Galaxias tantangara","Galaxias","Galaxiidae","Galaxiiformes","Teleostei","Galaxias tantangara","Galaxias tantangara",1493523,1493523,"accepted",NA,1,NA
"199","species","Galaxias ornatus","Galaxias ornatus","Galaxias","Galaxiidae","Galaxiiformes","Teleostei","Galaxias ornatus","Galaxias ornatus",1020462,1020462,"accepted",NA,1,NA
"200","species","Oncorhynchus mykiss","Oncorhynchus mykiss","Oncorhynchus","Salmonidae","Salmoniformes","Teleostei","Oncorhynchus mykiss","Oncorhynchus mykiss",127185,127185,"accepted",NA,0,NA
"201","species","Salmo trutta","Salmo trutta","Salmo","Salmonidae","Salmoniformes","Teleostei","Salmo trutta","Salmo trutta",127187,127187,"accepted",NA,0,NA
"202","species","Salmo salar","Salmo salar","Salmo","Salmonidae","Salmoniformes","Teleostei","Salmo salar","Salmo salar",127186,127186,"accepted",NA,0,NA
"203","species","Salvelinus fontinalis","Salvelinus fontinalis","Salvelinus","Salmonidae","Salmoniformes","Teleostei","Salvelinus fontinalis","Salvelinus fontinalis",154241,154241,"accepted",NA,0,NA
"204","species","Retropinna semoni","Retropinna semoni","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna semoni","Retropinna semoni",282569,282569,"accepted",NA,0,NA
"205","species","Acantholabrus palloni","Acantholabrus palloni","Acantholabrus","Labridae","Eupercaria incertae sedis","Teleostei","Acantholabrus palloni","Acantholabrus palloni",126957,126957,"accepted",NA,0,NA
"206","species","Anampses chrysocephalus","Anampses chrysocephalus","Anampses","Labridae","Eupercaria incertae sedis","Teleostei","Anampses chrysocephalus","Anampses chrysocephalus",279168,279168,"accepted",NA,0,NA
"207","species","Anampses geographicus","Anampses geographicus","Anampses","Labridae","Eupercaria incertae sedis","Teleostei","Anampses geographicus","Anampses geographicus",218916,218916,"accepted",NA,0,NA
"208","species","Anampses meleagrides","Anampses meleagrides","Anampses","Labridae","Eupercaria incertae sedis","Teleostei","Anampses meleagrides","Anampses meleagrides",218923,218923,"accepted",NA,0,NA
"209","species","Anampses twistii","Anampses twistii","Anampses","Labridae","Eupercaria incertae sedis","Teleostei","Anampses twistii","Anampses twistii",218918,218918,"accepted",NA,0,NA
"210","species","Bodianus axillaris","Bodianus axillaris","Bodianus","Labridae","Eupercaria incertae sedis","Teleostei","Bodianus axillaris","Bodianus axillaris",218933,218933,"accepted",NA,0,NA
"211","species","Bodianus bilunulatus","Bodianus bilunulatus","Bodianus","Labridae","Eupercaria incertae sedis","Teleostei","Bodianus bilunulatus","Bodianus bilunulatus",218932,218932,"accepted",NA,0,NA
"212","species","Bodianus diana","Bodianus diana","Bodianus","Labridae","Eupercaria incertae sedis","Teleostei","Bodianus diana","Bodianus diana",218931,218931,"accepted",NA,0,NA
"213","species","Bodianus dictynna","Bodianus dictynna","Bodianus","Labridae","Eupercaria incertae sedis","Teleostei","Bodianus dictynna","Bodianus dictynna",398560,398560,"accepted",NA,0,NA
"214","species","Bodianus diplotaenia","Bodianus diplotaenia","Bodianus","Labridae","Eupercaria incertae sedis","Teleostei","Bodianus diplotaenia","Bodianus diplotaenia",273527,273527,"accepted",NA,0,NA
"215","species","Bodianus loxozonus","Bodianus loxozonus","Bodianus","Labridae","Eupercaria incertae sedis","Teleostei","Bodianus loxozonus","Bodianus loxozonus",273534,273534,"accepted",NA,0,NA
"216","species","Bodianus speciosus","Bodianus speciosus","Bodianus","Labridae","Eupercaria incertae sedis","Teleostei","Bodianus speciosus","Bodianus speciosus",126959,126959,"accepted",NA,0,NA
"217","species","Cheilinus chlorourus","Cheilinus chlorourus","Cheilinus","Labridae","Eupercaria incertae sedis","Teleostei","Cheilinus chlorourus","Cheilinus chlorourus",218941,218941,"accepted",NA,0,NA
"218","species","Cheilinus trilobatus","Cheilinus trilobatus","Cheilinus","Labridae","Eupercaria incertae sedis","Teleostei","Cheilinus trilobatus","Cheilinus trilobatus",218944,218944,"accepted",NA,0,NA
"219","species","Chlorurus gibbus","Chlorurus gibbus","Chlorurus","Scaridae","Eupercaria incertae sedis","Teleostei","Chlorurus gibbus","Chlorurus gibbus",219088,219088,"accepted",NA,0,NA
"220","species","Chlorurus sordidus","Chlorurus sordidus","Chlorurus","Scaridae","Eupercaria incertae sedis","Teleostei","Chlorurus sordidus","Chlorurus sordidus",219082,219082,"accepted",NA,0,NA
"221","species","Choerodon fasciatus","Choerodon fasciatus","Choerodon","Labridae","Eupercaria incertae sedis","Teleostei","Choerodon fasciatus","Choerodon fasciatus",277268,277268,"accepted",NA,0,NA
"222","species","Choerodon zosterophorus","Choerodon zosterophorus","Choerodon","Labridae","Eupercaria incertae sedis","Teleostei","Choerodon zosterophorus","Choerodon zosterophorus",277283,277283,"accepted",NA,0,NA
"223","species","Cirrhilabrus cyanopleura","Cirrhilabrus cyanopleura","Cirrhilabrus","Labridae","Eupercaria incertae sedis","Teleostei","Cirrhilabrus cyanopleura","Cirrhilabrus cyanopleura",277842,277842,"accepted",NA,0,NA
"224","species","Cirrhilabrus exquisitus","Cirrhilabrus exquisitus","Cirrhilabrus","Labridae","Eupercaria incertae sedis","Teleostei","Cirrhilabrus exquisitus","Cirrhilabrus exquisitus",218954,218954,"accepted",NA,0,NA
"225","species","Cirrhilabrus flavidorsalis","Cirrhilabrus flavidorsalis","Cirrhilabrus","Labridae","Eupercaria incertae sedis","Teleostei","Cirrhilabrus flavidorsalis","Cirrhilabrus flavidorsalis",277845,277845,"accepted",NA,0,NA
"226","species","Cirrhilabrus jordani","Cirrhilabrus jordani","Cirrhilabrus","Labridae","Eupercaria incertae sedis","Teleostei","Cirrhilabrus jordani","Cirrhilabrus jordani",277848,277848,"accepted",NA,0,NA
"227","species","Cirrhilabrus laboutei","Cirrhilabrus laboutei","Cirrhilabrus","Labridae","Eupercaria incertae sedis","Teleostei","Cirrhilabrus laboutei","Cirrhilabrus laboutei",277851,277851,"accepted",NA,0,NA
"228","species","Cirrhilabrus punctatus","Cirrhilabrus punctatus","Cirrhilabrus","Labridae","Eupercaria incertae sedis","Teleostei","Cirrhilabrus punctatus","Cirrhilabrus punctatus",277860,277860,"accepted",NA,0,NA
"229","species","Cirrhilabrus rubrimarginatus","Cirrhilabrus rubrimarginatus","Cirrhilabrus","Labridae","Eupercaria incertae sedis","Teleostei","Cirrhilabrus rubrimarginatus","Cirrhilabrus rubrimarginatus",277865,277865,"accepted",NA,0,NA
"230","species","Cirrhilabrus rubrisquamis","Cirrhilabrus rubrisquamis","Cirrhilabrus","Labridae","Eupercaria incertae sedis","Teleostei","Cirrhilabrus rubrisquamis","Cirrhilabrus rubrisquamis",218952,218952,"accepted",NA,0,NA
"231","species","Cirrhilabrus rubriventralis","Cirrhilabrus rubriventralis","Cirrhilabrus","Labridae","Eupercaria incertae sedis","Teleostei","Cirrhilabrus rubriventralis","Cirrhilabrus rubriventralis",218953,218953,"accepted",NA,0,NA
