"","ncbi_sp","worms_match","worms_sciname","worms_aphiaid","original_aphiaid","status","unacceptreason","rank","valid_authority","kingdom","phylum","class","order","family","genus","freshwater_only","terrestrial_only","hybrid"
"3264","Melamphaes","Melamphaes","Melamphaes",126181,126181,"accepted",NA,"genus","Günther, 1864","Animalia","Chordata","Teleostei","Beryciformes","Melamphaidae","Melamphaes","0","0",NA
"3265","Poromitra","Poromitra","Poromitra",126182,126182,"accepted",NA,"genus","Goode & Bean, 1883","Animalia","Chordata","Teleostei","Beryciformes","Melamphaidae","Poromitra","0","0",NA
"3266","Myripristis murdjan","Myripristis murdjan","Myripristis murdjan",217925,217925,"accepted",NA,"species","(Forsskål, 1775)","Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Myripristis","0","0",NA
"3267","Myripristis kuntee","Myripristis kuntee","Myripristis kuntee",217915,217915,"accepted",NA,"species","Valenciennes, 1831","Animalia","Chordata","Teleostei","Holocentriformes","Holocentridae","Myripristis","0","0",NA
"3268","Eurypegasus draconis","Eurypegasus draconis","Eurypegasus draconis",218161,218161,"accepted",NA,"species","(Linnaeus, 1766)","Animalia","Chordata","Teleostei","Dactylopteriformes","Pegasidae","Eurypegasus","0","0",NA
"3269","Urocampus nanus","Urocampus nanus","Urocampus nanus",283091,283091,"accepted",NA,"species","Günther, 1870","Animalia","Chordata","Teleostei","Syngnathiformes","Syngnathidae","Urocampus","0","0",NA
"3270","Syngnathidae","Syngnathidae","Syngnathidae",125606,125606,"accepted",NA,"family","Bonaparte, 1831","Animalia","Chordata","Teleostei","Syngnathiformes","Syngnathidae",NA,"0","0",NA
"3271","Dunckerocampus multiannulatus","Dunckerocampus multiannulatus","Dunckerocampus multiannulatus",218006,218006,"accepted",NA,"species","(Regan, 1903)","Animalia","Chordata","Teleostei","Syngnathiformes","Syngnathidae","Dunckerocampus","0","0",NA
"3272","Halicampus dunckeri","Halicampus dunckeri","Halicampus dunckeri",218013,218013,"accepted",NA,"species","(Chabanaud, 1929)","Animalia","Chordata","Teleostei","Syngnathiformes","Syngnathidae","Halicampus","0","0",NA
"3273","Uropterygius","Uropterygius","Uropterygius",205119,205119,"accepted",NA,"genus","Rüppell, 1838","Animalia","Chordata","Teleostei","Anguilliformes","Muraenidae","Uropterygius","0","0",NA
"3274","Sebastes hubbsi","Sebastes hubbsi","Sebastes hubbsi",274801,274801,"accepted",NA,"species","(Matsubara, 1937)","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","0","0",NA
"3275","Pterois paucispinula","Pterois paucispinula","Pterois paucispinula",1043630,1043630,"accepted",NA,"species","Matsunuma & Motomura, 2015","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Pterois","0","0",NA
"3276","Scorpaenodes kelloggi","Scorpaenodes kelloggi","Scorpaenodes kelloggi",218101,218101,"accepted",NA,"species","(Jenkins, 1903)","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaenodes","0","0",NA
"3277","Neocentropogon","Neocentropogon","Neocentropogon",205937,205937,"accepted",NA,"genus","Matsubara, 1943","Animalia","Chordata","Teleostei","Perciformes","Tetrarogidae","Neocentropogon","0","0",NA
"3278","Ablabys gymnothorax","Ablabys gymnothorax","Ablabys gymnothorax",1524315,1524315,"accepted",NA,"species","Chungthanawong & Motomura, 2018","Animalia","Chordata","Teleostei","Perciformes","Tetrarogidae","Ablabys","0","0",NA
"3279","Neovespicula depressifrons","Neovespicula depressifrons","Neovespicula depressifrons",281731,281731,"accepted",NA,"species","(Richardson, 1848)","Animalia","Chordata","Teleostei","Perciformes","Tetrarogidae","Neovespicula","0","0",NA
"3280","Neocentropogon trimaculatus","Neocentropogon trimaculatus","Neocentropogon trimaculatus",278575,278575,"accepted",NA,"species","Chan, 1966","Animalia","Chordata","Teleostei","Perciformes","Tetrarogidae","Neocentropogon","0","0",NA
"3281","Trachicephalus uranoscopus","Trachicephalus uranoscopus","Trachicephalus uranoscopus",283026,283026,"accepted",NA,"species","(Bloch & Schneider, 1801)","Animalia","Chordata","Teleostei","Perciformes","Synanceiidae","Trachicephalus","0","0",NA
"3282","Cocotropus aurantius","Cocotropus aurantius","Cocotropus aurantius",1536469,1536469,"accepted",NA,"species","Matsunuma, Sado & Motomura, 2021","Animalia","Chordata","Teleostei","Perciformes","Aploactinidae","Cocotropus","0","0",NA
"3283","Trachidermus fasciatus","Trachidermus fasciatus","Trachidermus fasciatus",283028,283028,"accepted",NA,"species","Heckel, 1837","Animalia","Chordata","Teleostei","Perciformes","Cottidae","Trachidermus","0","0",NA
"3284","Liparis miostomus","Liparis miostomus","Liparis miostomus",274526,274526,"accepted",NA,"species","Matsubara & Iwai, 1954","Animalia","Chordata","Teleostei","Perciformes","Liparidae","Liparis","0","0",NA
"3285","Ambassis macleayi","Ambassis macleayi","Ambassis macleayi",991184,991184,"accepted",NA,"species","(Castelnau, 1878)","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Ambassidae","Ambassis","1","0",NA
"3286","Dicentrarchus labrax","Dicentrarchus labrax","Dicentrarchus labrax",126975,126975,"accepted",NA,"species","(Linnaeus, 1758)","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Moronidae","Dicentrarchus","0","0",NA
"3287","Pseudanthias marcia","Pseudanthias marcia","Pseudanthias marcia",277467,277467,"accepted",NA,"species","Randall & Hoover, 1993","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Pseudanthias","0","0",NA
"3288","Pseudanthias dispar","Pseudanthias dispar","Pseudanthias dispar",277448,277448,"accepted",NA,"species","(Herre, 1955)","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Pseudanthias","0","0",NA
"3289","Aethaloperca rogaa","Aethaloperca rogaa","Aethaloperca rogaa",218168,218168,"accepted",NA,"species","(Forsskål, 1775)","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Aethaloperca","0","0",NA
"3290","Aulacocephalus temminckii","Aulacocephalus temminckii","Aulacocephalus temminckii",277111,277111,"accepted",NA,"species","Bleeker, 1855","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Aulacocephalus","0","0",NA
"3291","Liopropoma japonicum","Liopropoma japonicum","Liopropoma japonicum",275945,275945,"accepted",NA,"species","(Döderlein, 1883)","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Liopropoma","0","0",NA
"3292","Pseudanthias parvirostris","Pseudanthias parvirostris","Pseudanthias parvirostris",218280,218280,"accepted",NA,"species","(Randall & Lubbock, 1981)","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Pseudanthias","0","0",NA
"3293","Odontanthias flagris","Odontanthias flagris","Odontanthias flagris",311419,311419,"accepted",NA,"species","Yoshino & Araga, 1975","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Odontanthias","0","0",NA
"3294","Epinephelus miliaris","Epinephelus miliaris","Epinephelus miliaris",218211,218211,"accepted",NA,"species","(Valenciennes, 1830)","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","0","0",NA
"3295","Liopropoma lemniscatum","Liopropoma lemniscatum","Liopropoma lemniscatum",275947,275947,"accepted",NA,"species","Randall & Taylor, 1988","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Liopropoma","0","0",NA
"3296","Epinephelus socialis","Epinephelus socialis","Epinephelus socialis",273868,273868,"accepted",NA,"species","(Günther, 1873)","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","0","0",NA
"3297","Epinephelus fuscoguttatus","Epinephelus fuscoguttatus","Epinephelus fuscoguttatus",218218,218218,"accepted",NA,"species","(Forsskål, 1775)","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","0","0",NA
"3298","Epinephelus radiatus","Epinephelus radiatus","Epinephelus radiatus",218222,218222,"accepted",NA,"species","(Day, 1868)","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","0","0",NA
"3299","Cephalopholis cyanostigma","Cephalopholis cyanostigma","Cephalopholis cyanostigma",279147,279147,"accepted",NA,"species","(Valenciennes, 1828)","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Cephalopholis","0","0",NA
"3300","Epinephelus poecilonotus","Epinephelus poecilonotus","Epinephelus poecilonotus",218250,218250,"accepted",NA,"species","(Temminck & Schlegel, 1842)","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","0","0",NA
"3301","Liopropoma lunulatum","Liopropoma lunulatum","Liopropoma lunulatum",218257,218257,"accepted",NA,"species","(Guichenot, 1863)","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Liopropoma","0","0",NA
"3302","Plectranthias sheni","Plectranthias sheni","Plectranthias sheni",279026,279026,"accepted",NA,"species","Chen & Shao, 2002","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Plectranthias","0","0",NA
"3303","Pseudanthias pleurotaenia","Pseudanthias pleurotaenia","Pseudanthias pleurotaenia",277473,277473,"accepted",NA,"species","(Bleeker, 1857)","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Pseudanthias","0","0",NA
"3304","Epinephelus malabaricus","Epinephelus malabaricus","Epinephelus malabaricus",218206,218206,"accepted",NA,"species","(Bloch & Schneider, 1801)","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","0","0",NA
"3305","Plectranthias wheeleri","Plectranthias wheeleri","Plectranthias wheeleri",279029,279029,"accepted",NA,"species","Randall, 1980","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Plectranthias","0","0",NA
"3306","Symphysanodon typus","Symphysanodon typus","Symphysanodon typus",276572,276572,"accepted",NA,"species","Bleeker, 1878","Animalia","Chordata","Teleostei","Acropomatiformes","Symphysanodontidae","Symphysanodon","0","0",NA
"3307","Epinephelus rivulatus","Epinephelus rivulatus","Epinephelus rivulatus",218216,218216,"accepted",NA,"species","(Valenciennes, 1830)","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","0","0",NA
"3308","Pseudochromis tapeinosoma","Pseudochromis tapeinosoma","Pseudochromis tapeinosoma",278208,278208,"accepted",NA,"species","Bleeker, 1853","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","0","0",NA
"3309","Opistognathus hopkinsi","Opistognathus hopkinsi","Opistognathus hopkinsi",276455,276455,"accepted",NA,"species","(Jordan & Snyder, 1902)","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Opistognathidae","Opistognathus","0","0",NA
"3310","Opistognathus liturus","Opistognathus liturus","Opistognathus liturus",276461,276461,"accepted",NA,"species","Smith-Vaniz & Yoshino, 1985","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Opistognathidae","Opistognathus","0","0",NA
"3311","Apogon crassiceps","Apogon crassiceps","Apogon crassiceps",209308,209308,"accepted",NA,"species","Garman, 1903","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Apogon","0","0",NA
"3312","Ostorhinchus fasciatus","Ostorhinchus fasciatus","Ostorhinchus fasciatus",712656,712656,"accepted",NA,"species","(White, 1790)","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Ostorhinchus","0","0",NA
"3313","Rhabdamia spilota","Rhabdamia spilota","Rhabdamia spilota",278858,278858,"accepted",NA,"species","Allen & Kuiter, 1994","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Rhabdamia","0","0",NA
"3314","Ostorhinchus fleurieu","Ostorhinchus fleurieu","Ostorhinchus fleurieu",319878,319878,"accepted",NA,"species","Lacepède, 1802","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Ostorhinchus","0","0",NA
"3315","Erythrocles scintillans","Erythrocles scintillans","Erythrocles scintillans",273398,273398,"accepted",NA,"species","(Jordan & Thompson, 1912)","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Emmelichthyidae","Erythrocles","0","0",NA
"3316","Emmelichthys karnellai","Emmelichthys karnellai","Emmelichthys karnellai",278717,278717,"accepted",NA,"species","Heemstra & Randall, 1977","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Emmelichthyidae","Emmelichthys","0","0",NA
"3317","Symphorichthys spilurus","Symphorichthys spilurus","Symphorichthys spilurus",282914,282914,"accepted",NA,"species","(Günther, 1874)","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Symphorichthys","0","0",NA
"3318","Lutjanus vitta","Lutjanus vitta","Lutjanus vitta",218483,218483,"accepted",NA,"species","(Quoy & Gaimard, 1824)","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","0","0",NA
"3319","Lutjanus gibbus","Lutjanus gibbus","Lutjanus gibbus",218480,218480,"accepted",NA,"species","(Forsskål, 1775)","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","0","0",NA
"3320","Pterocaesio trilineata","Pterocaesio trilineata","Pterocaesio trilineata",278946,278946,"accepted",NA,"species","Carpenter, 1987","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Caesionidae","Pterocaesio","0","0",NA
"3321","Pomadasys","Pomadasys","Pomadasys",126011,126011,"accepted",NA,"genus","Lacepède, 1802","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Haemulidae","Pomadasys","0","0",NA
"3322","Diagramma melanacrum","Diagramma melanacrum","Diagramma melanacrum",279262,279262,"accepted",NA,"species","Johnson & Randall, 2001","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Haemulidae","Diagramma","0","0",NA
"3323","Pomadasys kaakan","Pomadasys kaakan","Pomadasys kaakan",218566,218566,"accepted",NA,"species","(Cuvier, 1830)","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Haemulidae","Pomadasys","0","0",NA
"3324","Scolopsis taenioptera","Scolopsis taenioptera","Scolopsis taenioptera",276789,276789,"accepted",NA,"species","(Cuvier, 1830)","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Nemipteridae","Scolopsis","0","0",NA
"3325","Etheostoma nigrum","Etheostoma nigrum","Etheostoma nigrum",590491,590491,"accepted",NA,"species","Rafinesque, 1820","Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","1","0",NA
"3326","Gymnocranius satoi","Gymnocranius satoi","Gymnocranius satoi",835107,835107,"accepted",NA,"species","Borsa, Béarez, Paijo & Chen, 2013","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lethrinidae","Gymnocranius","0","0",NA
"3327","Lethrinus erythracanthus","Lethrinus erythracanthus","Lethrinus erythracanthus",212066,212066,"accepted",NA,"species","Valenciennes, 1830","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lethrinidae","Lethrinus","0","0",NA
"3328","Lethrinus xanthochilus","Lethrinus xanthochilus","Lethrinus xanthochilus",212079,212079,"accepted",NA,"species","Klunzinger, 1870","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lethrinidae","Lethrinus","0","0",NA
"3329","Lethrinus harak","Lethrinus harak","Lethrinus harak",212063,212063,"accepted",NA,"species","(Forsskål, 1775)","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lethrinidae","Lethrinus","0","0",NA
"3330","Lethrinus reticulatus","Lethrinus reticulatus","Lethrinus reticulatus",212059,212059,"accepted",NA,"species","Valenciennes, 1830","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lethrinidae","Lethrinus","0","0",NA
"3331","Sparus aurata","Sparus aurata","Sparus aurata",151523,151523,"accepted",NA,"species","Linnaeus, 1758","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Sparus","0","0",NA
"3332","Acanthopagrus taiwanensis","Acanthopagrus taiwanensis","Acanthopagrus taiwanensis",279075,279075,"accepted",NA,"species","Iwatsuki & Carpenter, 2006","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Acanthopagrus","0","0",NA
"3333","Polydactylus sextarius","Polydactylus sextarius","Polydactylus sextarius",218912,218912,"accepted",NA,"species","(Bloch & Schneider, 1801)","Animalia","Chordata","Teleostei","Carangaria incertae sedis","Polynemidae","Polydactylus","0","0",NA
"3334","Collichthys lucidus","Collichthys lucidus","Collichthys lucidus",280361,280361,"accepted",NA,"species","(Richardson, 1844)","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Collichthys","0","0",NA
"3335","Parupeneus insularis","Parupeneus insularis","Parupeneus insularis",277815,277815,"accepted",NA,"species","Randall & Myers, 2002","Animalia","Chordata","Teleostei","Mulliformes","Mullidae","Parupeneus","0","0",NA
"3336","Heniochus varius","Heniochus varius","Heniochus varius",276750,276750,"accepted",NA,"species","(Cuvier, 1829)","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Heniochus","0","0",NA
"3337","Chaetodon wiebeli","Chaetodon wiebeli","Chaetodon wiebeli",273366,273366,"accepted",NA,"species","Kaup, 1863","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","0","0",NA
"3338","Chaetodon lineolatus","Chaetodon lineolatus","Chaetodon lineolatus",218734,218734,"accepted",NA,"species","Cuvier, 1831","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","0","0",NA
"3339","Chaetodon octofasciatus","Chaetodon octofasciatus","Chaetodon octofasciatus",218746,218746,"accepted",NA,"species","Bloch, 1787","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","0","0",NA
"3340","Heniochus chrysostomus","Heniochus chrysostomus","Heniochus chrysostomus",276748,276748,"accepted",NA,"species","Cuvier, 1831","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Heniochus","0","0",NA
"3341","Scortum barcoo","Scortum barcoo","Scortum barcoo",888195,888195,"accepted",NA,"species","(McCulloch & Waite, 1917)","Animalia","Chordata","Teleostei","Centrarchiformes","Terapontidae","Scortum","1","0",NA
"3342","Cirrhitichthys oxycephalus","Cirrhitichthys oxycephalus","Cirrhitichthys oxycephalus",218853,218853,"accepted",NA,"species","(Bleeker, 1855)","Animalia","Chordata","Teleostei","Centrarchiformes","Cirrhitidae","Cirrhitichthys","0","0",NA
