accession,found_taxa,common_name,rank,taxa_verbatim,taxonomy_search,hybrid,worms_sciname,worms_aphiaid,original_aphiaid,status,unacceptreason,valid_authority,kingdom,phylum,class,order,family,genus,freshwater_only,terrestrial_only,n_dups
KX937766,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured marine eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
KX937765,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured marine eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
KX937764,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured marine eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
KX934875,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured marine eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
KX934826,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured marine eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
KF972728,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
JQ198384,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
JQ195435,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
KC917641,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured phototrophic eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
JN986561,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
JN986344,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
HQ821754,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
HQ821721,Cyanobacteria,Bacteria,offtarget,uncultured cyanobacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA,NA,1
HQ821716,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
HQ821676,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
GU170674,Unknown bacteria,Bacteria,offtarget,uncultured Cyanobacterium sp.,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Geminocystaceae,Cyanobacterium,NA,NA,1
FJ649251,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured phototrophic eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
AM501642,Cyanobacteria,Bacteria,offtarget,uncultured cyanobacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA,NA,1
DQ187907,Bacillariophyta,Diatom,offtarget,uncultured diatom,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA,NA,1
NC_044491,Haslea nusantara,Diatom,offtarget,Haslea nusantara,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Haslea,NA,NA,1
MH818965,Bacillariophyta,Diatom,offtarget,uncultured diatom,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA,NA,1
LC193123,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
LC193036,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
KP792487,Bacillariophyta,Diatom,offtarget,Bacillariophyta sp. 867-32,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA,NA,1
KP792478,Planoglabratella opercularis,Foraminifera,offtarget,Planoglabratella opercularis,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Foraminifera,NA,Rotaliida,Glabratellidae,Planoglabratella,NA,NA,1
KX938048,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured marine eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
KX938022,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured marine eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
KX937875,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured marine eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
KX937824,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured marine eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
KX937818,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured marine eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
KX937813,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured marine eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
KX937780,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured marine eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
KX937774,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured marine eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
KX935090,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured marine eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
KU243264,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
NC_001713,Trieres chinensis,Diatom,offtarget,Trieres chinensis,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Mediophyceae,Eupodiscales,Parodontellaceae,Trieres,NA,NA,1
ON548139,Haslea ostrearia,Diatom,offtarget,Haslea ostrearia,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Haslea,NA,NA,1
NC_067955,Odontella regia,Diatom,offtarget,Odontella regia,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Mediophyceae,Eupodiscales,Odontellaceae,Odontella,NA,NA,1
OK729593,Haslea karadagensis,Diatom,offtarget,Haslea karadagensis,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Haslea,NA,NA,1
NC_067582,Haslea provincialis,Diatom,offtarget,Haslea provincialis,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Haslea,NA,NA,1
KM410469,Unknown bacteria,Unknown bacteria,offtarget,uncultured prokaryote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
KP219078,Cyanobacteria,Bacteria,offtarget,uncultured cyanobacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA,NA,1
KF972726,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
KF972725,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
KF972644,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
KF972642,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
KF972641,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
JQ197560,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
KF771540,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
KC925678,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
KC917994,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured phototrophic eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
KC917629,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured phototrophic eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
MW645084,Haslea silbo,Diatom,offtarget,Haslea silbo,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Haslea,NA,NA,1
JN986558,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
KC508765,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
JN417594,Unknown bacteria,Bacteria,offtarget,uncultured soil bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
JX869315,Bacillariophyta,Diatom,offtarget,uncultured diatom,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA,NA,1
JF929351,Cyanobacteria,Bacteria,offtarget,uncultured cyanobacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA,NA,1
HQ242000,Cyanobacteria,Bacteria,offtarget,uncultured cyanobacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA,NA,1
HQ124212,Unknown algae,Unknown algae,offtarget,uncultured marine phototrophic eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
FJ002217,Amphora,Diatom,offtarget,Amphora sp. C10,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Bacillariophyceae,Thalassiophysales,Catenulaceae,Amphora,NA,NA,1
FJ002224,Nitzschia thermalis,Diatom,offtarget,Nitzschia thermalis,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,NA,NA,1
FJ002234,Synedra fragilaroides,Diatom,offtarget,Synedra fragilaroides,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra,NA,NA,1
JF272089,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
JF272011,Unknown bacteria,Bacteria,offtarget,uncultured bacterium,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
AB611542,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured phototrophic eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
GQ863875,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
GU119749,Unknown organism,Unknown organism,offtarget,uncultured organism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
GU119711,Unknown organism,Unknown organism,offtarget,uncultured organism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
EU580506,Diatoma tenuis,Diatom,offtarget,Diatoma tenuis,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma,NA,NA,1
FJ002171,Cymatosira belgica,Diatom,offtarget,Cymatosira belgica,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Mediophyceae,Cymatosirales,Cymatosiraceae,Cymatosira,NA,NA,1
FJ002164,Haslea,Diatom,offtarget,Haslea sp. CCMP1981,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Haslea,NA,NA,1
EU005693,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured phototrophic eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
EU005689,Unknown eukaryote,Unknown eukaryote,offtarget,uncultured phototrophic eukaryote,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,NA,NA,NA,NA,NA,1
AB355751,Bacillariophyta,Diatom,offtarget,uncultured diatom,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA,NA,1
