accession,taxonomy
MH688273,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Osteochilus;Osteochilus_waandersii
MH688272,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Danionidae;Opsarius;Opsarius_pulchellus
MH688271,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Mystacoleucus;Mystacoleucus_ectypus
MH688270,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Mystacoleucus;Mystacoleucus_ectypus
MH688269,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Mystacoleucus;Mystacoleucus_atridorsalis
MH688263,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Xenocyprididae;Hemiculterella;Hemiculterella_macrolepis
MH688260,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Epalzeorhynchos;Epalzeorhynchos_munense
MH688255,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Crossocheilus;Crossocheilus_atrilimes
MH688252,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Bangana;Bangana_elegans
MH688246,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cobitidae;Acantopsis;Acantopsis_sp._small_spot_SH-2018
MH688245,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cobitidae;Acantopsis;Acantopsis_sp._large_spot_SH-2018
MH688244,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cobitidae;Aperioptus;Aperioptus_gracilentus
MH688242,root;Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Xenentodon;Xenentodon_cancila
MH688240,root;Eukaryota;Chordata;Actinopteri;Anabantiformes;Pristolepididae;Pristolepis;Pristolepis_fasciata
MH688251,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Cyclocheilichthys;Cyclocheilichthys_apogon
MH688249,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Cyclocheilichthys;Cyclocheilichthys_repasson
MH688248,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Cyclocheilichthys;Cyclocheilichthys_armatus
MH325591,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Pristigasteridae;Opisthopterus;Opisthopterus_tardoore
MH325592,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Pristigasteridae;Opisthopterus;Opisthopterus_valenciennesi
MH325589,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Pristigasteridae;Opisthopterus;Opisthopterus_tardoore
MH325587,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Pristigasteridae;Ilisha;Ilisha_sirishai
MH325585,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Pristigasteridae;Ilisha;Ilisha_striatula
MH325583,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Pristigasteridae;Ilisha;Ilisha_macrogaster
MH325581,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Pristigasteridae;Ilisha;Ilisha_pristigastroides
MH325580,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Pristigasteridae;Ilisha;Ilisha_pristigastroides
MH325574,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Pristigasteridae;Ilisha;Ilisha_melastoma
MH325566,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Pristigasteridae;Ilisha;Ilisha_elongata
MH325564,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Pristigasteridae;Raconda;Raconda_russeliana
MG745398,root;Eukaryota;Chordata;Chondrichthyes;;Platyrhinidae;Platyrhina;Platyrhina_sinensis
MG745397,root;Eukaryota;Chordata;Chondrichthyes;;Platyrhinidae;Platyrhina;Platyrhina_sinensis
MG745394,root;Eukaryota;Chordata;Chondrichthyes;;Platyrhinidae;Platyrhina;Platyrhina_sinensis
MG745393,root;Eukaryota;Chordata;Chondrichthyes;;Platyrhinidae;Platyrhina;Platyrhina_sinensis
MG745391,root;Eukaryota;Chordata;Chondrichthyes;;Platyrhinidae;Platyrhina;Platyrhina_sinensis
MG745389,root;Eukaryota;Chordata;Chondrichthyes;;Platyrhinidae;Platyrhina;Platyrhina_tangi
AU244408,root;Eukaryota;Chordata;Actinopteri;Beloniformes;Adrianichthyidae;Oryzias;Oryzias_latipes
AI001679,root;Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;Oreochromis;Oreochromis_niloticus
MH377835,root;Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Molidae;Mola;Mola_mola
MH377834,root;Eukaryota;Chordata;Actinopteri;Perciformes;Triglidae;Prionotus;Prionotus_carolinus
MH377832,root;Eukaryota;Chordata;Actinopteri;Perciformes;Stichaeidae;Ulvaria;Ulvaria_subbifurcata
MH377828,root;Eukaryota;Chordata;Actinopteri;Perciformes;Pholidae;Pholis;Pholis_gunnellus
MH377822,root;Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Myoxocephalus;Myoxocephalus_aenaeas
MH377810,root;Eukaryota;Chordata;Actinopteri;;Sciaenidae;Cynoscion;Cynoscion_regalis
MH377808,root;Eukaryota;Chordata;Actinopteri;;Sciaenidae;Micropogonias;Micropogonias_undulatus
MH377805,root;Eukaryota;Chordata;Chondrichthyes;Squaliformes;Squalidae;Squalus;Squalus_acanthias
MH377802,root;Eukaryota;Chordata;Chondrichthyes;Rajiformes;Rajidae;Dipturus;Dipturus_laevis
MH377793,root;Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Triakidae;Mustelus;Mustelus_canis
MH377783,root;Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Dasyatidae;Bathytoshia;Bathytoshia_centroura
MH377779,root;Eukaryota;Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Ophidion;Ophidion_marginatum
MH377777,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Alosa;Alosa_mediocris
MG748714,root;Eukaryota;Chordata;Actinopteri;Siluriformes;Ariidae;Nemapteryx;Nemapteryx_caelata
MG729396,root;Eukaryota;Chordata;Actinopteri;;Sciaenidae;Nibea;Nibea_soldado
KP744917,root;Eukaryota;Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Hippocampus;Hippocampus_haema
KT167556,root;Eukaryota;Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Hippocampus;Hippocampus_coronatus
KT167544,root;Eukaryota;Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Hippocampus;Hippocampus_sindonis
AB938182,root;Eukaryota;Chordata;Actinopteri;Scombriformes;Nomeidae;Cubiceps;Cubiceps_whiteleggii
EU715417,root;Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Mugil;Mugil_platanus
EU715416,root;Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Mugil;Mugil_platanus
KX686096,root;Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachinotus;Trachinotus_carolinus
KX686088,root;Eukaryota;Chordata;Actinopteri;;Sciaenidae;Leiostomus;Leiostomus_xanthurus
KX686085,root;Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Brevoortia;Brevoortia_tyrannus
KX686069,root;Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Menidia;Menidia_beryllina
KX929923,root;Eukaryota;Chordata;Actinopteri;Gadiformes;Macrouridae;Trachyrincus;Trachyrincus_murrayi
KX929922,root;Eukaryota;Chordata;Actinopteri;Anguilliformes;Synaphobranchidae;Synaphobranchus;Synaphobranchus_kaupii
KX929921,root;Eukaryota;Chordata;Actinopteri;Stomiiformes;Stomiidae;Stomias;Stomias_boa
KX929920,root;Eukaryota;Chordata;Chondrichthyes;Squaliformes;Somniosidae;Somniosus;Somniosus_microcephalus
KX929918,root;Eukaryota;Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;Sebastes_norvegicus
KX929917,root;Eukaryota;Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;Sebastes_mentella
KX929916,root;Eukaryota;Chordata;Actinopteri;Aulopiformes;Notosudidae;Scopelosaurus;Scopelosaurus_lepidus
KX929915,root;Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Reinhardtius;Reinhardtius_hippoglossoides
KX929914,root;Eukaryota;Chordata;Chondrichthyes;Rajiformes;Rajidae;Amblyraja;Amblyraja_radiata
KX929913,root;Eukaryota;Chordata;Chondrichthyes;Rajiformes;Rajidae;Rajella;Rajella_fyllae
KX929912,root;Eukaryota;Chordata;Chondrichthyes;Rajiformes;Rajidae;Rajella;Rajella_bigelowi
KX929911,root;Eukaryota;Chordata;Actinopteri;Perciformes;Liparidae;Paraliparis;Paraliparis_copei
KX929910,root;Eukaryota;Chordata;Actinopteri;Gadiformes;Macrouridae;Nezumia;Nezumia_bairdii
KX929909,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Myctophum;Myctophum_punctatum
KX929906,root;Eukaryota;Chordata;Actinopteri;Osmeriformes;Salangidae;Mallotus;Mallotus_villosus
KX929907,root;Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Melanogrammus;Melanogrammus_aeglefinus
KX929905,root;Eukaryota;Chordata;Actinopteri;Stomiiformes;Stomiidae;Malacosteus;Malacosteus_niger
KX929904,root;Eukaryota;Chordata;Actinopteri;Aulopiformes;Paralepididae;Magnisudis;Magnisudis_atlantica
KX929903,root;Eukaryota;Chordata;Actinopteri;Gadiformes;Macrouridae;Macrourus;Macrourus_berglax
KX929902,root;Eukaryota;Chordata;Actinopteri;Gadiformes;Moridae;Lepidion;Lepidion_eques
KX929901,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Lampanyctus;Lampanyctus_crocodilus
KX929900,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Lampanyctus;Lampanyctus_intricarius
KX929899,root;Eukaryota;Chordata;Actinopteri;Alepocephaliformes;Platytroctidae;Holtbyrnia;Holtbyrnia_anomala
KX929898,root;Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Hippoglossoides;Hippoglossoides_platessoides
KX929894,root;Eukaryota;Chordata;Actinopteri;Perciformes;Cyclopteridae;Cyclopterus;Cyclopterus_lumpus
KX929893,root;Eukaryota;Chordata;Actinopteri;Perciformes;Psychrolutidae;Cottunculus;Cottunculus_thomsonii
KX929892,root;Eukaryota;Chordata;Actinopteri;Gadiformes;Macrouridae;Coryphaenoides;Coryphaenoides_rupestris
KX929891,root;Eukaryota;Chordata;Actinopteri;Gadiformes;Macrouridae;Coryphaenoides;Coryphaenoides_guentheri
KX929890,root;Eukaryota;Chordata;Chondrichthyes;Squaliformes;Etmopteridae;Centroscyllium;Centroscyllium_fabricii
KX929888,root;Eukaryota;Chordata;Actinopteri;Stomiiformes;Stomiidae;Borostomias;Borostomias_antarcticus
KX929887,root;Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Boreogadus;Boreogadus_saida
KX929889,root;Eukaryota;Chordata;Actinopteri;Stomiiformes;Stomiidae;Chauliodus;Chauliodus_sloani
KX929885,root;Eukaryota;Chordata;Chondrichthyes;Rajiformes;Arhynchobatidae;Bathyraja;Bathyraja_spinicauda
KX929883,root;Eukaryota;Chordata;Actinopteri;Aulopiformes;Paralepididae;Arctozenus;Arctozenus_risso
KX929882,root;Eukaryota;Chordata;Actinopteri;Gadiformes;Moridae;Antimora;Antimora_rostrata
KX929881,root;Eukaryota;Chordata;Actinopteri;Perciformes;Anarhichadidae;Anarhichas;Anarhichas_minor
KX929879,root;Eukaryota;Chordata;Actinopteri;Alepocephaliformes;Alepocephalidae;Alepocephalus;Alepocephalus_agassizii
KX929880,root;Eukaryota;Chordata;Actinopteri;Perciformes;Anarhichadidae;Anarhichas;Anarhichas_denticulatus
KU194689,root;Eukaryota;Chordata;Actinopteri;Centrarchiformes;Sinipercidae;Siniperca;Siniperca_chuatsi
KU194687,root;Eukaryota;Chordata;Actinopteri;Centrarchiformes;Sinipercidae;Siniperca;Siniperca_chuatsi
KU194686,root;Eukaryota;Chordata;Actinopteri;Centrarchiformes;Sinipercidae;Siniperca;Siniperca_chuatsi
KU194680,root;Eukaryota;Chordata;Actinopteri;Perciformes;Percidae;Perca;Perca_fluviatilis
KU194685,root;Eukaryota;Chordata;Actinopteri;Perciformes;Percidae;Sander;Sander_lucioperca
AB969973,root;Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Paracaesio;Paracaesio_sordida
AB969968,root;Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_zonatus
AB969921,root;Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Plectorhinchus;Plectorhinchus_schotaf
AB969857,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Neoscopelidae;Neoscopelus;Neoscopelus_microchir
AB938179,root;Eukaryota;Chordata;Actinopteri;Scombriformes;Trichiuridae;Trichiurus;Trichiurus_sp._TENJIKUTACHI
AB969875,root;Eukaryota;Chordata;Actinopteri;Lophiiformes;Ogcocephalidae;Halieutaea;Halieutaea_fumosa
KM282447,root;Eukaryota;Chordata;Actinopteri;Cypriniformes;Leuciscidae;Rhinichthys;Rhinichthys_obtusus
AB974682,root;Eukaryota;Chordata;Actinopteri;Perciformes;Liparidae;Careproctus;Careproctus_sp._OCF-P20080722-1
AB974676,root;Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Monacanthidae;Aluterus;Aluterus_monoceros
AB974665,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Trimma;Trimma_naudei
AB974651,root;Eukaryota;Chordata;Actinopteri;;Callanthiidae;Grammatonotus;Grammatonotus_surugaensis
AB974646,root;Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Paracaesio;Paracaesio_stonei
AB974644,root;Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Randallichthys;Randallichthys_filamentosus
AB974612,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxycheilinus;Oxycheilinus_orientalis
AB974608,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Anampses;Anampses_meleagrides
AB974606,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Bodianus;Bodianus_leucosticticus
AB974604,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Calotomus;Calotomus_carolinus
AB974594,root;Eukaryota;Chordata;Actinopteri;Syngnathiformes;Fistulariidae;Fistularia;Fistularia_commersonii
AB974588,root;Eukaryota;Chordata;Actinopteri;Trachichthyiformes;Monocentridae;Monocentris;Monocentris_japonicus
AB974587,root;Eukaryota;Chordata;Actinopteri;;Opistognathidae;Opistognathus;Opistognathus_decorus
AB974584,root;Eukaryota;Chordata;Actinopteri;Trachichthyiformes;Anomalopidae;Anomalops;Anomalops_sp._OCF-P20140415-1
AB974579,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Scarus;Scarus_prasiognathos
AB974577,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Scarus;Scarus_fuscocaudalis
AB974556,root;Eukaryota;Chordata;Actinopteri;Spariformes;Nemipteridae;Pentapodus;Pentapodus_aureofasciatus
AB974549,root;Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_flavipinnis
AB974548,root;Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Macolor;Macolor_macularis
AB974535,root;Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Liopropoma;Liopropoma_aragai
AB974534,root;Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Liopropoma;Liopropoma_erythraeum
AB974531,root;Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Odontanthias;Odontanthias_borbonius
AB974520,root;Eukaryota;Chordata;Actinopteri;Perciformes;Triglidae;Lepidotrigla;Lepidotrigla_sp._NMMBP_1282
AB974516,root;Eukaryota;Chordata;Actinopteri;Perciformes;Triglidae;Chelidonichthys;Chelidonichthys_spinosus
AB974501,root;Eukaryota;Chordata;Actinopteri;Beloniformes;Exocoetidae;Cheilopogon;Cheilopogon_heterurus
AB974489,root;Eukaryota;Chordata;Actinopteri;Gadiformes;Macrouridae;Ventrifossa;Ventrifossa_rhipidodorsalis
AB974485,root;Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Nannobrachium;Nannobrachium_regale
AB974479,root;Eukaryota;Chordata;Actinopteri;Anguilliformes;Congridae;Macrocephenchelys;Macrocephenchelys_brevirostris
AB974478,root;Eukaryota;Chordata;Actinopteri;Anguilliformes;Congridae;Uroconger;Uroconger_lepturus
AB974465,root;Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Dasyatidae;Himantura;Himantura_uarnak
AB974463,root;Eukaryota;Chordata;Chondrichthyes;Squaliformes;Somniosidae;Centroscymnus;Centroscymnus_owstoni
AB974460,root;Eukaryota;Chordata;Chondrichthyes;Squaliformes;Centrophoridae;Centrophorus;Centrophorus_moluccensis
AB974458,root;Eukaryota;Chordata;Chondrichthyes;Squaliformes;Dalatiidae;Squaliolus;Squaliolus_aliae
AB974453,root;Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Proscylliidae;Proscyllium;Proscyllium_venustum
AB974450,root;Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Scyliorhinidae;Galeus;Galeus_sauteri
AB972266,root;Eukaryota;Chordata;Actinopteri;Beloniformes;Hemiramphidae;Oxyporhamphus;Oxyporhamphus_similis
AB972265,root;Eukaryota;Chordata;Actinopteri;Synbranchiformes;Synbranchidae;Synbranchus;Synbranchus_marmoratus
AB972261,root;Eukaryota;Chordata;Actinopteri;Perciformes;Peristediidae;Scalicus;Scalicus_engyceros
AB972264,root;Eukaryota;Chordata;Actinopteri;Syngnathiformes;Dactylopteridae;Dactylopterus;Dactylopterus_volitans
AB972260,root;Eukaryota;Chordata;Actinopteri;Perciformes;Hoplichthyidae;Hoplichthys;Hoplichthys_gilberti
AB972257,root;Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus_amblycephalus
AB972255,root;Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus_fasciatus
AB972252,root;Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus_retouti
AB972248,root;Eukaryota;Chordata;Actinopteri;;Opistognathidae;Opistognathus;Opistognathus_punctatus
AB972241,root;Eukaryota;Chordata;Actinopteri;Kurtiformes;Apogonidae;Ostorhinchus;Ostorhinchus_franssedai
AB972240,root;Eukaryota;Chordata;Actinopteri;Kurtiformes;Apogonidae;Apogon;Apogon_notatus
AB972236,root;Eukaryota;Chordata;Actinopteri;;Malacanthidae;Branchiostegus;Branchiostegus_auratus
AB972234,root;Eukaryota;Chordata;Actinopteri;Spariformes;Lethrinidae;Lethrinus;Lethrinus_semicinctus
AB972212,root;Eukaryota;Chordata;Actinopteri;Spariformes;Lethrinidae;Wattsia;Wattsia_mossambica
AB972209,root;Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Dentex;Dentex_abei
AB972206,root;Eukaryota;Chordata;Actinopteri;;Sciaenidae;Boesemania;Boesemania_microlepis
AB972205,root;Eukaryota;Chordata;Actinopteri;;Sciaenidae;Larimichthys;Larimichthys_crocea
AB972200,root;Eukaryota;Chordata;Actinopteri;Syngnathiformes;Mullidae;Upeneus;Upeneus_subvittatus
AB972180,root;Eukaryota;Chordata;Actinopteri;Scombriformes;Bramidae;Taractes;Taractes_rubescens
AB972171,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Coris;Coris_picta
AB972167,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Choerodon;Choerodon_robustus
AB972166,root;Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Iniistius;Iniistius_twistii
AB972135,root;Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Priolepis;Priolepis_boreus
AB972124,root;Eukaryota;Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus_blochii
AB972119,root;Eukaryota;Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus_olivaceus
AB972116,root;Eukaryota;Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Naso;Naso_maculatus
AB972110,root;Eukaryota;Chordata;Actinopteri;Scombriformes;Nomeidae;Psenes;Psenes_pellucidus
AB972106,root;Eukaryota;Chordata;Actinopteri;Caproiformes;Caproidae;Antigonia;Antigonia_rubescens
AB972082,root;Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Monacanthidae;Thamnaconus;Thamnaconus_hypargyreus
AB970005,root;Eukaryota;Chordata;Actinopteri;Gadiformes;Macrouridae;Coryphaenoides;Coryphaenoides_microps
AB970002,root;Eukaryota;Chordata;Chondrichthyes;Squaliformes;Somniosidae;Zameus;Zameus_ichiharai
AB969997,root;Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Pseudocaranx;Pseudocaranx_dentex
AB969995,root;Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Carangoides;Carangoides_dinema
AB972086,root;Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cynoglossidae;Cynoglossus;Cynoglossus_interruptus
AB970003,root;Eukaryota;Chordata;Chondrichthyes;Torpediniformes;Narcinidae;Narcine;Narcine_lingula
AB969980,root;Eukaryota;Chordata;Chondrichthyes;Rajiformes;Rajidae;Okamejei;Okamejei_hollandi
AB969985,root;Eukaryota;Chordata;Actinopteri;Spariformes;Lethrinidae;Gymnocranius;Gymnocranius_euanus
AB969964,root;Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Etelis;Etelis_radiosus
AB969963,root;Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Etelis;Etelis_coruscans
AB969961,root;Eukaryota;Chordata;Actinopteri;Syngnathiformes;Dactylopteridae;Dactyloptena;Dactyloptena_peterseni
AB969959,root;Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon_daedalma
AB969942,root;Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Hexatrygonidae;Hexatrygon;Hexatrygon_bickelli
AB969931,root;Eukaryota;Chordata;Actinopteri;Scombriformes;Trichiuridae;Evoxymetopon;Evoxymetopon_macrophthalmus
AB969924,root;Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Decapterus;Decapterus_macrosoma
AB969922,root;Eukaryota;Chordata;Actinopteri;Lobotiformes;Hapalogenyidae;Hapalogenys;Hapalogenys_analis
AB969899,root;Eukaryota;Chordata;Actinopteri;Perciformes;Bembridae;Bembras;Bembras_japonica
AB969898,root;Eukaryota;Chordata;Actinopteri;Perciformes;Peristediidae;Scalicus;Scalicus_serrulatus
AB969884,root;Eukaryota;Chordata;Actinopteri;Holocentriformes;Holocentridae;Sargocentron;Sargocentron_punctatissimum
AB969880,root;Eukaryota;Chordata;Actinopteri;Beryciformes;Melamphaidae;Scopelogadus;Scopelogadus_sp._CBM:ZF:14203
AB969876,root;Eukaryota;Chordata;Actinopteri;Lophiiformes;Ogcocephalidae;Halieutaea;Halieutaea_sp._HERIGURO-AKAGUTSU
AB969869,root;Eukaryota;Chordata;Chondrichthyes;Squaliformes;Centrophoridae;Centrophorus;Centrophorus_atromarginatus
AB969868,root;Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Carcharhinidae;Negaprion;Negaprion_acutidens
AB969862,root;Eukaryota;Chordata;Actinopteri;Gadiformes;Macrouridae;Coelorinchus;Coelorinchus_smithi
AB969849,root;Eukaryota;Chordata;Actinopteri;Esociformes;Esocidae;Esox;Esox_americanus
AB969848,root;Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus_sp._BIWA-MASU
AB969847,root;Eukaryota;Chordata;Actinopteri;Osmeriformes;Osmeridae;Hypomesus;Hypomesus_japonicus
AB969852,root;Eukaryota;Chordata;Actinopteri;Stomiiformes;Phosichthyidae;Woodsia;Woodsia_nonsuchae
