"","found_taxa","rank","worms_sciname","tol_sp","ncbi_sp","approximate_match","is_synonym","flags","status","unacceptreason","valid_authority","worms_aphiaid","ncbi_uid","ott_id","class","order","family","genus","freshwater_only","terrestrial_only"
"3617","Collichthys niveatus","species","Collichthys niveatus","Collichthys niveatus","Collichthys niveatus",FALSE,FALSE,"","accepted",NA,"Jordan & Starks, 1906",280362,"240160",1066043,"Actinopteri","Eupercaria incertae sedis","Sciaenidae","Collichthys","0","0"
"3618","Miichthys miiuy","species","Miichthys miiuy","Miichthys miiuy","Miichthys miiuy",FALSE,FALSE,"","accepted",NA,"(Basilewsky, 1855)",281574,"240162",1066036,"Actinopteri","Eupercaria incertae sedis","Sciaenidae","Miichthys","0","0"
"3619","Nibea albiflora","species","Nibea albiflora","Nibea albiflora","Nibea albiflora",FALSE,FALSE,"","accepted",NA,"(Richardson, 1846)",281747,"240163",1066032,"Actinopteri","Eupercaria incertae sedis","Sciaenidae","Nibea","0","0"
"3620","Johnius belangerii","species","Johnius belangerii","Johnius belangerii","Johnius belangerii",FALSE,FALSE,"","accepted",NA,"(Cuvier, 1830)",276099,"240165",1066058,"Actinopteri","Eupercaria incertae sedis","Sciaenidae","Johnius","0","0"
"3621","Hippocampus sindonis","species","Hippocampus sindonis","Hippocampus sindonis","Hippocampus sindonis",FALSE,FALSE,"","accepted",NA,"Jordan & Snyder, 1901",275209,"240657",768086,"Actinopteri","Syngnathiformes","Syngnathidae","Hippocampus","0","0"
"3622","Hippocampus fuscus","species","Hippocampus fuscus","Hippocampus fuscus","Hippocampus fuscus",FALSE,FALSE,"","accepted",NA,"Rüppell, 1838",212230,"240658",768079,"Actinopteri","Syngnathiformes","Syngnathidae","Hippocampus","0","0"
"3623","Syngnathus temminckii","species","Syngnathus temminckii","Syngnathus temminckii","Syngnathus temminckii",FALSE,FALSE,"","accepted",NA,"Kaup, 1856",306936,"240697",870276,"Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus","0","0"
"3624","Salanx chinensis","species","Salanx chinensis","Protosalanx chinensis","Protosalanx chinensis",FALSE,FALSE,"","unaccepted",NA,"(Osbeck, 1765)",315539,"240822",34699,"Actinopteri","Osmeriformes","Salangidae","Protosalanx","0","0"
"3625","Protosalanx chinensis","species","Protosalanx chinensis","Protosalanx chinensis","Protosalanx chinensis",FALSE,FALSE,"","accepted",NA,"(Basilewsky, 1855)",1419287,"240822",34699,"Actinopteri","Osmeriformes","Salangidae","Protosalanx","1","0"
"3626","Hemisalanx brachyrostralis","species","Hemisalanx brachyrostralis","Hemisalanx brachyrostralis","Hemisalanx brachyrostralis",FALSE,FALSE,"","accepted",NA,"(Fang, 1934)",1015523,"240824",34712,"Actinopteri","Osmeriformes","Salangidae","Hemisalanx","1","0"
"3627","Neosalanx taihuensis","species","Neosalanx taihuensis","Neosalanx taihuensis","Neosalanx taihuensis",FALSE,FALSE,"","accepted",NA,"Chen, 1956",1013993,"240825",34717,"Actinopteri","Osmeriformes","Salangidae","Neosalanx","1","0"
"3628","Neosalanx jordani","species","Neosalanx jordani","Neosalanx jordani","Neosalanx jordani",FALSE,FALSE,"","accepted",NA,"Wakiya & Takahashi, 1937",281702,"240826",34709,"Actinopteri","Osmeriformes","Salangidae","Neosalanx","0","0"
"3629","Hypomesus olidus","species","Hypomesus olidus","Hypomesus olidus","Hypomesus olidus",FALSE,FALSE,"","accepted",NA,"(Pallas, 1814)",254556,"240830",555680,"Actinopteri","Osmeriformes","Osmeridae","Hypomesus","0","0"
"3630","Thaleichthys pacificus","species","Thaleichthys pacificus","Thaleichthys pacificus","Thaleichthys pacificus",FALSE,FALSE,"","accepted",NA,"(Richardson, 1836)",282959,"240832",555682,"Actinopteri","Osmeriformes","Osmeridae","Thaleichthys","0","0"
"3631","Hippocampus bargibanti","species","Hippocampus bargibanti","Hippocampus bargibanti","Hippocampus bargibanti",FALSE,FALSE,"","accepted",NA,"Whitley, 1970",275187,"240838",555693,"Actinopteri","Syngnathiformes","Syngnathidae","Hippocampus","0","0"
"3632","Hippocampus queenslandicus","species","Hippocampus queenslandicus","Hippocampus queenslandicus","Hippocampus queenslandicus",FALSE,FALSE,"","accepted",NA,"Horne, 2001",275207,"240839",555690,"Actinopteri","Syngnathiformes","Syngnathidae","Hippocampus","0","0"
"3633","Epinephelus polyphekadion","species","Epinephelus polyphekadion","Epinephelus polyphekadion","Epinephelus polyphekadion",FALSE,FALSE,"","accepted",NA,"(Bleeker, 1849)",218197,"241181",748340,"Actinopteri","Perciformes","Serranidae","Epinephelus","0","0"
"3634","Dischistodus chrysopoecilus","species","Dischistodus chrysopoecilus","Dischistodus chrysopoecilus","Dischistodus chrysopoecilus",FALSE,FALSE,"incertae_sedis_inherited","accepted",NA,"(Schlegel & Müller, 1839)",280559,"241259",999634,"Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Dischistodus","0","0"
"3635","Achoerodus viridis","species","Achoerodus viridis","Achoerodus viridis","Achoerodus viridis",FALSE,FALSE,"","accepted",NA,"(Steindachner, 1866)",279498,"241261",372280,"Actinopteri","Eupercaria incertae sedis","Labridae","Achoerodus","0","0"
"3636","Anampses caeruleopunctatus","species","Anampses caeruleopunctatus","Anampses caeruleopunctatus","Anampses caeruleopunctatus",FALSE,FALSE,"","accepted",NA,"Rüppell, 1829",218920,"241263",372276,"Actinopteri","Eupercaria incertae sedis","Labridae","Anampses","0","0"
"3637","Anampses neoguinaicus","species","Anampses neoguinaicus","Anampses neoguinaicus","Anampses neoguinaicus",FALSE,FALSE,"","accepted",NA,"Bleeker, 1878",279174,"241264",372273,"Actinopteri","Eupercaria incertae sedis","Labridae","Anampses","0","0"
"3638","Austrolabrus maculatus","species","Austrolabrus maculatus","Austrolabrus maculatus","Austrolabrus maculatus",FALSE,FALSE,"","accepted",NA,"(MacLeay, 1881)",279842,"241266",372271,"Actinopteri","Eupercaria incertae sedis","Labridae","Austrolabrus","0","0"
"3639","Bodianus mesothorax","species","Bodianus mesothorax","Bodianus mesothorax","Bodianus mesothorax",FALSE,FALSE,"","accepted",NA,"(Bloch & Schneider, 1801)",273536,"241268",372263,"Actinopteri","Eupercaria incertae sedis","Labridae","Bodianus","0","0"
"3640","Bodianus rufus","species","Bodianus rufus","Bodianus rufus","Bodianus rufus",FALSE,FALSE,"","accepted",NA,"(Linnaeus, 1758)",273541,"241269",372258,"Actinopteri","Eupercaria incertae sedis","Labridae","Bodianus","0","0"
"3641","Cheilinus oxycephalus","species","Cheilinus oxycephalus","Cheilinus oxycephalus","Cheilinus oxycephalus",FALSE,FALSE,"","accepted",NA,"Bleeker, 1853",218947,"241270",195575,"Actinopteri","Eupercaria incertae sedis","Labridae","Cheilinus","0","0"
"3642","Cheilinus undulatus","species","Cheilinus undulatus","Cheilinus undulatus","Cheilinus undulatus",FALSE,FALSE,"","accepted",NA,"Rüppell, 1835",218945,"241271",195578,"Actinopteri","Eupercaria incertae sedis","Labridae","Cheilinus","0","0"
"3643","Cheilio inermis","species","Cheilio inermis","Cheilio inermis","Cheilio inermis",FALSE,FALSE,"","accepted",NA,"(Forsskål, 1775)",218948,"241273",447596,"Actinopteri","Eupercaria incertae sedis","Labridae","Cheilio","0","0"
"3644","Choerodon anchorago","species","Choerodon anchorago","Choerodon anchorago","Choerodon anchorago",FALSE,FALSE,"extinct_inherited, incertae_sedis","accepted",NA,"(Bloch, 1791)",277262,"241274",447620,"Actinopteri","Eupercaria incertae sedis","Labridae","Choerodon","0","0"
"3645","Choerodon schoenleinii","species","Choerodon schoenleinii","Choerodon schoenleinii","Choerodon schoenleinii",FALSE,FALSE,"extinct_inherited, incertae_sedis","accepted",NA,"(Valenciennes, 1839)",218951,"241275",447653,"Actinopteri","Eupercaria incertae sedis","Labridae","Choerodon","0","0"
"3646","Cirrhilabrus lubbocki","species","Cirrhilabrus lubbocki","Cirrhilabrus lubbocki","Cirrhilabrus lubbocki",FALSE,FALSE,"","accepted",NA,"Randall & Carpenter, 1980",277854,"241277",195611,"Actinopteri","Eupercaria incertae sedis","Labridae","Cirrhilabrus","0","0"
"3647","Clepticus parrae","species","Clepticus parrae","Clepticus parrae","Clepticus parrae",FALSE,FALSE,"","accepted",NA,"(Bloch & Schneider, 1801)",280214,"241279",948303,"Actinopteri","Eupercaria incertae sedis","Labridae","Clepticus","0","0"
"3648","Coris aygula","species","Coris aygula","Coris aygula","Coris aygula",FALSE,FALSE,"","accepted",NA,"Lacepède, 1801",218957,"241280",713303,"Actinopteri","Eupercaria incertae sedis","Labridae","Coris","0","0"
"3649","Coris gaimard","species","Coris gaimard","Coris gaimard","Coris gaimard",FALSE,FALSE,"","accepted",NA,"(Quoy & Gaimard, 1824)",218960,"241281",120283,"Actinopteri","Eupercaria incertae sedis","Labridae","Coris","0","0"
"3650","Coris batuensis","species","Coris batuensis","Coris batuensis","Coris batuensis",FALSE,FALSE,"","accepted",NA,"(Bleeker, 1856)",218956,"241282",120291,"Actinopteri","Eupercaria incertae sedis","Labridae","Coris","0","0"
"3651","Cymolutes praetextatus","species","Cymolutes praetextatus","Cymolutes praetextatus","Cymolutes praetextatus",FALSE,FALSE,"","accepted",NA,"(Quoy & Gaimard, 1834)",218967,"241284",120298,"Actinopteri","Eupercaria incertae sedis","Labridae","Cymolutes","0","0"
"3652","Cymolutes torquatus","species","Cymolutes torquatus","Cymolutes torquatus","Cymolutes torquatus",FALSE,FALSE,"","accepted",NA,"(Valenciennes, 1840)",218966,"241285",120297,"Actinopteri","Eupercaria incertae sedis","Labridae","Cymolutes","0","0"
"3653","Diproctacanthus xanthurus","species","Diproctacanthus xanthurus","Diproctacanthus xanthurus","Diproctacanthus xanthurus",FALSE,FALSE,"","accepted",NA,"(Bleeker, 1856)",218970,"241287",120299,"Actinopteri","Eupercaria incertae sedis","Labridae","Diproctacanthus","0","0"
"3654","Epibulus insidiator","species","Epibulus insidiator","Epibulus insidiator","Epibulus insidiator",FALSE,FALSE,"","accepted",NA,"(Pallas, 1770)",218972,"241289",120301,"Actinopteri","Eupercaria incertae sedis","Labridae","Epibulus","0","0"
"3655","Halichoeres argus","species","Halichoeres argus","Halichoeres argus","Halichoeres argus",FALSE,FALSE,"","accepted",NA,"(Bloch & Schneider, 1801)",275749,"241290",694393,"Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres","0","0"
"3656","Halichoeres bivittatus","species","Halichoeres bivittatus","Halichoeres bivittatus","Halichoeres bivittatus",FALSE,FALSE,"","accepted",NA,"(Bloch, 1791)",158815,"241291",694396,"Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres","0","0"
"3657","Halichoeres hartzfeldii","species","Halichoeres hartzfeldii","Halichoeres hartzfeldii","Halichoeres hartzfeldii",FALSE,FALSE,"","accepted",NA,"(Bleeker, 1852)",275766,"241292",694386,"Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres","0","0"
"3658","Halichoeres hortulanus","species","Halichoeres hortulanus","Halichoeres hortulanus","Halichoeres hortulanus",FALSE,FALSE,"","accepted",NA,"(Lacepède, 1801)",218985,"241293",694390,"Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres","0","0"
"3659","Halichoeres margaritaceus","species","Halichoeres margaritaceus","Halichoeres margaritaceus","Halichoeres margaritaceus",FALSE,FALSE,"","accepted",NA,"(Valenciennes, 1839)",218987,"241294",694405,"Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres","0","0"
"3660","Halichoeres marginatus","species","Halichoeres marginatus","Halichoeres marginatus","Halichoeres marginatus",FALSE,FALSE,"","accepted",NA,"Rüppell, 1835",218991,"241295",694408,"Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres","0","0"
"3661","Halichoeres miniatus","species","Halichoeres miniatus","Halichoeres miniatus","Halichoeres miniatus",FALSE,FALSE,"","accepted",NA,"(Valenciennes, 1839)",275779,"241296",694399,"Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres","0","0"
"3662","Halichoeres nicholsi","species","Halichoeres nicholsi","Halichoeres nicholsi","Halichoeres nicholsi",FALSE,FALSE,"","accepted",NA,"(Jordan & Gilbert, 1882)",275780,"241297",694402,"Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres","0","0"
"3663","Halichoeres notospilus","species","Halichoeres notospilus","Halichoeres notospilus","Halichoeres notospilus",FALSE,FALSE,"","accepted",NA,"(Günther, 1864)",275781,"241298",694414,"Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres","0","0"
"3664","Halichoeres radiatus","species","Halichoeres radiatus","Halichoeres radiatus","Halichoeres radiatus",FALSE,FALSE,"","accepted",NA,"(Linnaeus, 1758)",275793,"241299",694417,"Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres","0","0"
"3665","Halichoeres scapularis","species","Halichoeres scapularis","Halichoeres scapularis","Halichoeres scapularis",FALSE,FALSE,"","accepted",NA,"(Bennett, 1832)",218990,"241300",302360,"Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres","0","0"
"3666","Halichoeres papilionaceus","species","Halichoeres papilionaceus","Halichoeres papilionaceus","Halichoeres papilionaceus",FALSE,FALSE,"","accepted",NA,"(Valenciennes, 1839)",275785,"241301",302363,"Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres","0","0"
"3667","Hemigymnus melapterus","species","Hemigymnus melapterus","Hemigymnus melapterus","Hemigymnus melapterus",FALSE,FALSE,"","accepted",NA,"(Bloch, 1791)",218998,"241303",302368,"Actinopteri","Eupercaria incertae sedis","Labridae","Hemigymnus","0","0"
"3668","Labrichthys unilineatus","species","Labrichthys unilineatus","Labrichthys unilineatus","Labrichthys unilineatus",FALSE,FALSE,"","accepted",NA,"(Guichenot, 1847)",219013,"241306",302371,"Actinopteri","Eupercaria incertae sedis","Labridae","Labrichthys","0","0"
"3669","Labroides bicolor","species","Labroides bicolor","Labroides bicolor","Labroides bicolor",FALSE,FALSE,"","accepted",NA,"Fowler & Bean, 1928",219015,"241308",302374,"Actinopteri","Eupercaria incertae sedis","Labridae","Labroides","0","0"
"3670","Labroides dimidiatus","species","Labroides dimidiatus","Labroides dimidiatus","Labroides dimidiatus",FALSE,FALSE,"","accepted",NA,"(Valenciennes, 1839)",219014,"241309",302377,"Actinopteri","Eupercaria incertae sedis","Labridae","Labroides","0","0"
"3671","Labroides rubrolabiatus","species","Labroides rubrolabiatus","Labroides rubrolabiatus","Labroides rubrolabiatus",FALSE,FALSE,"","accepted",NA,"Randall, 1958",278691,"241310",826539,"Actinopteri","Eupercaria incertae sedis","Labridae","Labroides","0","0"
"3672","Labropsis australis","species","Labropsis australis","Labropsis australis","Labropsis australis",FALSE,FALSE,"","accepted",NA,"Randall, 1981",278464,"241312",826535,"Actinopteri","Eupercaria incertae sedis","Labridae","Labropsis","0","0"
"3673","Larabicus quadrilineatus","species","Larabicus quadrilineatus","Larabicus quadrilineatus","Larabicus quadrilineatus",FALSE,FALSE,"","accepted",NA,"(Rüppell, 1835)",219020,"241314",826533,"Actinopteri","Eupercaria incertae sedis","Labridae","Larabicus","0","0"
"3674","Leptojulis cyanopleura","species","Leptojulis cyanopleura","Leptojulis cyanopleura","Leptojulis cyanopleura",FALSE,FALSE,"","accepted",NA,"(Bleeker, 1853)",281319,"241316",552129,"Actinopteri","Eupercaria incertae sedis","Labridae","Leptojulis","0","0"
"3675","Macropharyngodon geoffroy","species","Macropharyngodon geoffroy","Macropharyngodon geoffroy","Macropharyngodon geoffroy",FALSE,FALSE,"","accepted",NA,"(Quoy & Gaimard, 1824)",219029,"241318",552122,"Actinopteri","Eupercaria incertae sedis","Labridae","Macropharyngodon","0","0"
"3676","Macropharyngodon meleagris","species","Macropharyngodon meleagris","Macropharyngodon meleagris","Macropharyngodon meleagris",FALSE,FALSE,"","accepted",NA,"(Valenciennes, 1839)",219028,"241319",552117,"Actinopteri","Eupercaria incertae sedis","Labridae","Macropharyngodon","0","0"
"3677","Malapterus reticulatus","species","Malapterus reticulatus","Malapterus reticulatus","Malapterus reticulatus",FALSE,FALSE,"","accepted",NA,"Valenciennes, 1839",281515,"241321",352260,"Actinopteri","Eupercaria incertae sedis","Labridae","Malapterus","0","0"
"3678","Novaculoides macrolepidotus","species","Novaculoides macrolepidotus","Novaculoides macrolepidotus","Novaculoides macrolepidotus",FALSE,FALSE,"","accepted",NA,"(Bloch, 1791)",593553,"241323",352257,"Actinopteri","Eupercaria incertae sedis","Labridae","Novaculoides","0","0"
"3679","Ophthalmolepis lineolata","species","Ophthalmolepis lineolata","Ophthalmolepis lineolata","Ophthalmolepis lineolata",FALSE,FALSE,"","accepted",NA,"(Valenciennes, 1839)",281915,"241325",352255,"Actinopteri","Eupercaria incertae sedis","Labridae","Ophthalmolepis","0","0"
"3680","Oxycheilinus bimaculatus","species","Oxycheilinus bimaculatus","Oxycheilinus bimaculatus","Oxycheilinus bimaculatus",FALSE,FALSE,"","accepted",NA,"(Valenciennes, 1840)",219039,"241327",352249,"Actinopteri","Eupercaria incertae sedis","Labridae","Oxycheilinus","0","0"
"3681","Oxycheilinus celebicus","species","Oxycheilinus celebicus","Oxycheilinus celebicus","Oxycheilinus celebicus",FALSE,FALSE,"","accepted",NA,"(Bleeker, 1853)",277995,"241328",352265,"Actinopteri","Eupercaria incertae sedis","Labridae","Oxycheilinus","0","0"
"3682","Oxycheilinus unifasciatus","species","Oxycheilinus unifasciatus","Oxycheilinus unifasciatus","Oxycheilinus unifasciatus",FALSE,FALSE,"","accepted",NA,"(Streets, 1877)",278002,"241329",352271,"Actinopteri","Eupercaria incertae sedis","Labridae","Oxycheilinus","0","0"
"3683","Oxyjulis californica","species","Oxyjulis californica","Oxyjulis californica","Halichoeres californicus",FALSE,TRUE,"","accepted",NA,"(Günther, 1861)",240727,"241331",877081,"Actinopteri","Eupercaria incertae sedis","Labridae","Oxyjulis","0","0"
"3684","Pictilabrus laticlavius","species","Pictilabrus laticlavius","Pictilabrus laticlavius","Pictilabrus laticlavius",FALSE,FALSE,"","accepted",NA,"(Richardson, 1840)",282258,"241333",877083,"Actinopteri","Eupercaria incertae sedis","Labridae","Pictilabrus","0","0"
"3685","Pseudocheilinus octotaenia","species","Pseudocheilinus octotaenia","Pseudocheilinus octotaenia","Pseudocheilinus octotaenia",FALSE,FALSE,"","accepted",NA,"Jenkins, 1901",208914,"241335",861646,"Actinopteri","Eupercaria incertae sedis","Labridae","Pseudocheilinus","0","0"
"3686","Pseudocoris yamashiroi","species","Pseudocoris yamashiroi","Pseudocoris yamashiroi","Pseudocoris yamashiroi",FALSE,FALSE,"","accepted",NA,"(Schmidt, 1931)",219045,"241337",877075,"Actinopteri","Eupercaria incertae sedis","Labridae","Pseudocoris","0","0"
"3687","Pseudojuloides atavai","species","Pseudojuloides atavai","Pseudojuloides atavai","Pseudojuloides atavai",FALSE,FALSE,"","accepted",NA,"Randall & Randall, 1981",276703,"241339",877085,"Actinopteri","Eupercaria incertae sedis","Labridae","Pseudojuloides","0","0"
"3688","Pseudojuloides cerasinus","species","Pseudojuloides cerasinus","Pseudojuloides cerasinus","Pseudojuloides cerasinus",FALSE,FALSE,"","accepted",NA,"(Snyder, 1904)",219048,"241340",98448,"Actinopteri","Eupercaria incertae sedis","Labridae","Pseudojuloides","0","0"
"3689","Pseudolabrus gayi","species","Pseudolabrus gayi","Pseudolabrus gayi","Pseudolabrus gayi",FALSE,FALSE,"","accepted",NA,"(Valenciennes, 1839)",282435,"241341",98454,"Actinopteri","Eupercaria incertae sedis","Labridae","Pseudolabrus","0","0"
